anchor_recipe	anchor_event_count	anchor_reading_de	candidate_recipe	change_kind	edit_position	old_atom	old_value_de	new_atom	new_value_de	predicted_reading_de	attested	observed_reading_de	reading_matches_prediction	event_count	register_count	registers	page_count	surface_count	surfaces	context_mode	shared_page_owner_count	shared_statement_count	decision
CHD+Y	107	BEARBEITEN · POSTEN	SH+Y	SUBSTITUTE_ACTION	1	CHD	BEARBEITEN	SH	HALTEN	HALTEN · POSTEN	YES	HALTEN · POSTEN	YES	1	1	BIOLOGICAL	1	1	shchey	FULLY_SELF_CONTAINED	1	1	ATTESTED_SAME_OWNER
CHD+Y	107	BEARBEITEN · POSTEN	T+Y	SUBSTITUTE_ACTION	1	CHD	BEARBEITEN	T	EINSTELLEN	EINSTELLEN · POSTEN	YES	EINSTELLEN · POSTEN	YES	3	2	HERBAL|BIOLOGICAL	3	3	chety|tchy|tshy	FULLY_SELF_CONTAINED	1	1	ATTESTED_SAME_OWNER
OK+EE+Y	67	SETZEN · GRAD II · POSTEN	CH+EE+Y	SUBSTITUTE_ACTION	1	OK	SETZEN	CH	NEHMEN	NEHMEN · GRAD II · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
OK+EE+Y	67	SETZEN · GRAD II · POSTEN	CHD+EE+Y	SUBSTITUTE_ACTION	1	OK	SETZEN	CHD	BEARBEITEN	BEARBEITEN · GRAD II · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
OK+EE+Y	67	SETZEN · GRAD II · POSTEN	K+EE+Y	SUBSTITUTE_ACTION	1	OK	SETZEN	K	GEBEN	GEBEN · GRAD II · POSTEN	YES	GEBEN · GRAD II · POSTEN	YES	9	5	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|CELESTIAL|PHARMA	6	1	keey	FULLY_SELF_CONTAINED	5	4	ATTESTED_SAME_OWNER
OK+EE+Y	67	SETZEN · GRAD II · POSTEN	OK+E+Y	SUBSTITUTE_GRADE	2	EE	GRAD II	E	GRAD I	SETZEN · GRAD I · POSTEN	YES	SETZEN · GRAD I · POSTEN	YES	27	3	BIOLOGICAL|CELESTIAL|PHARMA	8	3	okey|qokechy|qokey	FULLY_SELF_CONTAINED	11	5	ATTESTED_SAME_OWNER
OK+EE+Y	67	SETZEN · GRAD II · POSTEN	OK+EE+AIIN	SUBSTITUTE_ARGUMENT	3	Y	POSTEN	AIIN	WERT	SETZEN · GRAD II · WERT	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
OK+EE+Y	67	SETZEN · GRAD II · POSTEN	OK+EE+AIN	SUBSTITUTE_ARGUMENT	3	Y	POSTEN	AIN	ANTEIL	SETZEN · GRAD II · ANTEIL	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
OK+EE+Y	67	SETZEN · GRAD II · POSTEN	OK+EE+DY	OPEN_TO_CLOSE	3	Y	POSTEN	DY	SCHLUSS	SETZEN · GRAD II · SCHLUSS	YES	SETZEN · GRAD II · SCHLUSS	YES	79	3	HERBAL|BIOLOGICAL|CELESTIAL	9	2	okeedy|qokeedy	MIXED	11	5	ATTESTED_SAME_OWNER
OK+EE+Y	67	SETZEN · GRAD II · POSTEN	OK+EE+OR	SUBSTITUTE_ARGUMENT	3	Y	POSTEN	OR	EINHEIT	SETZEN · GRAD II · EINHEIT	YES	SETZEN · GRAD II · EINHEIT	YES	1	1	BIOLOGICAL	1	1	okeeor	FULLY_SELF_CONTAINED	1	0	ATTESTED_SAME_OWNER
OK+EE+Y	67	SETZEN · GRAD II · POSTEN	OK+EEE+Y	SUBSTITUTE_GRADE	2	EE	GRAD II	EEE	GRAD III	SETZEN · GRAD III · POSTEN	YES	SETZEN · GRAD III · POSTEN	YES	5	4	HERBAL|BIOLOGICAL|CELESTIAL|PHARMA	4	2	okeeey|qokeeey	FULLY_SELF_CONTAINED	3	2	ATTESTED_SAME_OWNER
OK+EE+Y	67	SETZEN · GRAD II · POSTEN	OK+Y	DELETE_GRADE	2	EE	GRAD II	NONE	NONE	SETZEN · POSTEN	YES	SETZEN · POSTEN	YES	59	4	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|PHARMA	18	8	choky|okcheeg|okchey|okchy|okshy|oky|qokchy|qoky	FULLY_SELF_CONTAINED	12	10	ATTESTED_SAME_OWNER
OK+EE+Y	67	SETZEN · GRAD II · POSTEN	P+EE+Y	SUBSTITUTE_ACTION	1	OK	SETZEN	P	EINSETZEN	EINSETZEN · GRAD II · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
OK+EE+Y	67	SETZEN · GRAD II · POSTEN	R+EE+Y	SUBSTITUTE_ACTION	1	OK	SETZEN	R	MARKIEREN	MARKIEREN · GRAD II · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
OK+EE+Y	67	SETZEN · GRAD II · POSTEN	S+EE+Y	SUBSTITUTE_ACTION	1	OK	SETZEN	S	WÄHLEN	WÄHLEN · GRAD II · POSTEN	YES	WÄHLEN · GRAD II · POSTEN	YES	1	1	PHARMA	1	1	seey	FULLY_SELF_CONTAINED	0	0	ATTESTED_LOCAL
OK+EE+Y	67	SETZEN · GRAD II · POSTEN	SH+EE+Y	SUBSTITUTE_ACTION	1	OK	SETZEN	SH	HALTEN	HALTEN · GRAD II · POSTEN	YES	HALTEN · GRAD II · POSTEN	YES	43	3	BIOLOGICAL|CELESTIAL|PHARMA	12	2	cheey|sheey	FULLY_SELF_CONTAINED	13	4	ATTESTED_SAME_OWNER
OK+EE+Y	67	SETZEN · GRAD II · POSTEN	T+EE+Y	SUBSTITUTE_ACTION	1	OK	SETZEN	T	EINSTELLEN	EINSTELLEN · GRAD II · POSTEN	YES	EINSTELLEN · GRAD II · POSTEN	YES	1	1	CELESTIAL	1	1	teey	FULLY_SELF_CONTAINED	0	0	ATTESTED_LOCAL
OK+AIIN	64	SETZEN · WERT	CH+AIIN	SUBSTITUTE_ACTION	1	OK	SETZEN	CH	NEHMEN	NEHMEN · WERT	YES	NEHMEN · WERT	YES	5	2	HERBAL|PHARMA	4	2	chaiin|chtaii	FULLY_SELF_CONTAINED	1	1	ATTESTED_SAME_OWNER
OK+AIIN	64	SETZEN · WERT	CHD+AIIN	SUBSTITUTE_ACTION	1	OK	SETZEN	CHD	BEARBEITEN	BEARBEITEN · WERT	YES	BEARBEITEN · WERT	YES	8	3	HERBAL|BIOLOGICAL|CELESTIAL	5	1	chedaiin	FULLY_SELF_CONTAINED	3	1	ATTESTED_SAME_OWNER
OK+AIIN	64	SETZEN · WERT	K+AIIN	SUBSTITUTE_ACTION	1	OK	SETZEN	K	GEBEN	GEBEN · WERT	YES	GEBEN · WERT	YES	6	3	SOURCE_SECTION_T|BIOLOGICAL|CELESTIAL	4	1	kaiin	FULLY_SELF_CONTAINED	1	1	ATTESTED_SAME_OWNER
OK+AIIN	64	SETZEN · WERT	OK+AIN	SUBSTITUTE_ARGUMENT	2	AIIN	WERT	AIN	ANTEIL	SETZEN · ANTEIL	YES	SETZEN · ANTEIL	YES	63	4	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|PHARMA	12	2	okain|qokain	FULLY_SELF_CONTAINED	10	10	ATTESTED_SAME_OWNER
OK+AIIN	64	SETZEN · WERT	OK+E+AIIN	INSERT_GRADE	2	NONE	NONE	E	GRAD I	SETZEN · GRAD I · WERT	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
OK+AIIN	64	SETZEN · WERT	OK+EE+AIIN	INSERT_GRADE	2	NONE	NONE	EE	GRAD II	SETZEN · GRAD II · WERT	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
OK+AIIN	64	SETZEN · WERT	OK+EEE+AIIN	INSERT_GRADE	2	NONE	NONE	EEE	GRAD III	SETZEN · GRAD III · WERT	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
OK+AIIN	64	SETZEN · WERT	OK+OR	SUBSTITUTE_ARGUMENT	2	AIIN	WERT	OR	EINHEIT	SETZEN · EINHEIT	YES	SETZEN · EINHEIT	YES	9	4	HERBAL|BIOLOGICAL|CELESTIAL|PHARMA	6	5	cheokeor|chokor|chokshor|okor|qokor	FULLY_SELF_CONTAINED	4	1	ATTESTED_SAME_OWNER
OK+AIIN	64	SETZEN · WERT	OK+Y	SUBSTITUTE_ARGUMENT	2	AIIN	WERT	Y	POSTEN	SETZEN · POSTEN	YES	SETZEN · POSTEN	YES	59	4	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|PHARMA	18	8	choky|okcheeg|okchey|okchy|okshy|oky|qokchy|qoky	FULLY_SELF_CONTAINED	12	4	ATTESTED_SAME_OWNER
OK+AIIN	64	SETZEN · WERT	P+AIIN	SUBSTITUTE_ACTION	1	OK	SETZEN	P	EINSETZEN	EINSETZEN · WERT	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
OK+AIIN	64	SETZEN · WERT	R+AIIN	SUBSTITUTE_ACTION	1	OK	SETZEN	R	MARKIEREN	MARKIEREN · WERT	YES	MARKIEREN · WERT	YES	8	2	HERBAL|BIOLOGICAL	4	1	raiin	FULLY_SELF_CONTAINED	4	2	ATTESTED_SAME_OWNER
OK+AIIN	64	SETZEN · WERT	S+AIIN	SUBSTITUTE_ACTION	1	OK	SETZEN	S	WÄHLEN	WÄHLEN · WERT	YES	WÄHLEN · WERT	YES	21	3	BIOLOGICAL|CELESTIAL|PHARMA	10	2	saii|saiin	FULLY_SELF_CONTAINED	9	3	ATTESTED_SAME_OWNER
OK+AIIN	64	SETZEN · WERT	SH+AIIN	SUBSTITUTE_ACTION	1	OK	SETZEN	SH	HALTEN	HALTEN · WERT	YES	HALTEN · WERT	YES	4	2	SOURCE_SECTION_T|HERBAL	3	1	shaiin	FULLY_SELF_CONTAINED	0	0	ATTESTED_CROSS_REGISTER
OK+AIIN	64	SETZEN · WERT	T+AIIN	SUBSTITUTE_ACTION	1	OK	SETZEN	T	EINSTELLEN	EINSTELLEN · WERT	YES	EINSTELLEN · WERT	YES	5	3	HERBAL|BIOLOGICAL|PHARMA	5	1	taiin	FULLY_SELF_CONTAINED	2	0	ATTESTED_SAME_OWNER
SH+E+Y	44	HALTEN · GRAD I · POSTEN	CH+E+Y	SUBSTITUTE_ACTION	1	SH	HALTEN	CH	NEHMEN	NEHMEN · GRAD I · POSTEN	YES	NEHMEN · GRAD I · POSTEN	YES	5	3	HERBAL|BIOLOGICAL|PHARMA	5	1	dchey	FULLY_SELF_CONTAINED	0	0	ATTESTED_CROSS_REGISTER
SH+E+Y	44	HALTEN · GRAD I · POSTEN	CHD+E+Y	SUBSTITUTE_ACTION	1	SH	HALTEN	CHD	BEARBEITEN	BEARBEITEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
SH+E+Y	44	HALTEN · GRAD I · POSTEN	K+E+Y	SUBSTITUTE_ACTION	1	SH	HALTEN	K	GEBEN	GEBEN · GRAD I · POSTEN	YES	GEBEN · GRAD I · POSTEN	YES	1	1	PHARMA	1	1	key	FULLY_SELF_CONTAINED	0	0	ATTESTED_LOCAL
SH+E+Y	44	HALTEN · GRAD I · POSTEN	OK+E+Y	SUBSTITUTE_ACTION	1	SH	HALTEN	OK	SETZEN	SETZEN · GRAD I · POSTEN	YES	SETZEN · GRAD I · POSTEN	YES	27	3	BIOLOGICAL|CELESTIAL|PHARMA	8	3	okey|qokechy|qokey	FULLY_SELF_CONTAINED	8	3	ATTESTED_SAME_OWNER
SH+E+Y	44	HALTEN · GRAD I · POSTEN	P+E+Y	SUBSTITUTE_ACTION	1	SH	HALTEN	P	EINSETZEN	EINSETZEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
SH+E+Y	44	HALTEN · GRAD I · POSTEN	R+E+Y	SUBSTITUTE_ACTION	1	SH	HALTEN	R	MARKIEREN	MARKIEREN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
SH+E+Y	44	HALTEN · GRAD I · POSTEN	S+E+Y	SUBSTITUTE_ACTION	1	SH	HALTEN	S	WÄHLEN	WÄHLEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
SH+E+Y	44	HALTEN · GRAD I · POSTEN	SH+E+AIIN	SUBSTITUTE_ARGUMENT	3	Y	POSTEN	AIIN	WERT	HALTEN · GRAD I · WERT	YES	HALTEN · GRAD I · WERT	YES	4	1	BIOLOGICAL	3	1	shedaiin	FULLY_SELF_CONTAINED	3	0	ATTESTED_SAME_OWNER
SH+E+Y	44	HALTEN · GRAD I · POSTEN	SH+E+AIN	SUBSTITUTE_ARGUMENT	3	Y	POSTEN	AIN	ANTEIL	HALTEN · GRAD I · ANTEIL	YES	HALTEN · GRAD I · ANTEIL	YES	1	1	HERBAL	1	1	shedain	FULLY_SELF_CONTAINED	1	0	ATTESTED_SAME_OWNER
SH+E+Y	44	HALTEN · GRAD I · POSTEN	SH+E+DY	OPEN_TO_CLOSE	3	Y	POSTEN	DY	SCHLUSS	HALTEN · GRAD I · SCHLUSS	YES	HALTEN · GRAD I · SCHLUSS	YES	110	3	HERBAL|BIOLOGICAL|PHARMA	9	2	dshedy|shedy	FULLY_CONTEXT_BOUND	14	3	ATTESTED_SAME_OWNER
SH+E+Y	44	HALTEN · GRAD I · POSTEN	SH+E+OR	SUBSTITUTE_ARGUMENT	3	Y	POSTEN	OR	EINHEIT	HALTEN · GRAD I · EINHEIT	YES	HALTEN · GRAD I · EINHEIT	YES	5	2	BIOLOGICAL|PHARMA	4	1	sheor	FULLY_SELF_CONTAINED	1	0	ATTESTED_SAME_OWNER
SH+E+Y	44	HALTEN · GRAD I · POSTEN	SH+EE+Y	SUBSTITUTE_GRADE	2	E	GRAD I	EE	GRAD II	HALTEN · GRAD II · POSTEN	YES	HALTEN · GRAD II · POSTEN	YES	43	3	BIOLOGICAL|CELESTIAL|PHARMA	12	2	cheey|sheey	FULLY_SELF_CONTAINED	10	5	ATTESTED_SAME_OWNER
SH+E+Y	44	HALTEN · GRAD I · POSTEN	SH+EEE+Y	SUBSTITUTE_GRADE	2	E	GRAD I	EEE	GRAD III	HALTEN · GRAD III · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
SH+E+Y	44	HALTEN · GRAD I · POSTEN	SH+Y	DELETE_GRADE	2	E	GRAD I	NONE	NONE	HALTEN · POSTEN	YES	HALTEN · POSTEN	YES	1	1	BIOLOGICAL	1	1	shchey	FULLY_SELF_CONTAINED	1	0	ATTESTED_SAME_OWNER
SH+E+Y	44	HALTEN · GRAD I · POSTEN	T+E+Y	SUBSTITUTE_ACTION	1	SH	HALTEN	T	EINSTELLEN	EINSTELLEN · GRAD I · POSTEN	YES	EINSTELLEN · GRAD I · POSTEN	YES	4	2	BIOLOGICAL|CELESTIAL	2	2	tey|ytey	FULLY_SELF_CONTAINED	2	0	ATTESTED_SAME_OWNER
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	CH+CH+E+Y	SUBSTITUTE_ACTION	2	K	GEBEN	CH	NEHMEN	NEHMEN · NEHMEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	CH+CHD+E+Y	SUBSTITUTE_ACTION	2	K	GEBEN	CHD	BEARBEITEN	NEHMEN · BEARBEITEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	CH+K+E+AIIN	SUBSTITUTE_ARGUMENT	4	Y	POSTEN	AIIN	WERT	NEHMEN · GEBEN · GRAD I · WERT	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	CH+K+E+AIN	SUBSTITUTE_ARGUMENT	4	Y	POSTEN	AIN	ANTEIL	NEHMEN · GEBEN · GRAD I · ANTEIL	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	CH+K+E+DY	OPEN_TO_CLOSE	4	Y	POSTEN	DY	SCHLUSS	NEHMEN · GEBEN · GRAD I · SCHLUSS	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	CH+K+E+OR	SUBSTITUTE_ARGUMENT	4	Y	POSTEN	OR	EINHEIT	NEHMEN · GEBEN · GRAD I · EINHEIT	YES	NEHMEN · GEBEN · GRAD I · EINHEIT	YES	1	1	PHARMA	1	1	chkeor	FULLY_SELF_CONTAINED	0	0	ATTESTED_LOCAL
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	CH+K+EE+Y	SUBSTITUTE_GRADE	3	E	GRAD I	EE	GRAD II	NEHMEN · GEBEN · GRAD II · POSTEN	YES	NEHMEN · GEBEN · GRAD II · POSTEN	YES	6	2	HERBAL|BIOLOGICAL	6	2	cheeky|chkeey	FULLY_SELF_CONTAINED	4	2	ATTESTED_SAME_OWNER
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	CH+K+EEE+Y	SUBSTITUTE_GRADE	3	E	GRAD I	EEE	GRAD III	NEHMEN · GEBEN · GRAD III · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	CH+K+Y	DELETE_GRADE	3	E	GRAD I	NONE	NONE	NEHMEN · GEBEN · POSTEN	YES	NEHMEN · GEBEN · POSTEN	YES	29	4	HERBAL|BIOLOGICAL|CELESTIAL|PHARMA	14	5	chchky|chckhy|chky|ckhy|qckhsy	FULLY_SELF_CONTAINED	5	0	ATTESTED_SAME_OWNER
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	CH+OK+E+Y	SUBSTITUTE_ACTION	2	K	GEBEN	OK	SETZEN	NEHMEN · SETZEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	CH+P+E+Y	SUBSTITUTE_ACTION	2	K	GEBEN	P	EINSETZEN	NEHMEN · EINSETZEN · GRAD I · POSTEN	YES	NEHMEN · EINSETZEN · GRAD I · POSTEN	YES	3	3	SOURCE_SECTION_T|BIOLOGICAL|PHARMA	3	2	cphey|qocphey	FULLY_SELF_CONTAINED	1	1	ATTESTED_SAME_OWNER
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	CH+R+E+Y	SUBSTITUTE_ACTION	2	K	GEBEN	R	MARKIEREN	NEHMEN · MARKIEREN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	CH+S+E+Y	SUBSTITUTE_ACTION	2	K	GEBEN	S	WÄHLEN	NEHMEN · WÄHLEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	CH+SH+E+Y	SUBSTITUTE_ACTION	2	K	GEBEN	SH	HALTEN	NEHMEN · HALTEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	CH+T+E+Y	SUBSTITUTE_ACTION	2	K	GEBEN	T	EINSTELLEN	NEHMEN · EINSTELLEN · GRAD I · POSTEN	YES	NEHMEN · EINSTELLEN · GRAD I · POSTEN	YES	6	5	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|CELESTIAL|PHARMA	6	3	cthey|qctheed|qcthey	FULLY_SELF_CONTAINED	2	2	ATTESTED_SAME_OWNER
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	CHD+K+E+Y	SUBSTITUTE_ACTION	1	CH	NEHMEN	CHD	BEARBEITEN	BEARBEITEN · GEBEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	K+K+E+Y	SUBSTITUTE_ACTION	1	CH	NEHMEN	K	GEBEN	GEBEN · GEBEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	OK+K+E+Y	SUBSTITUTE_ACTION	1	CH	NEHMEN	OK	SETZEN	SETZEN · GEBEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	P+K+E+Y	SUBSTITUTE_ACTION	1	CH	NEHMEN	P	EINSETZEN	EINSETZEN · GEBEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	R+K+E+Y	SUBSTITUTE_ACTION	1	CH	NEHMEN	R	MARKIEREN	MARKIEREN · GEBEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
