anchor_recipe	anchor_reading_de	neighbor_recipe	neighbor_reading_de	edit_kind	edit_position	old_atom	old_value_de	new_atom	new_value_de	neighbor_event_count	neighbor_register_count	neighbor_registers	neighbor_page_count	neighbor_surface_count	neighbor_surfaces	neighbor_context_mode	shared_page_owner_count	shared_statement_count	role_safe_edit
CHD+Y	BEARBEITEN · POSTEN	O+CHD+Y	AUSFÜHRUNG · BEARBEITEN · POSTEN	INSERT	1	NONE	NONE	O	AUSFÜHRUNG	2	1	HERBAL	2	2	ochdy|ochedy	FULLY_SELF_CONTAINED	1	1	NO
CHD+Y	BEARBEITEN · POSTEN	O+Y	AUSFÜHRUNG · POSTEN	SUBSTITUTE	1	CHD	BEARBEITEN	O	AUSFÜHRUNG	2	2	HERBAL|BIOLOGICAL	2	2	qochy|qoy	FULLY_CONTEXT_BOUND	1	0	NO
CHD+Y	BEARBEITEN · POSTEN	OK+CHD+Y	SETZEN · BEARBEITEN · POSTEN	INSERT	1	NONE	NONE	OK	SETZEN	4	1	BIOLOGICAL	2	1	qokchedy	FULLY_SELF_CONTAINED	2	0	NO
CHD+Y	BEARBEITEN · POSTEN	OK+Y	SETZEN · POSTEN	SUBSTITUTE	1	CHD	BEARBEITEN	OK	SETZEN	59	4	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|PHARMA	18	8	choky|okcheeg|okchey|okchy|okshy|oky|qokchy|qoky	FULLY_SELF_CONTAINED	12	14	YES
CHD+Y	BEARBEITEN · POSTEN	OL+Y	FORTSETZEN · POSTEN	SUBSTITUTE	1	CHD	BEARBEITEN	OL	FORTSETZEN	31	4	HERBAL|BIOLOGICAL|CELESTIAL|PHARMA	11	7	choldy|choly|kolches|olchey|oly|qolchey|qoly	MIXED	13	6	NO
CHD+Y	BEARBEITEN · POSTEN	OR+Y	EINHEIT · POSTEN	SUBSTITUTE	1	CHD	BEARBEITEN	OR	EINHEIT	3	2	BIOLOGICAL|PHARMA	3	3	orchey|ory|sorcheey	FULLY_CONTEXT_BOUND	2	0	NO
CHD+Y	BEARBEITEN · POSTEN	OT+CHD+Y	DANACH · BEARBEITEN · POSTEN	INSERT	1	NONE	NONE	OT	DANACH	1	1	HERBAL	1	1	qotchey	FULLY_SELF_CONTAINED	1	0	NO
CHD+Y	BEARBEITEN · POSTEN	OT+Y	DANACH · POSTEN	SUBSTITUTE	1	CHD	BEARBEITEN	OT	DANACH	33	3	HERBAL|BIOLOGICAL|CELESTIAL	15	4	otchey|oty|qotchy|qoty	FULLY_CONTEXT_BOUND	12	5	NO
CHD+Y	BEARBEITEN · POSTEN	P+CHD+Y	EINSETZEN · BEARBEITEN · POSTEN	INSERT	1	NONE	NONE	P	EINSETZEN	1	1	BIOLOGICAL	1	1	pchdy	FULLY_SELF_CONTAINED	1	1	NO
CHD+Y	BEARBEITEN · POSTEN	P+Y	EINSETZEN · POSTEN	SUBSTITUTE	1	CHD	BEARBEITEN	P	EINSETZEN	1	1	BIOLOGICAL	1	1	pchey	FULLY_SELF_CONTAINED	1	1	YES
CHD+Y	BEARBEITEN · POSTEN	R+CHD+Y	MARKIEREN · BEARBEITEN · POSTEN	INSERT	1	NONE	NONE	R	MARKIEREN	2	1	BIOLOGICAL	2	1	rchedy	FULLY_SELF_CONTAINED	2	0	NO
CHD+Y	BEARBEITEN · POSTEN	R+Y	MARKIEREN · POSTEN	SUBSTITUTE	1	CHD	BEARBEITEN	R	MARKIEREN	2	1	BIOLOGICAL	2	1	ry	FULLY_SELF_CONTAINED	2	1	YES
CHD+Y	BEARBEITEN · POSTEN	SH+Y	HALTEN · POSTEN	SUBSTITUTE	1	CHD	BEARBEITEN	SH	HALTEN	1	1	BIOLOGICAL	1	1	shchey	FULLY_SELF_CONTAINED	1	1	YES
CHD+Y	BEARBEITEN · POSTEN	T+CHD+Y	EINSTELLEN · BEARBEITEN · POSTEN	INSERT	1	NONE	NONE	T	EINSTELLEN	5	2	HERBAL|BIOLOGICAL	3	1	tchedy	FULLY_SELF_CONTAINED	3	0	NO
CHD+Y	BEARBEITEN · POSTEN	T+Y	EINSTELLEN · POSTEN	SUBSTITUTE	1	CHD	BEARBEITEN	T	EINSTELLEN	3	2	HERBAL|BIOLOGICAL	3	3	chety|tchy|tshy	FULLY_SELF_CONTAINED	1	1	YES
CHD+Y	BEARBEITEN · POSTEN	Y	POSTEN	DELETE	1	CHD	BEARBEITEN	NONE	NONE	183	5	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|CELESTIAL|PHARMA	23	7	chey|chy|dy|shy|sshr|sy|y	MIXED	22	25	NO
CHD+Y	BEARBEITEN · POSTEN	Y+CHD+Y	POSTEN · BEARBEITEN · POSTEN	INSERT	1	NONE	NONE	Y	POSTEN	1	1	BIOLOGICAL	1	1	ychedy	FULLY_SELF_CONTAINED	1	0	NO
CHD+Y	BEARBEITEN · POSTEN	Y+Y	POSTEN · POSTEN	SUBSTITUTE	1	CHD	BEARBEITEN	Y	POSTEN	3	2	HERBAL|PHARMA	3	3	ycheeo|ychey|ychy	FULLY_CONTEXT_BOUND	0	0	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	CARRIER_Q+EE+Y	BEGINNMARKER · GRAD II · POSTEN	SUBSTITUTE	1	OK	SETZEN	CARRIER_Q	BEGINNMARKER	1	1	BIOLOGICAL	1	1	qeey	FULLY_CONTEXT_BOUND	1	0	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	D_ADDR+EE+Y	HIER · GRAD II · POSTEN	SUBSTITUTE	1	OK	SETZEN	D_ADDR	HIER	2	2	BIOLOGICAL|PHARMA	2	1	deey	FULLY_CONTEXT_BOUND	2	1	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	HO+EE+Y	KLASSE · GRAD II · POSTEN	SUBSTITUTE	1	OK	SETZEN	HO	KLASSE	1	1	PHARMA	1	1	choeey	FULLY_CONTEXT_BOUND	1	0	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	K+EE+Y	GEBEN · GRAD II · POSTEN	SUBSTITUTE	1	OK	SETZEN	K	GEBEN	9	5	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|CELESTIAL|PHARMA	6	1	keey	FULLY_SELF_CONTAINED	5	4	YES
OK+EE+Y	SETZEN · GRAD II · POSTEN	L+EE+Y	VERBINDUNG · GRAD II · POSTEN	SUBSTITUTE	1	OK	SETZEN	L	VERBINDUNG	2	1	BIOLOGICAL	2	1	lcheey	FULLY_CONTEXT_BOUND	1	1	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	O+EE+Y	AUSFÜHRUNG · GRAD II · POSTEN	SUBSTITUTE	1	OK	SETZEN	O	AUSFÜHRUNG	3	2	CELESTIAL|PHARMA	3	2	qoeeeo|qoeey	FULLY_CONTEXT_BOUND	3	2	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	OK+AL+Y	SETZEN · ZIELORT · POSTEN	SUBSTITUTE	2	EE	GRAD II	AL	ZIELORT	5	2	BIOLOGICAL|CELESTIAL	4	4	chokaly|okaly|qokaldy|qokaly	FULLY_SELF_CONTAINED	3	1	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	OK+A_ADDR+Y	SETZEN · HIER · POSTEN	SUBSTITUTE	2	EE	GRAD II	A_ADDR	HIER	1	1	HERBAL	1	1	okady	FULLY_SELF_CONTAINED	1	0	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	OK+CH+EE+Y	SETZEN · NEHMEN · GRAD II · POSTEN	INSERT	2	NONE	NONE	CH	NEHMEN	1	1	HERBAL	1	1	qokcheey	FULLY_SELF_CONTAINED	1	1	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	OK+CH+Y	SETZEN · NEHMEN · POSTEN	SUBSTITUTE	2	EE	GRAD II	CH	NEHMEN	2	1	HERBAL	2	1	chokchy	FULLY_SELF_CONTAINED	1	1	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	OK+CHD+Y	SETZEN · BEARBEITEN · POSTEN	SUBSTITUTE	2	EE	GRAD II	CHD	BEARBEITEN	4	1	BIOLOGICAL	2	1	qokchedy	FULLY_SELF_CONTAINED	2	0	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	OK+E+Y	SETZEN · GRAD I · POSTEN	SUBSTITUTE	2	EE	GRAD II	E	GRAD I	27	3	BIOLOGICAL|CELESTIAL|PHARMA	8	3	okey|qokechy|qokey	FULLY_SELF_CONTAINED	11	5	YES
OK+EE+Y	SETZEN · GRAD II · POSTEN	OK+EE	SETZEN · GRAD II	DELETE	3	Y	POSTEN	NONE	NONE	1	1	CELESTIAL	1	1	okee	FULLY_CONTEXT_BOUND	1	0	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	OK+EE+AL	SETZEN · GRAD II · ZIELORT	SUBSTITUTE	3	Y	POSTEN	AL	ZIELORT	2	1	BIOLOGICAL	2	2	okeedal|qokeedal	FULLY_CONTEXT_BOUND	2	1	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	SUBSTITUTE	3	Y	POSTEN	DY	SCHLUSS	79	3	HERBAL|BIOLOGICAL|CELESTIAL	9	2	okeedy|qokeedy	MIXED	11	5	YES
OK+EE+Y	SETZEN · GRAD II · POSTEN	OK+EE+D_ADDR	SETZEN · GRAD II · HIER	SUBSTITUTE	3	Y	POSTEN	D_ADDR	HIER	4	1	BIOLOGICAL	3	2	okeed|qokeed	FULLY_CONTEXT_BOUND	4	1	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	OK+EE+O	SETZEN · GRAD II · AUSFÜHRUNG	SUBSTITUTE	3	Y	POSTEN	O	AUSFÜHRUNG	2	2	BIOLOGICAL|CELESTIAL	2	2	okeeo|qokeeo	FULLY_CONTEXT_BOUND	1	0	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	OK+EE+OL	SETZEN · GRAD II · FORTSETZEN	SUBSTITUTE	3	Y	POSTEN	OL	FORTSETZEN	5	3	BIOLOGICAL|CELESTIAL|PHARMA	3	2	okeeol|qokeeol	FULLY_CONTEXT_BOUND	3	1	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	OK+EE+OR	SETZEN · GRAD II · EINHEIT	SUBSTITUTE	3	Y	POSTEN	OR	EINHEIT	1	1	BIOLOGICAL	1	1	okeeor	FULLY_SELF_CONTAINED	1	0	YES
OK+EE+Y	SETZEN · GRAD II · POSTEN	OK+EE+S	SETZEN · GRAD II · WÄHLEN	SUBSTITUTE	3	Y	POSTEN	S	WÄHLEN	4	2	BIOLOGICAL|CELESTIAL	2	2	chokees|okees	FULLY_CONTEXT_BOUND	3	0	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	OK+EE+Y+L	SETZEN · GRAD II · POSTEN · VERBINDUNG	INSERT	4	NONE	NONE	L	VERBINDUNG	1	1	PHARMA	1	1	qokeeyl	FULLY_SELF_CONTAINED	1	1	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	OK+EEE+Y	SETZEN · GRAD III · POSTEN	SUBSTITUTE	2	EE	GRAD II	EEE	GRAD III	5	4	HERBAL|BIOLOGICAL|CELESTIAL|PHARMA	4	2	okeeey|qokeeey	FULLY_SELF_CONTAINED	3	2	YES
OK+EE+Y	SETZEN · GRAD II · POSTEN	OK+O+Y	SETZEN · AUSFÜHRUNG · POSTEN	SUBSTITUTE	2	EE	GRAD II	O	AUSFÜHRUNG	1	1	CELESTIAL	1	1	okochey	FULLY_SELF_CONTAINED	1	1	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	OK+S+Y	SETZEN · WÄHLEN · POSTEN	SUBSTITUTE	2	EE	GRAD II	S	WÄHLEN	1	1	HERBAL	1	1	choksy	FULLY_SELF_CONTAINED	1	1	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	OK+SH+Y	SETZEN · HALTEN · POSTEN	SUBSTITUTE	2	EE	GRAD II	SH	HALTEN	1	1	HERBAL	1	1	qokshy	FULLY_SELF_CONTAINED	1	0	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	OK+Y	SETZEN · POSTEN	DELETE	2	EE	GRAD II	NONE	NONE	59	4	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|PHARMA	18	8	choky|okcheeg|okchey|okchy|okshy|oky|qokchy|qoky	FULLY_SELF_CONTAINED	12	10	YES
OK+EE+Y	SETZEN · GRAD II · POSTEN	OT+EE+Y	DANACH · GRAD II · POSTEN	SUBSTITUTE	1	OK	SETZEN	OT	DANACH	22	3	SOURCE_SECTION_T|BIOLOGICAL|CELESTIAL	8	3	oteey|otoees|qoteey	MIXED	8	4	NO
OK+EE+Y	SETZEN · GRAD II · POSTEN	S+EE+Y	WÄHLEN · GRAD II · POSTEN	SUBSTITUTE	1	OK	SETZEN	S	WÄHLEN	1	1	PHARMA	1	1	seey	FULLY_SELF_CONTAINED	0	0	YES
OK+EE+Y	SETZEN · GRAD II · POSTEN	SH+EE+Y	HALTEN · GRAD II · POSTEN	SUBSTITUTE	1	OK	SETZEN	SH	HALTEN	43	3	BIOLOGICAL|CELESTIAL|PHARMA	12	2	cheey|sheey	FULLY_SELF_CONTAINED	13	4	YES
OK+EE+Y	SETZEN · GRAD II · POSTEN	T+EE+Y	EINSTELLEN · GRAD II · POSTEN	SUBSTITUTE	1	OK	SETZEN	T	EINSTELLEN	1	1	CELESTIAL	1	1	teey	FULLY_SELF_CONTAINED	0	0	YES
OK+AIIN	SETZEN · WERT	AIIN	WERT	DELETE	1	OK	SETZEN	NONE	NONE	155	5	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|CELESTIAL|PHARMA	20	2	aiin|daiin	MIXED	14	15	NO
OK+AIIN	SETZEN · WERT	AL+AIIN	ZIELORT · WERT	SUBSTITUTE	1	OK	SETZEN	AL	ZIELORT	6	3	BIOLOGICAL|CELESTIAL|PHARMA	4	4	alaiin|chalaiin|dalaiin|daldaiin	FULLY_CONTEXT_BOUND	2	1	NO
OK+AIIN	SETZEN · WERT	AR+AIIN	AUSGANG · WERT	SUBSTITUTE	1	OK	SETZEN	AR	AUSGANG	1	1	BIOLOGICAL	1	1	araiin	FULLY_CONTEXT_BOUND	1	0	NO
OK+AIIN	SETZEN · WERT	CH+AIIN	NEHMEN · WERT	SUBSTITUTE	1	OK	SETZEN	CH	NEHMEN	5	2	HERBAL|PHARMA	4	2	chaiin|chtaii	FULLY_SELF_CONTAINED	1	1	YES
OK+AIIN	SETZEN · WERT	CHD+AIIN	BEARBEITEN · WERT	SUBSTITUTE	1	OK	SETZEN	CHD	BEARBEITEN	8	3	HERBAL|BIOLOGICAL|CELESTIAL	5	1	chedaiin	FULLY_SELF_CONTAINED	3	1	YES
OK+AIIN	SETZEN · WERT	K+AIIN	GEBEN · WERT	SUBSTITUTE	1	OK	SETZEN	K	GEBEN	6	3	SOURCE_SECTION_T|BIOLOGICAL|CELESTIAL	4	1	kaiin	FULLY_SELF_CONTAINED	1	1	YES
OK+AIIN	SETZEN · WERT	K+OK+AIIN	GEBEN · SETZEN · WERT	INSERT	1	NONE	NONE	K	GEBEN	1	1	SOURCE_SECTION_T	1	1	kokaiin	FULLY_SELF_CONTAINED	0	0	NO
OK+AIIN	SETZEN · WERT	L+AIIN	VERBINDUNG · WERT	SUBSTITUTE	1	OK	SETZEN	L	VERBINDUNG	6	1	BIOLOGICAL	3	4	chldaiin|laiin|ldaiin|llaiir	FULLY_CONTEXT_BOUND	5	1	NO
OK+AIIN	SETZEN · WERT	O+AIIN	AUSFÜHRUNG · WERT	SUBSTITUTE	1	OK	SETZEN	O	AUSFÜHRUNG	2	2	HERBAL|CELESTIAL	2	1	oaiin	FULLY_CONTEXT_BOUND	1	1	NO
OK+AIIN	SETZEN · WERT	OK	SETZEN	DELETE	2	AIIN	WERT	NONE	NONE	5	3	SOURCE_SECTION_T|HERBAL|BIOLOGICAL	4	2	chok|ok	FULLY_CONTEXT_BOUND	3	1	NO
OK+AIIN	SETZEN · WERT	OK+AIN	SETZEN · ANTEIL	SUBSTITUTE	2	AIIN	WERT	AIN	ANTEIL	63	4	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|PHARMA	12	2	okain|qokain	FULLY_SELF_CONTAINED	10	10	YES
OK+AIIN	SETZEN · WERT	OK+AIR	SETZEN · BAHN	SUBSTITUTE	2	AIIN	WERT	AIR	BAHN	4	2	BIOLOGICAL|PHARMA	4	2	okair|qokair	FULLY_CONTEXT_BOUND	2	0	NO
OK+AIIN	SETZEN · WERT	OK+AL	SETZEN · ZIELORT	SUBSTITUTE	2	AIIN	WERT	AL	ZIELORT	47	4	HERBAL|BIOLOGICAL|CELESTIAL|PHARMA	14	5	chokal|chykald|okal|okedal|qokal	FULLY_CONTEXT_BOUND	14	7	NO
OK+AIIN	SETZEN · WERT	OK+AM_ADDR	SETZEN · HIER	SUBSTITUTE	2	AIIN	WERT	AM_ADDR	HIER	3	3	HERBAL|BIOLOGICAL|CELESTIAL	3	2	okam|qokam	FULLY_CONTEXT_BOUND	2	1	NO
OK+AIIN	SETZEN · WERT	OK+AN	SETZEN · KLASSE	SUBSTITUTE	2	AIIN	WERT	AN	KLASSE	4	3	SOURCE_SECTION_T|HERBAL|BIOLOGICAL	3	2	okan|qokan	FULLY_CONTEXT_BOUND	3	1	NO
OK+AIIN	SETZEN · WERT	OK+AR	SETZEN · AUSGANG	SUBSTITUTE	2	AIIN	WERT	AR	AUSGANG	39	4	HERBAL|BIOLOGICAL|CELESTIAL|PHARMA	12	3	chokar|okar|qokar	FULLY_CONTEXT_BOUND	11	5	NO
OK+AIIN	SETZEN · WERT	OK+CH	SETZEN · NEHMEN	SUBSTITUTE	2	AIIN	WERT	CH	NEHMEN	1	1	HERBAL	1	1	qokch	FULLY_CONTEXT_BOUND	1	0	NO
OK+AIIN	SETZEN · WERT	OK+CHD	SETZEN · BEARBEITEN	SUBSTITUTE	2	AIIN	WERT	CHD	BEARBEITEN	1	1	HERBAL	1	1	okchd	FULLY_CONTEXT_BOUND	1	1	NO
OK+AIIN	SETZEN · WERT	OK+EE	SETZEN · GRAD II	SUBSTITUTE	2	AIIN	WERT	EE	GRAD II	1	1	CELESTIAL	1	1	okee	FULLY_CONTEXT_BOUND	0	0	NO
OK+AIIN	SETZEN · WERT	OK+O	SETZEN · AUSFÜHRUNG	SUBSTITUTE	2	AIIN	WERT	O	AUSFÜHRUNG	1	1	HERBAL	1	1	qoko	FULLY_CONTEXT_BOUND	1	0	NO
OK+AIIN	SETZEN · WERT	OK+O+AIIN	SETZEN · AUSFÜHRUNG · WERT	INSERT	2	NONE	NONE	O	AUSFÜHRUNG	1	1	CELESTIAL	1	1	qokoaiin	FULLY_SELF_CONTAINED	0	0	NO
OK+AIIN	SETZEN · WERT	OK+OL	SETZEN · FORTSETZEN	SUBSTITUTE	2	AIIN	WERT	OL	FORTSETZEN	27	5	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|CELESTIAL|PHARMA	15	6	chokchol|chokol|okchol|okol|qokchol|qokol	MIXED	6	2	NO
OK+AIIN	SETZEN · WERT	OK+OR	SETZEN · EINHEIT	SUBSTITUTE	2	AIIN	WERT	OR	EINHEIT	9	4	HERBAL|BIOLOGICAL|CELESTIAL|PHARMA	6	5	cheokeor|chokor|chokshor|okor|qokor	FULLY_SELF_CONTAINED	4	1	YES
OK+AIIN	SETZEN · WERT	OK+SH	SETZEN · HALTEN	SUBSTITUTE	2	AIIN	WERT	SH	HALTEN	1	1	HERBAL	1	1	qoksh	FULLY_CONTEXT_BOUND	1	0	NO
OK+AIIN	SETZEN · WERT	OK+Y	SETZEN · POSTEN	SUBSTITUTE	2	AIIN	WERT	Y	POSTEN	59	4	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|PHARMA	18	8	choky|okcheeg|okchey|okchy|okshy|oky|qokchy|qoky	FULLY_SELF_CONTAINED	12	4	YES
OK+AIIN	SETZEN · WERT	OL+AIIN	FORTSETZEN · WERT	SUBSTITUTE	1	OK	SETZEN	OL	FORTSETZEN	13	4	HERBAL|BIOLOGICAL|CELESTIAL|PHARMA	9	3	doldaiin|olaiin|qolaiin	FULLY_CONTEXT_BOUND	8	2	NO
OK+AIIN	SETZEN · WERT	OR+AIIN	EINHEIT · WERT	SUBSTITUTE	1	OK	SETZEN	OR	EINHEIT	3	3	HERBAL|CELESTIAL|PHARMA	3	1	oraiin	FULLY_CONTEXT_BOUND	1	1	NO
OK+AIIN	SETZEN · WERT	OT+AIIN	DANACH · WERT	SUBSTITUTE	1	OK	SETZEN	OT	DANACH	20	3	HERBAL|BIOLOGICAL|CELESTIAL	6	3	chotaiin|otaiin|qotaiin	FULLY_CONTEXT_BOUND	7	6	NO
OK+AIIN	SETZEN · WERT	R+AIIN	MARKIEREN · WERT	SUBSTITUTE	1	OK	SETZEN	R	MARKIEREN	8	2	HERBAL|BIOLOGICAL	4	1	raiin	FULLY_SELF_CONTAINED	4	2	YES
OK+AIIN	SETZEN · WERT	S+AIIN	WÄHLEN · WERT	SUBSTITUTE	1	OK	SETZEN	S	WÄHLEN	21	3	BIOLOGICAL|CELESTIAL|PHARMA	10	2	saii|saiin	FULLY_SELF_CONTAINED	9	3	YES
