component_recipe	intake_tier	ordered_literal_reading_de	fluent_transition_signature_sha256	dual_channel_signature_sha256	gdt439_collision_group_id	dual_collision_group_id	dual_channel_status
AIR+OL+Y	T4_NARROW_APPENDIX	BAHN · FORTSETZEN · POSTEN	03ebc5a667cb71e916ff0e93c389aa651bf47a9e9b8cfc1f97e90ff8c4b81e7e	c01a785057a1ec782b7e238998125d2325d7a71aefe460ce0335b84abe8b2d18	NONE	NONE	DUAL_CHANNEL_UNIQUE
AIR+OR	T4_NARROW_APPENDIX	BAHN · EINHEIT	3f78bdf51771e8e08252134469b67f2f0b737d5c43cf4996b22d6f08183ab72a	4fed93cb5bbcc585f2c4dfd610ba2a5007fa5be60e0dfbb945bedfab88ec91ed	NONE	NONE	DUAL_CHANNEL_UNIQUE
AIR+SH+E+DY	T4_NARROW_APPENDIX	BAHN · HALTEN · GRAD I · SCHLUSS	83f83c1b7a0304c6203483139fd531686a3953009643f5406b779acfe4c71b4c	2b9734e999623eeb41a3b59e502f20b2ebd7364262d22dd9c3f4c39586012d81	NONE	NONE	DUAL_CHANNEL_UNIQUE
AIR+Y	T2_FUTURE_STRONG	BAHN · POSTEN	446409d75f97e4ae58c4fd7b0da34808ee803ee4e2e11b6f9ec0baf55ce6978a	715fd603a6c3cc18e450962d528303fdec9e4c454db6eed02bd49799f3d28dbd	NONE	NONE	DUAL_CHANNEL_UNIQUE
AIR+Y+DY	T0_EXACT_OBSERVED	BAHN · POSTEN · SCHLUSS	0bc4f47498cdb577a4730c730860cea926890287b5ae158106e135e1d26af11b	304669eb7e818fea9ee2be04e1ad0a8d79cbf14e1fb9e06b18dc230c8cd9003e	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL	T0_EXACT_OBSERVED	ZIELORT	13c0a82b38e63a26378a83e91bd546fa8c242b00f31f4d7b3be02c03d5a5178f	64b1b539fd1ba32100b5f4a53d1cb449eeee12c3c528dfde8d2833243fe4d69f	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+AIIN	T0_EXACT_OBSERVED	ZIELORT · WERT	4d5a5026ae3f49aa121c5f347257b1bed3f05b06d4f69e369e9b584391c6a8a5	5f8adcb863f328d84cc10d9f16ed0c3b259f02ee84da18813f6045faa984ce7a	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+AIIN+LOCAL_CHAR_I	T0_EXACT_OBSERVED	ZIELORT · WERT · VARIANTE	7a6832e8d333b67d984ae1f60a885d7c1aac4787a6662d9f6556afabdc32d030	54c523ccabbe73ee36879e9fdcf892c2de0cecac6845bc41ee1ecb799db0e361	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+AIN	T1_FUTURE_HIGH	ZIELORT · ANTEIL	861f518c40bac5a536d3668d66bb1644cc6742f3eea0aba7ac0d3d7191f9a7a4	085953f70858313c7127c4aa4b9fdd2cb9fae1cad2efa7c56365e2e3b43b5068	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+AL	T0_EXACT_OBSERVED	ZIELORT · ZIELORT	9749b92d29b44a22d348c878bb656195b54d2f3fcb5eb1720c05548c4dace65e	b147dd7a7f9c61f2d246569c5a300bff347835faf28d4db839011419356ed01c	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+AR	T4_NARROW_APPENDIX	ZIELORT · AUSGANG	f463eb94deee67a30b6124e66bce879002f5c21a1a662a78aaaba3d28bd95699	d42b76c4deb05d1963fdee006c75c55bb1fcfe46451f337b043d29addd79844c	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+CH	T4_NARROW_APPENDIX	ZIELORT · NEHMEN	10020e0a91efc20eed82f40ee60bb78de0740a61c1f8e6158ae17050074d4d3e	8da68b95b137e2df83711c3af22ee8da1e18910300749f12a44168dbcd87f3f3	COLLISION0013	NONE	DUAL_CHANNEL_UNIQUE
AL+CH+Y	T4_NARROW_APPENDIX	ZIELORT · NEHMEN · POSTEN	c0dc9a4024b162f621baa945920fa7f74a9897b0425fd35ec6adf6c1413f03e7	948ef24680881d3f5911d970971e4911db26364f15b85fa6d8d47214224d5bdb	COLLISION0014	NONE	DUAL_CHANNEL_UNIQUE
AL+CHD	T0_EXACT_OBSERVED	ZIELORT · BEARBEITEN	ee2c718bba449028edd3fe7923375f1d950fa481b3fab7ce1824d5385880b6bf	b085d6db11185ae4417921af1e9ce2437e4c305645d8e90d03c1f40a6b5f1aff	COLLISION0015	NONE	DUAL_CHANNEL_UNIQUE
AL+CHD+DY	T0_EXACT_OBSERVED	ZIELORT · BEARBEITEN · SCHLUSS	2820adab73d2a2aaf1d257956844b111f59112ab9926f55514a44c4587b11731	ee9ace0104013660745b31af5c6f058be80978b22b455655dbccc60699aca504	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+CHD+Y	T4_NARROW_APPENDIX	ZIELORT · BEARBEITEN · POSTEN	8b90952f9a6b74d2103ae92291bbf1e4956ad8467229bd6b3a9e67ad72c57958	31a08932ae69a1872d3c494788abfa88fc735bd9793ff4fcd8efef6b297911d8	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+DY	T0_EXACT_OBSERVED	ZIELORT · SCHLUSS	139f046489361c65c2e758b3bed432cf3a535e4aa42377105f95f61a7050a47c	224e4708e226498263d507f6b6d01fb1585dea1472bd530d623da24d5cd5d63f	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+D_ADDR+AIIN	T0_EXACT_OBSERVED	ZIELORT · HIER · WERT	547b9f854d6823551adc3e92773b1882fbd6b363c139d6118143e2e21c94007a	547ac47d7e7d9dda17091b8d36eb9383288157dd46a211918616492e38ac22c1	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+D_ADDR+AIN	T4_NARROW_APPENDIX	ZIELORT · HIER · ANTEIL	2720d296e331aac6c0cfc3e198cc827c3771f9b30cd08cceaffb3a57fbab0274	4c673c5efb5a810aab8a945a3c7e62e9d18c09c1df618ea08909d257b9b537c9	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+D_ADDR+OR	T4_NARROW_APPENDIX	ZIELORT · HIER · EINHEIT	9cd2938062d6ecc56d188db6c85a060bd0f105f43ad1a021fe408e2933a63fb4	dbcc28858a83b70514e10afce94d163fb7c3124d3543622aabc4769287cf3760	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+D_ADDR+Y	T0_EXACT_OBSERVED	ZIELORT · HIER · POSTEN	768fc1d940cc0169c8bf9b8847f68f3c78825e0487505a9e5806c4161c7a06c7	93501e1a4c61d6674f9bc9125917ab36f89c411093fdabb42aef690ed7c56dd1	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+K+AIIN	T4_NARROW_APPENDIX	ZIELORT · GEBEN · WERT	4953d5d79b418109c1338aa571ce3c90b5879ee25846690f0968d42f117f03d4	f7e3fe947572c965e879daf0df0e501db514c22143e5c08ea1607464b4ee59d4	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+K+AIN	T0_EXACT_OBSERVED	ZIELORT · GEBEN · ANTEIL	9ab4f8c4dbc3f652d29bbc03e2a15d5430b5f7c5a61973590bf8355cb75525b9	21c173391271db8c2887cde4a08824c090ab3afc43c717c6a1b6eaacaba89134	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+K+Y	T4_NARROW_APPENDIX	ZIELORT · GEBEN · POSTEN	b230dff3ed7c88a04dd3e7022e92e92f7797eb33a63fe5ce231d2bf4f609b005	dad85f728e585e5a79e07bcbf5033ea997615500bbf838702944dfed6bbbe7ca	COLLISION0016	NONE	DUAL_CHANNEL_UNIQUE
AL+LOCAL_CHAR_F+SH+E+D_ADDR	T0_EXACT_OBSERVED	ZIELORT · HIER · HALTEN · GRAD I · HIER	24b8097d2dcd66bff2ece7fa794f247b9649854a700a0ee42d3905ee55f3ed80	3f2235df1f0e6d1adee3e4c9709fa2fe326083b3795df470aea163cbf50aa1f8	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+O	T0_EXACT_OBSERVED	ZIELORT · AUSFÜHRUNG	ef2639068a7cfb165f8a4c7b6d332c98c74d642b3b1dfe50c17ab0ef7df0cb8e	6f4cfddb0202ad73ce7428bf015f7c5f629e4a669fcce41db350db12bdcf7f40	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+O+Y	T0_EXACT_OBSERVED	ZIELORT · AUSFÜHRUNG · POSTEN	3eecc310b1b753c1d6cf5330c593f9ab4fa4312a52036d8bfc97049731c8c13a	f7e7fcd410a0287e45f6b77eeaf587fa3410cee6710e81019050ced9c204d0cb	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+OL	T0_EXACT_OBSERVED	ZIELORT · FORTSETZEN	c838e367662d3aa65e58eedd863fda46f7e9e0d2fcd83acd06174b9ed0ab476c	2dfff689af70dff9779430f6b30b7cf939c00044a0d0b2348a38a731168c1ae4	COLLISION0017	NONE	DUAL_CHANNEL_UNIQUE
AL+OL+Y	T4_NARROW_APPENDIX	ZIELORT · FORTSETZEN · POSTEN	0e914e6144d87510accb891db9060f67e1f4f56f5cf15ab21f3393bcfced3c8e	c89af2e1916311439e81c5508f441464ea5fd1f41fc958904b778178fbd3c259	COLLISION0018	NONE	DUAL_CHANNEL_UNIQUE
AL+OR	T0_EXACT_OBSERVED	ZIELORT · EINHEIT	0bed4c6049ebc4499bce71e93a9465033a22aaa4b05867cb423c11f6cfabcdf6	4f770fdac7215acc39c6327e7f8b29383b9765eeb2490bd13cdc1dd0489f0a11	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+R+OR	T0_EXACT_OBSERVED	ZIELORT · MARKIEREN · EINHEIT	cb3f95f17845a65bbacb448a09a637296d2b7f0cfad76bca7edac55fee7b9bb2	4b355c16ffade2b2d6a8b48c8b31040dda065e115958270eab000a7dbcd9ec48	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+S	T0_EXACT_OBSERVED	ZIELORT · WÄHLEN	3e49c1a33512beb770fbb0ed70edc57214925fd99f93a3f611eff78bd7be729c	dee3ad2019557a947abe37876bbfe80b2d7ddb4a9762ea0669b2abebfc1dd2ef	COLLISION0019	NONE	DUAL_CHANNEL_UNIQUE
AL+S+Y	T0_EXACT_OBSERVED	ZIELORT · WÄHLEN · POSTEN	6942385bd7418ec21027c5c9a8ebc65dbc6cef1c40efab9158bacfab0254e8cd	ea13ff62f4baf60c50b58b9ad414753e9913e2b9431dec19cec791848f56e5d5	COLLISION0020	NONE	DUAL_CHANNEL_UNIQUE
AL+SH	T4_NARROW_APPENDIX	ZIELORT · HALTEN	70e2f908e4f1a6a694de47db636b0902f103a9cb813be01be778d65241194f02	616e90f5aa16166ccd3a5d08da6175c5baa6c03312aa77353c7c17d50b51f909	COLLISION0021	NONE	DUAL_CHANNEL_UNIQUE
AL+SH+E+DY	T0_EXACT_OBSERVED	ZIELORT · HALTEN · GRAD I · SCHLUSS	12b4e7df5ea8e3a8fff42490863f1b5811296977ad45f3ef469bb66f0cc45cee	1dc1928ceaac08d394ef304351e7855a4183f2ba9f8cca13cbb2b48e9e5cc6c1	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+SH+Y	T0_EXACT_OBSERVED	ZIELORT · HALTEN · POSTEN	26b7ee0d912c17ebebf619bed2c6e2faa1a91e2d019cba34d3efbf1fbe0f41ce	40f21ee8cad1bcd5283376ad15d47b1fb015381e660c6f498481325d492d343d	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+T+E+D_ADDR+Y	T0_EXACT_OBSERVED	ZIELORT · EINSTELLEN · GRAD I · HIER · POSTEN	7f0d4d6ca01b85c3eb9f15252644b73356d5d16838c4efc833212de7e5beeee3	424301cf1d48dacea5154b9e5bca57828d4da71e7715ea2fcb471744dfb82c3a	NONE	NONE	DUAL_CHANNEL_UNIQUE
AL+Y	T0_EXACT_OBSERVED	ZIELORT · POSTEN	cbaae74c0d90146671bad51fc1bb88651d21d8e427f20473f2a3068186bc8a6a	29b4c52b6ea520fead392a6d8cff4d3ec54480babc8856643ff8af8684879e48	NONE	NONE	DUAL_CHANNEL_UNIQUE
AM_ADDR	T0_EXACT_OBSERVED	HIER	b61e28f10031d52bee2d3d1dd7baa10fbaf4a6bcd7d276085cddf85b989d4047	0a11395ad863806a80dc92750c35abad2b080b5fd5c90a59c4f92500e1c90139	COLLISION0002	DUALCOLLISION001	CO_VALUED_LOCAL_CHANNEL
AM_ADDR+Y	T0_EXACT_OBSERVED	HIER · POSTEN	5aa73c5edff9bd4a90b9a7f52a9f63494116fce578674baf8d17a204af032b9d	77515426c12d8a56c5c58d9ce713458849dc1fddcc26339efbaf5bf34ef66ea7	COLLISION0003	DUALCOLLISION002	CO_VALUED_LOCAL_CHANNEL
AR	T0_EXACT_OBSERVED	AUSGANG	509796034cee66dc048d690b6574ad920a0fa76525383154bc4e53dda366f32f	45edcaaea8d965eafd50c69cbab483145ba5180d30e00c3751677206aff35232	NONE	NONE	DUAL_CHANNEL_UNIQUE
AR+AIIN	T0_EXACT_OBSERVED	AUSGANG · WERT	4735c376a6a01905a907f4d93e0c625532c4105d73a039288c385e33a6cc6e43	70b19c0a1be7e3d1c52444713ce1ff711bafe9a2727ec8619430ce0bf1a27ec7	NONE	NONE	DUAL_CHANNEL_UNIQUE
AR+AIN	T2_FUTURE_STRONG	AUSGANG · ANTEIL	c1247533996b01369bd38668a418c93903e645e8e0243293fcddb159f734cb88	38b3b0517e26b684727e84deb6f1e83c69297e670319820118032e4081c08b4a	NONE	NONE	DUAL_CHANNEL_UNIQUE
AR+AL	T4_NARROW_APPENDIX	AUSGANG · ZIELORT	6fad2e06bafb99df2114e9da686d772628649a2929a338577cff37f5d22cccba	15a74a571210a451fa96cdd6dc05c3e0d08080a653353a4ff9a2e19d6f018917	NONE	NONE	DUAL_CHANNEL_UNIQUE
AR+CH+EE+OR	T4_NARROW_APPENDIX	AUSGANG · NEHMEN · GRAD II · EINHEIT	003d3d8f9a571c6e37f8340e22ce266513770fd50f65eef3950c36039f1ddbd8	2d32538f684a19a62748a9f18b99f386e5cb1361144ac594fd3bf4462b6e84ac	NONE	NONE	DUAL_CHANNEL_UNIQUE
AR+CH+EE+Y	T0_EXACT_OBSERVED	AUSGANG · NEHMEN · GRAD II · POSTEN	de0cd51c974adc9df189bf802b4200b9102656a9b4dd43a2281a623cec766506	fdc169bce6fd075b154024a5896a5554d9815bad886fbb09179723ff496145f2	NONE	NONE	DUAL_CHANNEL_UNIQUE
AR+CH+Y+T+AIIN	T0_EXACT_OBSERVED	AUSGANG · NEHMEN · POSTEN · EINSTELLEN · WERT	191520bc705850bda93adf952e511d20660c2f2c0b960ac28af2dba211c7eec8	b4d2cdfe3996f88699d924d1cb7850b32155d2d21209c999ef4253eb6cdeab18	NONE	NONE	DUAL_CHANNEL_UNIQUE
AR+CHD	T4_NARROW_APPENDIX	AUSGANG · BEARBEITEN	c54978fd19d0fe8126fd8aecebf5e848b4a5d6caab71d06ab26b26d7a39e1730	da7717976e22e08efd8c7dd9109a235de543f38c74686e0a843b2b4576b1a383	COLLISION0022	NONE	DUAL_CHANNEL_UNIQUE
AR+CHD+DY	T4_NARROW_APPENDIX	AUSGANG · BEARBEITEN · SCHLUSS	01037a2e61bb9a7b24bba8d0d11ab92c136dada813e8053fc462f40b3c4af5a9	661e1a2ab83be2a3df443c5f3cf9f27e691bdf82e228837d79491f8f340972c7	NONE	NONE	DUAL_CHANNEL_UNIQUE
AR+DY	T4_NARROW_APPENDIX	AUSGANG · SCHLUSS	ddc08892bab342f17edb86f61e95d9bfd3afcb627456046b365dd6d52ef6f97d	f136b0af35ad85c7dc57053e8ddbc5b4172c46dcd4f552f4db27f36b429699ac	NONE	NONE	DUAL_CHANNEL_UNIQUE
AR+K+AIN	T4_NARROW_APPENDIX	AUSGANG · GEBEN · ANTEIL	5a6c072d1f442169064f0fd19c5843dfe6ac2bb49f3eb3d681baaaa653529db3	3a4c78dbc817e74d3f495f6e092d031c7cbf43bdc37f372c0d69247e9691d719	NONE	NONE	DUAL_CHANNEL_UNIQUE
AR+O	T4_NARROW_APPENDIX	AUSGANG · AUSFÜHRUNG	9cad27969a8ec1335132098f5f9033f088607579ef525271ec88b25702d73a7b	18e31d238ecfe025ec851c49fe7c1a8c08b16bba03d807504d1c237eeca891c9	COLLISION0023	NONE	DUAL_CHANNEL_UNIQUE
AR+OL	T0_EXACT_OBSERVED	AUSGANG · FORTSETZEN	a7366c137ad2d7c7f0334eea740affd3bce227c41fe9eefceaa52d2f41f5c0e4	b7c1ab6370dc8f1334e84d45003fd91681e32ad40aa5fa3e301b3cced2545dcf	COLLISION0024	NONE	DUAL_CHANNEL_UNIQUE
AR+OL+Y	T0_EXACT_OBSERVED	AUSGANG · FORTSETZEN · POSTEN	3076df878e3c037ae191d3af20c66e6dde6ae8adf360c1cb2cc8aa26392d7157	44c4254c6cd2ee82d549e9abd71cc03f8ae165ffca065c963a25d8ed632d2cfa	COLLISION0025	NONE	DUAL_CHANNEL_UNIQUE
AR+OR	T1_FUTURE_HIGH	AUSGANG · EINHEIT	325ed12cef2a49c71f861ec25dee24ebedc4a9fdfc7e5f69bcde270078f1ade6	87416da0afe5f5f140748e49b446da70ef75627510038f820535cf62598e0048	NONE	NONE	DUAL_CHANNEL_UNIQUE
AR+S+A_ADDR	T0_EXACT_OBSERVED	AUSGANG · WÄHLEN · HIER	b7af88be6176ab9530cc2208b055f353e50f9e08d7040a5cf0862811a93b595f	33c3b6081881f6e895caf4ad8c4108bb8fa335ed481149a2c600e4e1dc54b8c3	NONE	NONE	DUAL_CHANNEL_UNIQUE
AR+SH+E+DY	T4_NARROW_APPENDIX	AUSGANG · HALTEN · GRAD I · SCHLUSS	eba9f709d6107d524ef2d9bb09f397599c5d28446a75bf7d05d2f3a17cff09c0	e55cfbe01e428f8aafffde34930906f06851af192d9f69698bcdd01fc7b84f5a	NONE	NONE	DUAL_CHANNEL_UNIQUE
AR+Y	T0_EXACT_OBSERVED	AUSGANG · POSTEN	cedde4dca5fdd47cf78f86dbcd45a1dc4ee74057e8449d934bb7ab3ddcb10267	72dd32bd741aeba2665eeaa291d8e21000bb8f0ea9edb00184fa8b04070d7d91	NONE	NONE	DUAL_CHANNEL_UNIQUE
A_ADDR	T0_EXACT_OBSERVED	HIER	b61e28f10031d52bee2d3d1dd7baa10fbaf4a6bcd7d276085cddf85b989d4047	0a11395ad863806a80dc92750c35abad2b080b5fd5c90a59c4f92500e1c90139	COLLISION0002	DUALCOLLISION001	CO_VALUED_LOCAL_CHANNEL
A_ADDR+AL	T0_EXACT_OBSERVED	HIER · ZIELORT	047ca082743782f39af558e7002af8cbbf56a89ab0943ac88c659e86735bcbbd	0f524b6b075f12547b630552f4bacbb2f97cbbd271309d483ad0b0b3eb25931d	COLLISION0026	DUALCOLLISION003	CO_VALUED_LOCAL_CHANNEL
A_ADDR+LOCAL_CHAR_I+M_LOCAL	T0_EXACT_OBSERVED	HIER · VARIANTE · HIER	b8802d94001c48ee55f0021ccb34ddca92718698a8ff489c5812db60ca42c639	c4b30bf827abccab38e1508c75f10dbde28b12e09611c301215bdc80a561dc6d	NONE	NONE	DUAL_CHANNEL_UNIQUE
A_ADDR+S	T0_EXACT_OBSERVED	HIER · WÄHLEN	42fac633f878ca23b90b2805545a060adf737ced205efc1938b3f29eee710f15	3b74a36963df7ebcc12333ef4fb775e56f42a633a382a0a22a5bfbabc5dd1a21	COLLISION0004	NONE	DUAL_CHANNEL_UNIQUE
A_ADDR+S+E	T0_EXACT_OBSERVED	HIER · WÄHLEN · GRAD I	1c426067282e26e8de24c863dbded7b57062d5e22cdd0c87bdcdcd9cc30662b1	924963aa5ebcfc5737a24b017c9a278d75e962b8991291e4ed6daa550824ae50	NONE	NONE	DUAL_CHANNEL_UNIQUE
A_ADDR+SH+Y+T+EE+D_ADDR	T0_EXACT_OBSERVED	HIER · HALTEN · POSTEN · EINSTELLEN · GRAD II · HIER	82e1408555131dfc4e28fa7fad678eb8f9fdf04db6f8719997424adb91d5831b	593e76e6632f7ede4a819fef6f9d92a04c38d4aca817be57798170ff61b25bda	NONE	NONE	DUAL_CHANNEL_UNIQUE
A_ADDR+T+AIIN	T0_EXACT_OBSERVED	HIER · EINSTELLEN · WERT	0dcd481ce8013a2324c2f0532a12d9d9f45730e43b5a0f9679764eaeb9ecc8ec	809efded682f46bcb9dd8c2bb49e5d9847972601197e753de66cb1b2d248c30e	NONE	NONE	DUAL_CHANNEL_UNIQUE
A_ADDR+T+CH+OR	T0_EXACT_OBSERVED	HIER · EINSTELLEN · NEHMEN · EINHEIT	158cc8c904c9b5aa1a2193058f40151bc4c06f2f38d18e17af5baa918628dcb5	de6839d8424f334a57bddab8dbc0a28f9c47290413943d33dae2d28831607768	NONE	NONE	DUAL_CHANNEL_UNIQUE
A_ADDR+T+EE+Y	T0_EXACT_OBSERVED	HIER · EINSTELLEN · GRAD II · POSTEN	cf47d7ad670b5b6c2ca6ed90b9fe3a3d3225744fd560fe950e1b2d0f275b8ddf	467d670547729561bb0f765761635c472a1679a6511ca6e2382d884bac777617	NONE	NONE	DUAL_CHANNEL_UNIQUE
A_ADDR+Y	T0_EXACT_OBSERVED	HIER · POSTEN	5aa73c5edff9bd4a90b9a7f52a9f63494116fce578674baf8d17a204af032b9d	77515426c12d8a56c5c58d9ce713458849dc1fddcc26339efbaf5bf34ef66ea7	COLLISION0003	DUALCOLLISION002	CO_VALUED_LOCAL_CHANNEL
