gdt439_collision_group_id	original_recipe_count	component_recipes	distinct_ordered_literal_count	remaining_dual_collision_subgroup_count	remaining_recipe_count	resolution_status
COLLISION0063	2	E+K+Y|K+E+Y	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0064	2	E+T+Y|T+E+Y	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0065	2	EEE+T+Y|T+EEE+Y	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0066	2	K+AL+OL|OL+K+AL	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0067	2	K+E+SH+Y|K+SH+E+Y	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0068	2	K+O+D_ADDR|K+O+M_LOCAL	1	1	2	REMAINS_CO_VALUED_LOCAL_CHANNELS
COLLISION0069	2	K+O+SH+E+Y|O+E+K+SH+Y	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0070	2	K+OL+CHD+Y|OL+K+CHD+Y	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0071	2	K+Y|Y+K	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0072	2	L+K+Y|Y+K+L	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0073	2	L+OL|OL+L	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0074	2	L+S|S+L	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0075	2	L+SH|SH+L	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0076	2	L+SH+E|SH+E+L	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0077	2	L+T+Y|Y+T+L	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0078	2	O+CH+K+E+Y|O+E+CH+K+Y	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0079	2	O+CH+T+E+OL|O+CH+T+OL+E	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0080	2	O+D_ADDR+AIR|O+LOCAL_CHAR_F+AIR	1	1	2	REMAINS_CO_VALUED_LOCAL_CHANNELS
COLLISION0081	2	O+D_ADDR+S|S+O+M_LOCAL	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0082	2	O+OK+AIN|OK+O+AIN	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0083	2	O+OK+Y|OK+O+Y	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0084	2	O+OR|OR+O	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0085	2	O+SH+OR|SH+O+OR	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0086	2	O+SH+Y|SH+O+Y	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0087	2	OL+P|P+OL	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0088	2	OL+P+CHD+DY|P+OL+CHD+DY	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0089	2	OL+SH+E+Y|SH+E+OL+Y	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0090	2	OL+T+Y|Y+T+OL	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0091	2	OL+Y|Y+OL	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0092	2	OS|RESUME_CARD	1	1	2	REMAINS_CO_VALUED_LOCAL_CHANNELS
COLLISION0093	2	P+CH+Y|Y+P+CH	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0094	2	R+AM_ADDR|R+A_ADDR	1	1	2	REMAINS_CO_VALUED_LOCAL_CHANNELS
COLLISION0095	2	S+OL+SH+E|S+SH+E+OL	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0096	2	SH+CH+K+E+Y|SH+E+CH+K+Y	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0097	2	SH+CH+T+E+Y|SH+E+CH+T+Y	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0098	2	SH+E+K+Y|SH+E+Y+K	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0099	2	SH+E+O+D_ADDR+Y|Y+SH+E+O+D_ADDR	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0100	2	SH+EE+D_ADDR|SH+EE+S_ADDR	1	1	2	REMAINS_CO_VALUED_LOCAL_CHANNELS
COLLISION0101	2	SH+O+D_ADDR+AR+Y|SH+O+Y+LOCAL_CHAR_F+AR	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0102	2	SH+Y+Y|Y+SH+Y	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0103	2	T+AL+Y|Y+T+AL	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
COLLISION0104	2	T+Y|Y+T	2	0	0	FULLY_RESOLVED_BY_ORDERED_MEANING_TRACE
