record	locus	at	word	mode	patient	patient_source	destination	prior_state	prior_cause	written_condition	body_executions	status	after_state	row_status
F83_P3	f83r.20	f83r.20:4	qokedy	PRE	lchedy	f83r.19:11	NONE	UNBOUND_PAIR	NONE	NONE	0	MISSING_PARTICIPANT	UNBOUND_PAIR	recorded
F83_P3	f83r.20	f83r.20:7	qokedy	PRE	lchedy	f83r.19:11	NONE	UNBOUND_PAIR	NONE	NONE	0	MISSING_PARTICIPANT	UNBOUND_PAIR	recorded
F83_P3	f83r.21	f83r.21:2	qokedy	PRE	lchedy	f83r.19:11	NONE	UNBOUND_PAIR	NONE	NONE	0	MISSING_PARTICIPANT	UNBOUND_PAIR	recorded
F83_P3	f83r.21	f83r.21:5	chedy	PRE	lchedy	f83r.19:11	NONE	UNBOUND_PAIR	NONE	NONE	0	BOUND	UNBOUND_PAIR	recorded
F83_P3	f83r.21	f83r.21:8	qokedy	PRE	lchedy	f83r.19:11	NONE	UNBOUND_PAIR	NONE	NONE	0	MISSING_PARTICIPANT	UNBOUND_PAIR	recorded
F83_P3	f83r.22	f83r.22:3	qokeedy	PRE	lchedy	f83r.19:11	NONE	UNBOUND_PAIR	NONE	NONE	0	MISSING_PARTICIPANT	UNBOUND_PAIR	recorded
F83_P3	f83r.22	f83r.22:5	chedy	PRE	lchedy	f83r.19:11	NONE	UNBOUND_PAIR	NONE	NONE	0	BOUND	UNBOUND_PAIR	recorded
F83_P3	f83r.23	f83r.23:5	qokedy	PRE	shedy	f83r.23:4	NONE	UNBOUND_PAIR	NONE	NONE	0	MISSING_PARTICIPANT	UNBOUND_PAIR	recorded
F83_P3	f83r.23	f83r.23:9	chedy	PRE	shedy	f83r.23:4	NONE	UNBOUND_PAIR	NONE	NONE	0	BOUND	UNBOUND_PAIR	recorded
F83_P4	f83r.25	f83r.25:1	qokeedy	PRE	NONE	NONE	NONE	UNBOUND_PAIR	NONE	NONE	0	MISSING_PARTICIPANT	UNBOUND_PAIR	recorded
F83_P4	f83r.25	f83r.25:3	qokeey	PRE	NONE	NONE	NONE	UNBOUND_PAIR	NONE	NONE	0	MISSING_PARTICIPANT	UNBOUND_PAIR	recorded
F83_P4	f83r.25	f83r.25:4	qokedy	PRE	NONE	NONE	NONE	UNBOUND_PAIR	NONE	NONE	0	MISSING_PARTICIPANT	UNBOUND_PAIR	recorded
F83_P4	f83r.25	f83r.25:5	chedy	PRE	NONE	NONE	NONE	UNBOUND_PAIR	NONE	NONE	0	MISSING_MATERIAL	UNBOUND_PAIR	recorded
F83_P4	f83r.26	f83r.26:2	qokeey	PRE	NONE	NONE	NONE	UNBOUND_PAIR	NONE	NONE	0	MISSING_PARTICIPANT	UNBOUND_PAIR	recorded
F83_P4	f83r.27	f83r.27:2	chedy	PRE	shedy	f83r.26:5	NONE	UNBOUND_PAIR	NONE	NONE	0	BOUND	UNBOUND_PAIR	recorded
F83_P4	f83r.27	f83r.27:3	qokeedy	PRE	shedy	f83r.26:5	NONE	UNBOUND_PAIR	NONE	NONE	0	MISSING_PARTICIPANT	UNBOUND_PAIR	recorded
F83_P4	f83r.28	f83r.28:4	qokedy	PRE	shedy	f83r.26:5	NONE	UNBOUND_PAIR	NONE	NONE	0	MISSING_PARTICIPANT	UNBOUND_PAIR	recorded
F83_P4	f83r.30	f83r.30:3	qokeedy	PRE	shedy	f83r.28:5	NONE	UNBOUND_PAIR	NONE	NONE	0	MISSING_PARTICIPANT	UNBOUND_PAIR	recorded
F83_P5	f83r.42	f83r.42:5	chedy	PRE	lchedy	f83r.41:2	NONE	UNBOUND_PAIR	NONE	NONE	0	BOUND	UNBOUND_PAIR	recorded
F83_P5	f83r.43	f83r.43:3	chedy	PRE	lchedy	f83r.41:2	NONE	UNBOUND_PAIR	NONE	NONE	0	BOUND	UNBOUND_PAIR	recorded
F83_Q1	f83r.49	f83r.49:3	chedy	PRE	NONE	NONE	NONE	UNBOUND_PAIR	NONE	NONE	0	MISSING_MATERIAL	UNBOUND_PAIR	recorded
