target_ordinal	surface	final_recipe	event_count	statement_count	physical_pages	registers	incoming_state_count	incoming_states	portable_macro_count	portable_macros	contextual_clause_count	observed_contextual_clauses_de	gdt553_observed_requirement_modes	resolution_generation	former_queue_candidate	recipe_match_all_events	context_reading_match_all_events	status
13	chefchy	CH+E+LOCAL_CHAR_F+CH+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:CH+CH;X:Y;C:GRADE:I>LOCAL:F	1	Entnimm den laufenden Eintrag und entnimm den laufenden Eintrag; auf Grad I; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
14	chekchy	CH+K+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:CH+K;X:Y;C:-	1	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
15	chekeey	CH+K+EE+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:CH+K;X:Y;C:GRADE:II	1	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad II.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
16	chekeody	CH+K+E+O+DY	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:Y	1	A:CH+K;X:^Y;C:GRADE:I>EXEC>CLOSE	1	Entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; auf Grad I und zur Ausführung; schließe den Schritt.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
17	cheod	CH+E+O+D_ADDR	1	1	f31r	HERBAL	1	IA:NONE|IX:NONE	1	A:CH;X:-;C:GRADE:I>EXEC>ADDR:D	1	Nimm; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
18	chepakeo	CH+E+P+A_ADDR+K+E+O	1	1	f31r	HERBAL	1	IA:NONE|IX:AIIN	1	A:CH+P+K;X:^AIIN;C:GRADE:I>ADDR:A>GRADE:I>EXEC	1	Nimm den Arbeitswert [wie zuvor], setze den Arbeitswert [wie zuvor] ein und gib den Arbeitswert [wie zuvor] zu; auf Grad I [außen], auf Grad I [innen] und zur Ausführung; an der bezeichneten Stelle.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
19	chepos	CH+E+P+O+S	1	1	f31r	HERBAL	1	IA:NONE|IX:NONE	1	A:CH+P+S;X:-;C:GRADE:I>EXEC	1	Nimm, setze ein und wähle; auf Grad I und zur Ausführung.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
20	cheta	CH+E+T+A_ADDR	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:CH+T;X:-;C:GRADE:I>ADDR:A	1	Entnimm und lege fest; auf Grad I; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
21	choekeey	CH+O+E+K+EE+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:CH+K;X:Y;C:EXEC>GRADE:I>GRADE:II	1	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; zur Ausführung, auf Grad I und auf Grad II.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
22	choiin	CH+O+IIN	1	1	f20v	HERBAL	1	IA:NONE|IX:Y	1	A:CH;X:^Y;C:EXEC>STAGE	1	Nimm den Pflanzenposten [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
23	cholpchd	OL+P+CHD	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:Y	1	A:P+CHD;X:^Y;C:CONTINUE	1	Setze den laufenden Eintrag [wie zuvor] ein und bearbeite den laufenden Eintrag [wie zuvor]; führe fort.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
24	choraiin	CH+OR+AIIN	1	1	f4r	HERBAL	1	IA:NONE|IX:NONE	1	A:CH;X:OR+AIIN;C:-	1	Nimm die Arbeitseinheit und den Arbeitswert.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
25	choraly	CH+OR+AL+Y	1	1	f20v	HERBAL	1	IA:NONE|IX:NONE	1	A:CH;X:OR+Y;C:REL:AL	1	Nimm die Arbeitseinheit und den Pflanzenposten; zur Zielstelle.	SELF_CONTAINED	GDT550_RECURRENT_FRAME	YES	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
26	chory	CH+OR+Y	1	1	f20v	HERBAL	1	IA:NONE|IX:NONE	1	A:CH;X:OR+Y;C:-	1	Nimm die Arbeitseinheit und den Pflanzenposten.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
27	chpady	CH+P+A_ADDR+DY	1	1	f4r	HERBAL	1	IA:NONE|IX:Y	1	A:CH+P;X:^Y;C:ADDR:A>CLOSE	1	Nimm den Pflanzenposten [wie zuvor] und setze den Pflanzenposten [wie zuvor] ein; an der bezeichneten Stelle; schließe den Schritt.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
28	chxar	CH+LOCAL_X+AR	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:Y	1	A:CH;X:^Y;C:LOCAL:X>REL:AR	1	Entnimm den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; mit dem lokalen X-Zeichen-/Namenskern.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
29	ckhochy	CH+K+O+CH+Y	1	1	f4r	HERBAL	1	IA:NONE|IX:NONE	1	A:CH+K+CH;X:Y;C:EXEC	1	Nimm den Pflanzenposten, gib den Pflanzenposten zu und nimm den Pflanzenposten; zur Ausführung.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
30	cphaiin	CH+P+AIIN	1	1	f4r	HERBAL	1	IA:NONE|IX:NONE	1	A:CH+P;X:AIIN;C:-	1	Nimm den Arbeitswert und setze den Arbeitswert ein.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
31	cpholdy	CH+P+OL+DY	1	1	f4r	HERBAL	1	IA:NONE|IX:Y	1	A:CH+P;X:^Y;C:CONTINUE>CLOSE	1	Nimm den Pflanzenposten [wie zuvor] und setze den Pflanzenposten [wie zuvor] ein; führe fort; schließe den Schritt.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
32	cthdy	CH+T+D_ADDR+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:CH+T;X:Y;C:ADDR:D	1	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
33	cthom	CH+T+O+M_LOCAL	1	1	f4r	HERBAL	1	IA:NONE|IX:AIIN	1	A:CH+T;X:^AIIN;C:EXEC>LOCAL:M	1	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein; zur Ausführung; an der bezeichneten Stelle.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
34	da	DA	1	1	f31r	HERBAL	1	IA:S|IX:AIIN	1	A:^S;X:^AIIN;C:STAGE:II	1	Im laufenden Satz wähle den Arbeitswert [wie zuvor]; auf der zweiten Stufe.	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
35	dairal	D_ADDR+AIR+AL	1	1	f66r	SOURCE_SECTION_T	1	IA:CH|IX:Y	1	A:^CH;X:^Y;C:ADDR:D>REL:AIR>REL:AL	1	Im laufenden Satz entnimm den laufenden Eintrag [wie zuvor]; entlang der Lesebahn und zur Zielspalte; an der bezeichneten Stelle.	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
36	dairody	D_ADDR+AIR+O+DY	1	1	f66r	SOURCE_SECTION_T	1	IA:SH|IX:Y	1	A:^SH;X:^Y;C:ADDR:D>REL:AIR>EXEC>CLOSE	1	Im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; entlang der Lesebahn; zur Ausführung; an der bezeichneten Stelle; schließe den Schritt.	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
37	dairykodas	D_ADDR+AIR+Y+K+O+DA+S	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:K+S;X:Y;C:ADDR:D>REL:AIR>EXEC>STAGE:II	1	Ordne den laufenden Eintrag zu und wähle den laufenden Eintrag; entlang der Lesebahn; zur Ausführung und auf der zweiten Stufe; an der bezeichneten Stelle.	SELF_CONTAINED	GDT550_RECURRENT_FRAME	YES	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
38	dalalshedy	AL+AL+SH+E+DY	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:Y	1	A:SH;X:^Y;C:REL:AL>REL:AL>GRADE:I>CLOSE	1	Halte den laufenden Eintrag [wie zuvor] fest; zur Zielspalte [außen] und zur Zielspalte [innen]; auf Grad I; schließe den Schritt.	REQUIRES_ACTIVE_ARGUMENT	GDT550_RECURRENT_FRAME	YES	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
39	dalcheeeky	AL+CH+K+EEE+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:CH+K;X:Y;C:REL:AL>GRADE:III	1	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; zur Zielspalte; auf Grad III.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
40	dalky	AL+K+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:K;X:Y;C:REL:AL	1	Ordne den laufenden Eintrag zu; zur Zielspalte.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
41	dalol	AL+OL	1	1	f66r	SOURCE_SECTION_T	1	IA:K|IX:Y	1	A:^K;X:^Y;C:REL:AL>CONTINUE	1	Im laufenden Satz ordne den laufenden Eintrag [wie zuvor] zu; zur Zielspalte; führe fort.	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
42	dard	D_ADDR+AR+D_ADDR	1	1	f66r	SOURCE_SECTION_T	1	IA:R|IX:Y	1	A:^R;X:^Y;C:ADDR:D>REL:AR>ADDR:D	1	Im laufenden Satz kennzeichne den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle [außen] und an der bezeichneten Stelle [innen].	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
43	dcheey	D_ADDR+CH+EE+Y	1	1	f31r	HERBAL	1	IA:NONE|IX:NONE	1	A:CH;X:Y;C:ADDR:D>GRADE:II	1	Nimm den Pflanzenposten; auf Grad II; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
44	dcheol	D_ADDR+CH+E+O+L	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:Y	1	A:CH;X:^Y;C:ADDR:D>GRADE:I>EXEC>REL:L	1	Entnimm den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
45	dkar	D_ADDR+K+AR	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:Y	1	A:K;X:^Y;C:ADDR:D>REL:AR	1	Ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile; an der bezeichneten Stelle.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
46	doiiin	D_ADDR+O+IIN	1	1	f20v	HERBAL	1	IA:P|IX:Y	1	A:^P;X:^Y;C:ADDR:D>EXEC>STAGE	1	Im laufenden Satz setze den Pflanzenposten [wie zuvor] ein; zur Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
47	dolarshy	D_ADDR+OL+AR+SH+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:SH;X:Y;C:ADDR:D>CONTINUE>REL:AR	1	Halte den laufenden Eintrag fest; von der Ausgangszeile; an der bezeichneten Stelle; führe fort.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
48	dsholdaiir	D_ADDR+SH+OL+DA+IIN+R	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:Y	1	A:SH+R;X:^Y;C:ADDR:D>CONTINUE>STAGE:II>STAGE	1	Halte den laufenden Eintrag [wie zuvor] fest und kennzeichne den laufenden Eintrag [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe; an der bezeichneten Stelle; führe fort.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
49	dyky	D_ADDR+Y+K+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:K;X:Y+Y;C:ADDR:D	1	Ordne den laufenden Eintrag [außen] und den laufenden Eintrag [innen] zu; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
50	dytcheey	D_ADDR+Y+T+CH+EE+Y	1	1	f4r	HERBAL	1	IA:NONE|IX:NONE	1	A:T+CH;X:Y+Y;C:ADDR:D>GRADE:II	1	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und nimm den Pflanzenposten [außen] und den Pflanzenposten [innen]; auf Grad II; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
51	faiis	LOCAL_CHAR_F+IIN+S	1	1	f20v	HERBAL	1	IA:NONE|IX:NONE	1	A:S;X:-;C:LOCAL:F>STAGE	1	Wähle; auf der bezeichneten Stufe; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
52	fchdar	LOCAL_CHAR_F+CHD+AR	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:Y	1	A:CHD;X:^Y;C:LOCAL:F>REL:AR	1	Bearbeite den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
53	fchedyr	LOCAL_CHAR_F+CHD+Y+R	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:CHD+R;X:Y;C:LOCAL:F	1	Bearbeite den laufenden Eintrag und kennzeichne den laufenden Eintrag; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
54	folchol	LOCAL_CHAR_F+OL+OL	1	1	f20v	HERBAL	1	IA:SH|IX:NONE	1	A:^SH;X:-;C:LOCAL:F>CONTINUE>CONTINUE	1	Im laufenden Satz halte; an der bezeichneten Stelle; führe 2-mal fort.	REQUIRES_ACTIVE_ACTION	GDT551_SLOT_CONTRACT	YES	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
55	fshodchy	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	1	1	f20v	HERBAL	1	IA:NONE|IX:NONE	1	A:SH+CH;X:Y;C:LOCAL:F>EXEC>ADDR:D	1	Halte den Pflanzenposten und nimm den Pflanzenposten; zur Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
56	kardy	K+AR+DY	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:Y	1	A:K;X:^Y;C:REL:AR>CLOSE	1	Ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile; schließe den Schritt.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
57	kcheeky	K+CH+EE+K+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:K+CH+K;X:Y;C:GRADE:II	1	Ordne den laufenden Eintrag zu, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad II.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
58	kcheody	K+CH+E+O+D_ADDR+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:K+CH;X:Y;C:GRADE:I>EXEC>ADDR:D	1	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
59	kchody	K+CH+O+D_ADDR+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:K+CH;X:Y;C:EXEC>ADDR:D	1	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; zur Ausführung; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
60	kechody	K+E+CH+O+D_ADDR+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:K+CH;X:Y;C:GRADE:I>EXEC>ADDR:D	1	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
61	keedey	K+EE+D_ADDR+E+Y	1	1	f31r	HERBAL	1	IA:NONE|IX:NONE	1	A:K;X:Y;C:GRADE:II>ADDR:D>GRADE:I	1	Gib den Pflanzenposten zu; auf Grad II und auf Grad I; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
62	keeol	K+EE+OL	1	1	f31r	HERBAL	1	IA:NONE|IX:Y	1	A:K;X:^Y;C:GRADE:II>CONTINUE	1	Gib den Pflanzenposten [wie zuvor] zu; auf Grad II; führe fort.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
63	keody	K+E+O+D_ADDR+Y	3	2	f20v|f66r	HERBAL|SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:K;X:Y;C:GRADE:I>EXEC>ADDR:D	2	Gib den Pflanzenposten zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle. || Ordne den laufenden Eintrag zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
64	kodalchy	K+O+D_ADDR+AL+CH+Y	1	1	f4r	HERBAL	1	IA:NONE|IX:NONE	1	A:K+CH;X:Y;C:EXEC>ADDR:D>REL:AL	1	Gib den Pflanzenposten zu und nimm den Pflanzenposten; zur Zielstelle; zur Ausführung; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
65	kodary	K+O+D_ADDR+AR+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:K;X:Y;C:EXEC>ADDR:D>REL:AR	1	Ordne den laufenden Eintrag zu; von der Ausgangszeile; zur Ausführung; an der bezeichneten Stelle.	SELF_CONTAINED	GDT550_RECURRENT_FRAME	YES	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
66	kody	K+O+DY	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:K;X:-;C:EXEC>CLOSE	1	Ordne zu; zur Ausführung; schließe den Schritt.	SELF_CONTAINED	GDT549_CURRENT_PEER	YES	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
