consistency_ordinal	family_type	exact_context_key	event_count	statement_count	physical_page_count	register_count	surface_count	recipe_variant_count	portable_macro_variant_count	german_clause_variant_count	surfaces	event_ids	portable_macro	status	guard
14	RECIPE_PLUS_INCOMING_STATE	CH+AIIN|IA:NONE|IX:NONE	4	2	1	1	1	1	1	1	chaiin	G515-E0015|G515-E0022|G515-E0061|G515-E0062	A:CH;X:AIIN;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
15	RECIPE_PLUS_INCOMING_STATE	OL|IA:T|IX:Y	4	3	2	2	2	1	1	2	chol|ol	G515-E0082|G515-E0136|G515-E0142|G515-E0506	A:^T;X:^Y;C:CONTINUE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
16	RECIPE_PLUS_INCOMING_STATE	SH+E+OL|IA:NONE|IX:Y	4	4	2	2	1	1	1	2	sheol	G515-E0199|G515-E0249|G515-E0424|G515-E0488	A:SH;X:^Y;C:GRADE:I>CONTINUE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
17	RECIPE_PLUS_INCOMING_STATE	SH+O|IA:NONE|IX:Y	4	2	1	1	1	1	1	1	sho	G515-E0086|G515-E0094|G515-E0117|G515-E0126	A:SH;X:^Y;C:EXEC	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
18	RECIPE_PLUS_INCOMING_STATE	Y|IA:OK|IX:NONE	4	4	2	1	2	1	1	1	chey|shy	G515-E0068|G515-E0148|G515-E0167|G515-E0226	A:^OK;X:Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
19	RECIPE_PLUS_INCOMING_STATE	AIIN|IA:CH|IX:NONE	3	3	2	1	1	1	1	1	daiin	G515-E0024|G515-E0063|G515-E0159	A:^CH;X:AIIN;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
20	RECIPE_PLUS_INCOMING_STATE	AIIN|IA:K|IX:NONE	3	3	2	2	2	1	1	2	aiin|daiin	G515-E0052|G515-E0399|G515-E0413	A:^K;X:AIIN;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
21	RECIPE_PLUS_INCOMING_STATE	AIIN|IA:NONE|IX:NONE	3	3	2	2	2	1	1	2	aiin|daiin	G515-E0048|G515-E0563|G515-E0579	A:-;X:AIIN;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
22	RECIPE_PLUS_INCOMING_STATE	AIIN|IA:OK|IX:NONE	3	2	2	2	1	1	1	2	daiin	G515-E0168|G515-E0185|G515-E0529	A:^OK;X:AIIN;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
23	RECIPE_PLUS_INCOMING_STATE	AIIN|IA:SH|IX:NONE	3	2	1	1	2	1	1	1	aiin|daiin	G515-E0096|G515-E0098|G515-E0129	A:^SH;X:AIIN;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
24	RECIPE_PLUS_INCOMING_STATE	CH+E+O+L|IA:NONE|IX:Y	3	3	3	2	1	1	1	2	cheol	G515-E0077|G515-E0209|G515-E0493	A:CH;X:^Y;C:GRADE:I>EXEC>REL:L	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
25	RECIPE_PLUS_INCOMING_STATE	CH+K+Y|IA:NONE|IX:NONE	3	3	1	1	3	1	1	1	chckhy|chekchy|chky	G515-E0327|G515-E0409|G515-E0426	A:CH+K;X:Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
26	RECIPE_PLUS_INCOMING_STATE	CH+OR|IA:NONE|IX:NONE	3	3	2	1	1	1	1	1	chor	G515-E0008|G515-E0036|G515-E0145	A:CH;X:OR;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
27	RECIPE_PLUS_INCOMING_STATE	K+E+O+D_ADDR+Y|IA:NONE|IX:NONE	3	2	2	2	1	1	1	2	keody	G515-E0133|G515-E0482|G515-E0484	A:K;X:Y;C:GRADE:I>EXEC>ADDR:D	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
28	RECIPE_PLUS_INCOMING_STATE	OK+AL+Y|IA:NONE|IX:NONE	3	3	1	1	2	1	1	1	qokaldy|qokaly	G515-E0455|G515-E0473|G515-E0548	A:OK;X:Y;C:REL:AL	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
29	RECIPE_PLUS_INCOMING_STATE	OT+Y|IA:SH|IX:NONE	3	3	2	1	2	1	1	1	qotchy|qoty	G515-E0059|G515-E0093|G515-E0138	A:^SH;X:Y;C:THEN	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
30	RECIPE_PLUS_INCOMING_STATE	SH+CH+T+Y|IA:NONE|IX:NONE	3	3	1	1	1	1	1	1	shcthy	G515-E0378|G515-E0549|G515-E0584	A:SH+CH+T;X:Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
31	RECIPE_PLUS_INCOMING_STATE	SH+E+OL|IA:NONE|IX:AIIN	3	3	1	1	2	1	1	1	dsheol|sheol	G515-E0355|G515-E0544|G515-E0571	A:SH;X:^AIIN;C:GRADE:I>CONTINUE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
32	RECIPE_PLUS_INCOMING_STATE	SH+E+OR|IA:NONE|IX:NONE	3	3	2	2	1	1	1	2	sheor	G515-E0058|G515-E0431|G515-E0532	A:SH;X:OR;C:GRADE:I	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
33	RECIPE_PLUS_INCOMING_STATE	SH+EE+Y|IA:NONE|IX:NONE	3	3	2	1	2	1	1	1	cheey|sheey	G515-E0005|G515-E0181|G515-E0235	A:SH;X:Y;C:GRADE:II	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
34	RECIPE_PLUS_INCOMING_STATE	S|IA:NONE|IX:Y	3	3	2	1	1	1	1	1	s	G515-E0122|G515-E0154|G515-E0172	A:S;X:^Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
35	RECIPE_PLUS_INCOMING_STATE	Y|IA:CH|IX:NONE	3	2	2	2	2	1	1	2	chy|dy	G515-E0021|G515-E0027|G515-E0324	A:^CH;X:Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
36	RECIPE_PLUS_INCOMING_STATE	AL+Y|IA:CH|IX:NONE	2	2	1	1	2	1	1	1	aly|daly	G515-E0439|G515-E0468	A:^CH;X:Y;C:REL:AL	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
37	RECIPE_PLUS_INCOMING_STATE	AL|IA:NONE|IX:NONE	2	2	1	1	1	1	1	1	dal	G515-E0446|G515-E0497	A:-;X:-;C:REL:AL	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
38	RECIPE_PLUS_INCOMING_STATE	AL|IA:S|IX:AIIN	2	2	2	2	1	1	1	2	dal	G515-E0195|G515-E0464	A:^S;X:^AIIN;C:REL:AL	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
39	RECIPE_PLUS_INCOMING_STATE	AR|IA:S|IX:Y	2	2	2	2	2	1	1	2	ar|char	G515-E0114|G515-E0536	A:^S;X:^Y;C:REL:AR	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
40	RECIPE_PLUS_INCOMING_STATE	CH+E+O+Y|IA:NONE|IX:NONE	2	2	2	2	2	1	1	2	cheody|cheoy	G515-E0111|G515-E0466	A:CH;X:Y;C:GRADE:I>EXEC	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
41	RECIPE_PLUS_INCOMING_STATE	CH+K+EE+Y|IA:NONE|IX:NONE	2	2	1	1	2	1	1	1	cheeky|chekeey	G515-E0325|G515-E0407	A:CH+K;X:Y;C:GRADE:II	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
42	RECIPE_PLUS_INCOMING_STATE	CH+O+D_ADDR+Y|IA:NONE|IX:NONE	2	2	1	1	1	1	1	1	chody	G515-E0500|G515-E0558	A:CH;X:Y;C:EXEC>ADDR:D	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
43	RECIPE_PLUS_INCOMING_STATE	DA+IIN+R|IA:NONE|IX:Y	2	2	2	2	1	1	1	2	daiir	G515-E0211|G515-E0408	A:R;X:^Y;C:STAGE:II>STAGE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
44	RECIPE_PLUS_INCOMING_STATE	D_ADDR+AR|IA:NONE|IX:NONE	2	2	2	2	1	1	1	2	dar	G515-E0221|G515-E0335	A:-;X:-;C:ADDR:D>REL:AR	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
45	RECIPE_PLUS_INCOMING_STATE	D_ADDR+OR|IA:SH|IX:NONE	2	2	1	1	1	1	1	1	dor	G515-E0433|G515-E0471	A:^SH;X:OR;C:ADDR:D	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
46	RECIPE_PLUS_INCOMING_STATE	K+OL|IA:NONE|IX:Y	2	2	2	2	2	1	1	2	kchol|kol	G515-E0087|G515-E0337	A:K;X:^Y;C:CONTINUE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
47	RECIPE_PLUS_INCOMING_STATE	O+P+Y|IA:NONE|IX:NONE	2	2	2	2	2	1	1	2	opchy|qopchy	G515-E0070|G515-E0390	A:P;X:Y;C:EXEC	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
48	RECIPE_PLUS_INCOMING_STATE	OK+AIIN|IA:NONE|IX:NONE	2	2	2	2	1	1	1	2	okaiin	G515-E0030|G515-E0356	A:OK;X:AIIN;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
49	RECIPE_PLUS_INCOMING_STATE	OK+AL|IA:NONE|IX:Y	2	2	1	1	2	1	1	1	okal|qokal	G515-E0312|G515-E0555	A:OK;X:^Y;C:REL:AL	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
50	RECIPE_PLUS_INCOMING_STATE	OK+E+Y|IA:NONE|IX:NONE	2	2	2	2	1	1	1	2	qokey	G515-E0184|G515-E0552	A:OK;X:Y;C:GRADE:I	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
51	RECIPE_PLUS_INCOMING_STATE	OK+EE+DY|IA:NONE|IX:AIIN	2	2	1	1	1	1	1	1	okeedy	G515-E0160|G515-E0247	A:OK;X:^AIIN;C:GRADE:II>CLOSE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
52	RECIPE_PLUS_INCOMING_STATE	OK+EE+DY|IA:NONE|IX:NONE	2	2	2	2	1	1	1	2	qokeedy	G515-E0220|G515-E0314	A:OK;X:-;C:GRADE:II>CLOSE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
53	RECIPE_PLUS_INCOMING_STATE	OK+EE+O+D_ADDR+Y|IA:NONE|IX:NONE	2	1	1	1	1	1	1	1	qokeeody	G515-E0339|G515-E0344	A:OK;X:Y;C:GRADE:II>EXEC>ADDR:D	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
54	RECIPE_PLUS_INCOMING_STATE	OK+EE+S|IA:NONE|IX:Y	2	2	1	1	2	1	1	1	okees|qokees	G515-E0321|G515-E0479	A:OK+S;X:^Y;C:GRADE:II	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
55	RECIPE_PLUS_INCOMING_STATE	OL+K+E+OL|IA:NONE|IX:Y	2	2	2	2	2	1	1	2	olkeol|olsheol	G515-E0223|G515-E0554	A:K;X:^Y;C:CONTINUE>GRADE:I>CONTINUE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
56	RECIPE_PLUS_INCOMING_STATE	OL|IA:OK|IX:Y	2	2	2	2	1	1	1	2	ol	G515-E0149|G515-E0475	A:^OK;X:^Y;C:CONTINUE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
57	RECIPE_PLUS_INCOMING_STATE	OT+AIIN|IA:CH|IX:NONE	2	2	1	1	1	1	1	1	qotaiin	G515-E0023|G515-E0039	A:^CH;X:AIIN;C:THEN	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
58	RECIPE_PLUS_INCOMING_STATE	OT+CHD+DY|IA:NONE|IX:NONE	2	2	1	1	2	1	1	1	otchedy|qotchedy	G515-E0524|G515-E0577	A:CHD;X:-;C:THEN>CLOSE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
59	RECIPE_PLUS_INCOMING_STATE	OT+E+DY|IA:NONE|IX:NONE	2	2	1	1	2	1	1	1	otedy|qotedy	G515-E0190|G515-E0240	A:-;X:-;C:THEN>GRADE:I>CLOSE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
60	RECIPE_PLUS_INCOMING_STATE	OT+Y|IA:P|IX:NONE	2	2	2	2	2	1	1	2	qotchy|qoty	G515-E0033|G515-E0391	A:^P;X:Y;C:THEN	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
61	RECIPE_PLUS_INCOMING_STATE	R|IA:NONE|IX:Y	2	2	2	2	1	1	1	2	r	G515-E0179|G515-E0541	A:R;X:^Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
62	RECIPE_PLUS_INCOMING_STATE	S+AIR|IA:NONE|IX:Y	2	2	2	2	1	1	1	2	sair	G515-E0170|G515-E0309	A:S;X:^Y;C:REL:AIR	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
63	RECIPE_PLUS_INCOMING_STATE	SH+AIN|IA:NONE|IX:NONE	2	2	2	1	1	1	1	1	shain	G515-E0025|G515-E0124	A:SH;X:AIN;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
64	RECIPE_PLUS_INCOMING_STATE	SH+D_ADDR+Y|IA:NONE|IX:NONE	2	2	1	1	1	1	1	1	shdy	G515-E0328|G515-E0374	A:SH;X:Y;C:ADDR:D	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
65	RECIPE_PLUS_INCOMING_STATE	SH+E+DY|IA:NONE|IX:AIIN	2	2	1	1	1	1	1	1	shedy	G515-E0401|G515-E0523	A:SH;X:^AIIN;C:GRADE:I>CLOSE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
66	RECIPE_PLUS_INCOMING_STATE	SH+E+O+D_ADDR+Y|IA:NONE|IX:NONE	2	2	1	1	1	1	1	1	sheody	G515-E0495|G515-E0559	A:SH;X:Y;C:GRADE:I>EXEC>ADDR:D	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
67	RECIPE_PLUS_INCOMING_STATE	SH+E+Y|IA:NONE|IX:NONE	2	2	1	1	1	1	1	1	shey	G515-E0517|G515-E0580	A:SH;X:Y;C:GRADE:I	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
68	RECIPE_PLUS_INCOMING_STATE	SH+OL|IA:NONE|IX:Y	2	2	2	2	1	1	1	2	shol	G515-E0088|G515-E0489	A:SH;X:^Y;C:CONTINUE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
69	RECIPE_PLUS_INCOMING_STATE	S|IA:NONE|IX:AIIN	2	2	2	1	1	1	1	1	s	G515-E0016|G515-E0131	A:S;X:^AIIN;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
70	RECIPE_PLUS_INCOMING_STATE	S|IA:NONE|IX:NONE	2	2	1	1	1	1	1	1	s	G515-E0162|G515-E0193	A:S;X:-;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
71	RECIPE_PLUS_INCOMING_STATE	T+Y|IA:NONE|IX:NONE	2	2	2	2	2	1	1	2	chety|tchy	G515-E0050|G515-E0590	A:T;X:Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
72	RECIPE_PLUS_INCOMING_STATE	Y+K+EE+O+DY|IA:NONE|IX:NONE	2	2	1	1	1	1	1	1	ykeeody	G515-E0347|G515-E0504	A:K;X:Y;C:GRADE:II>EXEC>CLOSE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
73	RECIPE_PLUS_INCOMING_STATE	Y|IA:K|IX:NONE	2	2	1	1	2	1	1	1	chey|y	G515-E0412|G515-E0511	A:^K;X:Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
74	RECIPE_PLUS_INCOMING_STATE	Y|IA:P|IX:NONE	2	2	2	1	1	1	1	1	dy	G515-E0034|G515-E0107	A:^P;X:Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
75	RECIPE_PLUS_INCOMING_STATE	Y|IA:T|IX:NONE	2	2	1	1	1	1	1	1	chy	G515-E0091|G515-E0144	A:^T;X:Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
76	SURFACE_PLUS_INCOMING_STATE	chedy|IA:NONE|IX:NONE	7	7	2	2	1	1	1	2	chedy	G515-E0183|G515-E0202|G515-E0245|G515-E0326|G515-E0331|G515-E0402|G515-E0419	A:CHD;X:Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
77	SURFACE_PLUS_INCOMING_STATE	aiin|IA:S|IX:NONE	5	4	2	1	1	1	1	1	aiin	G515-E0115|G515-E0155|G515-E0163|G515-E0173|G515-E0194	A:^S;X:AIIN;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
78	SURFACE_PLUS_INCOMING_STATE	qokeody|IA:NONE|IX:NONE	5	4	2	2	1	1	1	2	qokeody	G515-E0208|G515-E0340|G515-E0341|G515-E0361|G515-E0499	A:OK;X:Y;C:GRADE:I>EXEC>ADDR:D	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
79	SURFACE_PLUS_INCOMING_STATE	qoky|IA:NONE|IX:NONE	5	5	1	1	1	1	1	1	qoky	G515-E0369|G515-E0477|G515-E0515|G515-E0528|G515-E0560	A:OK;X:Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
80	SURFACE_PLUS_INCOMING_STATE	shedy|IA:NONE|IX:NONE	5	5	2	2	1	1	1	2	shedy	G515-E0204|G515-E0436|G515-E0447|G515-E0457|G515-E0458	A:SH;X:-;C:GRADE:I>CLOSE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
81	SURFACE_PLUS_INCOMING_STATE	shol|IA:NONE|IX:OR	5	3	2	1	1	1	1	1	shol	G515-E0011|G515-E0012|G515-E0044|G515-E0045|G515-E0102	A:SH;X:^OR;C:CONTINUE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
82	SURFACE_PLUS_INCOMING_STATE	shor|IA:NONE|IX:NONE	5	5	3	2	1	1	1	2	shor	G515-E0043|G515-E0054|G515-E0103|G515-E0386|G515-E0444	A:SH;X:OR;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
