statement_id	register	record_unit_id	page	owner_code	events	event_ids	reference_tokens_resolved	collapsed_adjacent_repetitions	raw_referent_reading_de	readable_workshop_statement_de	active_post_after_statement_de
H4-S002	HERBAL	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	3	E061|E062|E063	1	0	Mass; abgeteilte Portion von abgeteilte Portion von Material dieser Pflanze umsetzen; verwahren.	Maß; zweite Teilportion vom Pflanzenmaterial umsetzen; verwahren.	zweite Teilportion von Pflanzenmaterial
H4-S003	HERBAL	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	4	E064|E065|E066|E067	2	0	abgeteilte Portion von abgeteilte Portion von Material dieser Pflanze auf Maß zuführen; Auszug aus der Quelle; abgeteilte Portion von abgeteilte Portion von Material dieser Pflanze länger wärmen; fortsetzen; Schluss.	Zweite Teilportion vom Pflanzenmaterial auf Maß zuführen; Auszug aus der Quelle; zweite Teilportion vom Pflanzenmaterial länger wärmen; fortsetzen; Schluss.	zweite Teilportion von Pflanzenmaterial
H4-S004	HERBAL	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	6	E068|E069|E070|E071|E072|E073	2	0	Mass; an die Stelle setzen; abgeteilte Portion von abgeteilte Portion von Material dieser Pflanze weiter fuellen; Ansatz; laufender Ansatz bei breitblättrige Rispenpflanze mit auffälligem Wurzelkörper; Ansatzportion.	Maß; an die Stelle setzen; zweite Teilportion vom Pflanzenmaterial weiter füllen; Ansatz; laufender Pflanzenansatz; Ansatzportion.	laufender Pflanzenansatz
H5-S001	HERBAL	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	9	E074|E075|E076|E077|E078|E079|E080|E081|E082	1	0	Zutat aus dem Ansatz abziehen; Zutat; diese Zutat an die Stelle; Mass; Zutat; weiter zuführen; danach Ansatz abziehen; verwende laufender Ansatz bei mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze; Stelle.	Zutat aus dem Ansatz abziehen; Zutat; diese Zutat an die Stelle; Maß; Zutat; weiter zuführen; danach Ansatz abziehen; verwende den laufenden Pflanzenansatz; Stelle.	laufender Pflanzenansatz
H5-S002	HERBAL	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	4	E083|E084|E085|E086	1	0	fortsetzen; diese Zutat; verwende Zugabe bei mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze; länger durch den Durchlass; Schluss.	Fortsetzen; diese Zutat; verwende Zugabe; länger durch den Durchlass; Schluss.	Zugabe
H5-S003	HERBAL	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	4	E087|E088|E089|E090	2	0	halten; Zutat; Zugabe bei mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze kurz zuführen; Zugabe bei mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze erneut ansetzen.	Halten; Zutat; Zugabe kurz zuführen; Zugabe erneut ansetzen.	Zugabe
H5-S004	HERBAL	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	3	E091|E092|E093	1	0	Zugabe bei mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze ansetzen; Auszug ansetzen; an die Stelle zuführen.	Zugabe ansetzen; Auszug ansetzen; an die Stelle zuführen.	Zugabe
H5-S005	HERBAL	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	4	E094|E095|E096|E097	1	0	Zutat; Zugabe bei mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze ansetzen; Zutat aus dem Vorrat zuführen; danach eine Portion.	Zutat; Zugabe ansetzen; Zutat aus dem Vorrat zuführen; danach eine Portion.	Teilportion von Zugabe
H5-S006	HERBAL	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	3	E098|E099|E100	0	0	nächster Posten; kurz weiter zuführen; Mass.	Nächster Posten; kurz weiter zuführen; Maß.	nächster Arbeitsposten
B1-S001	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	1	E101	0	0	kurz ansetzen; Schluss.	Kurz ansetzen; Schluss.	Beckenposten
B1-S002	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	19	E102|E103|E104|E105|E106|E107|E108|E109|E110|E111|E112|E113|E114|E115|E116|E117|E118|E119|E120	1	0	bemessen; Wasser zufuehren; an die Stelle setzen; von Laufflüssigkeit bei gemeinsame zweireihige Figuren- und Beckenanlage; fortsetzen; eine Portion; weitere Portion; Stelle; fortsetzen; weiter abkuehlen; weiterfuehren; weiterer Ansatz; fortsetzen; kurz an der Durchlassstelle; Mass; länger an der Stelle halten; Mass; durchführen; umsetzen; Schluss.	Bemessen; Wasser zuführen; an die Stelle setzen; aus der Arbeitsflüssigkeit; fortsetzen; eine Portion; weitere Portion; Stelle; fortsetzen; weiter abkühlen; weiterführen; weiterer Ansatz; fortsetzen; kurz an der Durchlassstelle; Maß; länger an der Stelle halten; Maß; durchführen; umsetzen; Schluss.	laufender Stationsansatz
B1-S003	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	2	E121|E122	0	0	fortsetzen; gebuendelt umsetzen; Schluss.	Fortsetzen; gebuendelt umsetzen; Schluss.	laufender Stationsansatz
B1-S004	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	3	E123|E124|E125	1	0	laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage umsetzen; fortsetzen; absetzen; Schluss.	Laufender Stationsansatz umsetzen; fortsetzen; absetzen; Schluss.	laufender Stationsansatz
B1-S005	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	1	E126	0	0	weiterführen; Schluss.	Weiterführen; Schluss.	laufender Stationsansatz
B1-S006	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	4	E127|E128|E129|E130	0	0	eine Portion zugeben; durchführen; weiterfuehren; an der Stelle abkuehlen.	Eine Portion zugeben; durchführen; weiterführen; an der Stelle abkühlen.	Teilportion von laufender Stationsansatz
B1-S007	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	1	E131	0	0	Ansatz umsetzen; Schluss.	Ansatz umsetzen; Schluss.	laufender Stationsansatz
B1-S008	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	5	E132|E133|E134|E135|E136	1	0	laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage; fortsetzen; kurz wärmen; fortsetzen; absetzen; Schluss.	Laufender Stationsansatz; fortsetzen; kurz wärmen; fortsetzen; absetzen; Schluss.	laufender Stationsansatz
B1-S009	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	1	E137	0	0	kurz ansetzen; Schluss.	Kurz ansetzen; Schluss.	laufender Stationsansatz
B1-S010	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	1	E138	0	0	kurz ansetzen; Schluss.	Kurz ansetzen; Schluss.	laufender Stationsansatz
B1-S011	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	2	E139|E140	1	0	durchführen; verwende laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage.	Durchführen; verwende den laufenden Stationsansatz.	laufender Stationsansatz
B1-S012	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	3	E141|E142|E143	0	0	Waschgang; kurz ansetzen; Waschgang; Schluss.	Waschgang; kurz ansetzen; Waschgang; Schluss.	laufender Stationsansatz
B1-S013	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	1	E144	0	0	Waschgang; Schluss.	Waschgang; Schluss.	laufender Stationsansatz
B1-S014	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	5	E145|E146|E147|E148|E149	3	0	laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage umsetzen; laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage auffangen; zum Auslass führen; fortsetzen; danach von aufgefangener Bestand von laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage.	Laufender Stationsansatz umsetzen; laufender Stationsansatz auffangen; zum Auslass führen; fortsetzen; danach von aufgefangener Bestand des laufender Stationsansatz.	aufgefangener Bestand des laufender Stationsansatz
B1-S015	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	2	E150|E151	1	0	aufgefangener Bestand von laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage kurz fuellen; Ansatz umsetzen; Schluss.	Aufgefangener Bestand des laufender Stationsansatz kurz füllen; Ansatz umsetzen; Schluss.	laufender Stationsansatz
B1-S016	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	4	E152|E153|E154|E155	0	0	an die Stelle setzen; länger ansetzen; fortsetzen; absetzen; Schluss.	An die Stelle setzen; länger ansetzen; fortsetzen; absetzen; Schluss.	laufender Stationsansatz
B1-S017	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	3	E156|E157|E158	0	0	Stelle; kurz fortsetzen; umsetzen; Schluss.	Stelle; kurz fortsetzen; umsetzen; Schluss.	laufender Stationsansatz
B1-S018	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	4	E159|E160|E161|E162	1	0	laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage fuehren; kurz halten; Sollstand; länger auffangen; Schluss.	Laufender Stationsansatz führen; kurz halten; Sollstand; länger auffangen; Schluss.	aufgefangener Bestand des laufender Stationsansatz
B1-S019	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	1	E163	0	0	absetzen; Schluss.	Absetzen; Schluss.	aufgefangener Bestand des laufender Stationsansatz
B1-S020	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	2	E164|E165	0	0	kurz wärmen; seihen; Schluss.	Kurz wärmen; seihen; Schluss.	aufgefangener Bestand des laufender Stationsansatz
B1-S021	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	1	E166	0	0	Stelle.	Stelle.	aufgefangener Bestand des laufender Stationsansatz
B2-S001	BIOLOGICAL	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	1	E167	0	0	umsetzen; Schluss.	Umsetzen; Schluss.	obere Beckenflüssigkeit
B2-S002	BIOLOGICAL	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	1	E168	0	0	weiterführen; Schluss.	Weiterführen; Schluss.	obere Beckenflüssigkeit
B2-S003	BIOLOGICAL	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	3	E169|E170|E171	1	0	eine Portion zugeben; abgeteilte Portion von Arbeitsflüssigkeit in den oberen Becken; länger ansetzen; Schluss.	Eine Portion zugeben; Teilportion von obere Beckenflüssigkeit; länger ansetzen; Schluss.	Teilportion von obere Beckenflüssigkeit
B2-S004	BIOLOGICAL	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	5	E172|E173|E174|E175|E176	1	0	an die Stelle setzen; abgeteilte Portion von Arbeitsflüssigkeit in den oberen Becken zum Durchlass führen; hinausführen; länger ansetzen; hinaus seihen; Schluss.	An die Stelle setzen; Teilportion von obere Beckenflüssigkeit zum Durchlass führen; hinausführen; länger ansetzen; hinaus seihen; Schluss.	Teilportion von obere Beckenflüssigkeit
B2-S005	BIOLOGICAL	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	8	E177|E178|E179|E180|E181|E182|E183|E184	2	1	abgeteilte Portion von Arbeitsflüssigkeit in den oberen Becken an die Stelle setzen; Auffangmass; durchführen; bemessen; bemessen; kurz bereit fortsetzen; abgeteilte Portion von Arbeitsflüssigkeit in den oberen Becken länger wärmen; abführen; Schluss.	Teilportion von obere Beckenflüssigkeit an die Stelle setzen; Auffangmass; durchführen; 2× bemessen; kurz bereit fortsetzen; Teilportion von obere Beckenflüssigkeit länger wärmen; abführen; Schluss.	Teilportion von obere Beckenflüssigkeit
B2-S006	BIOLOGICAL	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	4	E185|E186|E187|E188	2	0	nächsten Posten länger halten; an die Stelle setzen; abgeteilte Portion von Arbeitsflüssigkeit in den oberen Becken kurz im Durchlass halten; verwende abgeteilte Portion von Arbeitsflüssigkeit in den oberen Becken.	Nächsten Posten länger halten; an die Stelle setzen; Teilportion von obere Beckenflüssigkeit kurz im Durchlass halten; verwende Teilportion von obere Beckenflüssigkeit.	Teilportion von obere Beckenflüssigkeit
B2-S007	BIOLOGICAL	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	1	E189	0	0	kurz halten; Schluss.	Kurz halten; Schluss.	Flüssigkeit am Zwischenknoten
B2-S008	BIOLOGICAL	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	3	E190|E191|E192	1	0	nächstes Maß; von Arbeitsflüssigkeit am linken Zwischenknoten einsetzen; absetzen; Schluss.	Nächstes Maß; von Flüssigkeit am Zwischenknoten einsetzen; absetzen; Schluss.	Flüssigkeit am Zwischenknoten
B2-S009	BIOLOGICAL	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	1	E193	0	0	mit dem Vorigen kurz absetzen; Schluss.	Mit dem Vorigen kurz absetzen; Schluss.	Flüssigkeit am Zwischenknoten
B2-S010	BIOLOGICAL	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	4	E194|E195|E196|E197	1	0	länger ansetzen; verwende Arbeitsflüssigkeit am linken Zwischenknoten; abfuehren; Klarauszug.	Länger ansetzen; verwende Flüssigkeit am Zwischenknoten; abführen; Klarauszug.	Ergebnisbestand
B2-S011	BIOLOGICAL	B2	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	4	E198|E199|E200|E201	1	0	eine Portion zugeben; von abgeteilte Portion von Arbeitsposten an der rechten Einzelstation; eine Portion zugeben; länger ansetzen; Schluss.	Eine Portion zugeben; von Teilportion des Postens der Einzelstation; eine Portion zugeben; länger ansetzen; Schluss.	zweite Teilportion von Posten der Einzelstation
B2-S012	BIOLOGICAL	B2	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	8	E202|E203|E204|E205|E206|E207|E208|E209	4	0	abgeteilte Portion von abgeteilte Portion von Arbeitsposten an der rechten Einzelstation abziehen; Klarauszug; Ergebnisbestand bei unteres grünes Mehrpersonenbecken kurz bereithalten; länger ansetzen; Ergebnisbestand bei unteres grünes Mehrpersonenbecken länger abziehen; Mass; entnommene Fraktion aus Ergebnisbestand bei unteres grünes Mehrpersonenbecken; vollständig ansetzen; Schluss.	Zweite Teilportion des Postens der Einzelstation abziehen; Klarauszug; Ergebnisbestand kurz bereithalten; länger ansetzen; Ergebnisbestand länger abziehen; Maß; Fraktion des Ergebnisbestands; vollständig ansetzen; Schluss.	entnommene Fraktion des Ergebnisbestand
B2-S013	BIOLOGICAL	B2	f82r	B2_LOWER_GREEN_MULTI_FIGURE_POOL	1	E210	0	0	hinausführen; Schluss.	Hinausführen; Schluss.	entnommene Fraktion des Ergebnisbestand
B2-S014	BIOLOGICAL	B2	f82r	B2_LOWER_GREEN_MULTI_FIGURE_POOL	1	E211	1	0	von entnommene Fraktion aus Ergebnisbestand bei unteres grünes Mehrpersonenbecken abführen.	Von Fraktion des Ergebnisbestands abführen.	entnommene Fraktion des Ergebnisbestand
B2-S015	BIOLOGICAL	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	2	E212|E213	1	0	Arbeitsflüssigkeit am unteren Beckenrand kurz halten; länger ansetzen; Schluss.	Flüssigkeit am Beckenrand kurz halten; länger ansetzen; Schluss.	Flüssigkeit am Beckenrand
B2-S016	BIOLOGICAL	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	8	E214|E215|E216|E217|E218|E219|E220|E221	1	0	Stelle; von Arbeitsflüssigkeit am unteren Beckenrand hinausführen; teilen; Mass; nächsten Posten länger halten; bemessen; kurz ansetzen; hineinführen; Schluss.	Stelle; von Flüssigkeit am Beckenrand hinausführen; teilen; Maß; nächsten Posten länger halten; bemessen; kurz ansetzen; hineinführen; Schluss.	Flüssigkeit am Beckenrand
B2-S017	BIOLOGICAL	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	2	E222|E223	0	0	an der Stelle kurz abkuehlen; an der Stelle schliessen.	An der Stelle kurz abkühlen; an der Stelle schließen.	Flüssigkeit am Beckenrand
B2-S018	BIOLOGICAL	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	1	E224	0	0	länger ansetzen; Schluss.	Länger ansetzen; Schluss.	Flüssigkeit am Beckenrand
B2-S019	BIOLOGICAL	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	1	E225	0	0	abkuehlen und absetzen; Schluss.	Abkühlen und absetzen; Schluss.	Flüssigkeit am Beckenrand
B2-S020	BIOLOGICAL	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	1	E226	0	0	nächsten Schritt länger halten; Schluss.	Nächsten Schritt länger halten; Schluss.	Flüssigkeit am Beckenrand
B2-S021	BIOLOGICAL	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	1	E227	0	0	länger ansetzen; Schluss.	Länger ansetzen; Schluss.	Flüssigkeit am Beckenrand
B2-S022	BIOLOGICAL	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	1	E228	0	0	weiter hinausfuehren; Schluss.	Weiter hinausführen; Schluss.	Flüssigkeit am Beckenrand
B3-S001	BIOLOGICAL	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	1	E229	0	0	länger auffangen; Schluss.	Länger auffangen; Schluss.	aufgefangener Bestand des Gut der Fächerstation
B3-S002	BIOLOGICAL	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	2	E230|E231	0	0	Folgestelle; länger wärmen; Schluss.	Folgestelle; länger wärmen; Schluss.	aufgefangener Bestand des Gut der Fächerstation
B3-S003	BIOLOGICAL	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	4	E232|E233|E234|E235	2	0	aufgefangener Bestand von Arbeitsgut an der oberen Fächerstation; Mass; aufgefangener Bestand von Arbeitsgut an der oberen Fächerstation; hinausführen; Schluss.	Aufgefangener Bestand des Gut der Fächerstation; Maß; aufgefangener Bestand des Gut der Fächerstation; hinausführen; Schluss.	aufgefangener Bestand des Gut der Fächerstation
B3-S004	BIOLOGICAL	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	3	E236|E237|E238	1	0	bemessen; Folgestelle; von aufgefangener Bestand von Arbeitsgut an der oberen Fächerstation.	Bemessen; Folgestelle; von aufgefangener Bestand des Gut der Fächerstation.	aufgefangener Bestand des Gut der Fächerstation
B3-S005	BIOLOGICAL	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	1	E239	0	0	umsetzen; Schluss.	Umsetzen; Schluss.	Gefäßflüssigkeit
B3-S006	BIOLOGICAL	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	3	E240|E241|E242	1	0	Arbeitsflüssigkeit im runden Gefäß umsetzen; an die Stelle setzen; weiterführen; Schluss.	Gefäßflüssigkeit umsetzen; an die Stelle setzen; weiterführen; Schluss.	Gefäßflüssigkeit
B3-S007	BIOLOGICAL	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	3	E243|E244|E245	1	0	bemessen; Arbeitsflüssigkeit im runden Gefäß umsetzen; länger ansetzen; Schluss.	Bemessen; Gefäßflüssigkeit umsetzen; länger ansetzen; Schluss.	Gefäßflüssigkeit
B3-S008	BIOLOGICAL	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	1	E246	0	0	hinausführen; Schluss.	Hinausführen; Schluss.	Gefäßflüssigkeit
B3-S009	BIOLOGICAL	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	1	E247	1	0	verwende Arbeitsflüssigkeit im runden Gefäß.	Verwende Gefäßflüssigkeit.	Gefäßflüssigkeit
B3-S010	BIOLOGICAL	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	2	E248|E249	0	0	an der Stelle hineinführen; kurzer Folgeschritt; Schluss.	An der Stelle hineinführen; kurzer Folgeschritt; Schluss.	Gut im Korbgefäß
B3-S011	BIOLOGICAL	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	4	E250|E251|E252|E253	4	0	Arbeitsgut im unteren Korbgefäß kurz bereit umsetzen; verwende Arbeitsgut im unteren Korbgefäß; Arbeitsgut im unteren Korbgefäß umsetzen; Arbeitsgut im unteren Korbgefäß aus der Quelle nehmen.	Gut im Korbgefäß kurz bereit umsetzen; verwende Gut im Korbgefäß; Gut im Korbgefäß umsetzen; Gut im Korbgefäß aus der Quelle nehmen.	entnommene Fraktion des Gut im Korbgefäß
B3-S012	BIOLOGICAL	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	2	E254|E255	0	0	Ansatz; absetzen; Schluss.	Ansatz; absetzen; Schluss.	laufender Stationsansatz
B3-S013	BIOLOGICAL	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	4	E256|E257|E258|E259	1	0	bemessen; eine Portion; abgeteilte Portion von laufender Ansatz bei untere Korb- oder Gefäßstation am Rand kurz bereithalten; kurz ansetzen; Schluss.	Bemessen; eine Portion; Teilportion aus dem laufenden Stationsansatz kurz bereithalten; kurz ansetzen; Schluss.	Teilportion von laufender Stationsansatz
B3-S014	BIOLOGICAL	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	2	E260|E261	0	0	Wasser in Gang setzen; länger absetzen; Schluss.	Wasser in Gang setzen; länger absetzen; Schluss.	Arbeitsflüssigkeit
