event_id	page	record	statement_id	surface	card_no	component_recipe	atomic_expansion_de	short_default_de
E040	f11r	H3	H3-S001	schoal	PROC027	SH+O+AL	HALTEN · ARBEITSGANG · ZIELSTELLE	HALTEN · ARBEITSGANG · ZIELSTELLE
E041	f11r	H3	H3-S001	cfhy	PROC028	CFH+Y	AUSWRINGEN · ARBEITSPOSTEN	AUSWRINGEN · ARBEITSPOSTEN
E042	f11r	H3	H3-S001	shfydaiin	PROC029	SH+Y+AIIN	HALTEN · ARBEITSPOSTEN · SOLLMASS	HALTEN · ARBEITSPOSTEN · SOLLMASS
E043	f11r	H3	H3-S001	cphy	PROC030	P+Y	EINFUELLEN · ARBEITSPOSTEN	EINFUELLEN · ARBEITSPOSTEN
E044	f11r	H3	H3-S001	shey	PROC031	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	HALTEN · LANG · ARBEITSPOSTEN
E045	f11r	H3	H3-S001	tchody	PROC032	T+CH+O+DY	EINTRAGEN · ABNEHMEN · ARBEITSGANG · SCHLUSS	EINTRAGEN · ABNEHMEN · ARBEITSGANG; SCHLUSS
E046	f11r	H3	H3-S002	shoyty	PROC033	SH+O+Y+T+Y	HALTEN · ARBEITSGANG · ARBEITSPOSTEN · EINTRAGEN · ARBEITSPOSTEN	ARBEITSPOSTEN HALTEN · IM ARBEITSGANG EINTRAGEN · ARBEITSPOSTEN
E047	f11r	H3	H3-S003	dchol	PROC034	RESUME_CARD	WIEDERAUFNEHMEN	WIEDERAUFNEHMEN
E048	f11r	H3	H3-S003	chy	PROC019	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
E049	f11r	H3	H3-S003	kchy	PROC035	K+Y	ZUDOSIEREN · ARBEITSPOSTEN	ZUDOSIEREN · ARBEITSPOSTEN
E050	f11r	H3	H3-S003	dy	PROC019	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
E051	f11r	H3	H3-S003	daiin	PROC009	AIIN	SOLLMASS	SOLLMASS
E052	f11r	H3	H3-S004	qotchy	PROC036	OT+Y	DANACH · ARBEITSPOSTEN	DANACH · ARBEITSPOSTEN
E053	f11r	H3	H3-S004	okchol	PROC037	OK+OL	ANSETZEN · FORTSETZEN	ANSETZEN · FORTSETZEN
E054	f11r	H3	H3-S004	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	BEREIT · ARBEITSPOSTEN
E055	f11r	H3	H3-S004	dy	PROC019	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
E056	f55v	H4	H4-S001	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	ANSETZEN · SOLLMASS
E057	f55v	H4	H4-S001	chaiin	PROC009	AIIN	SOLLMASS	SOLLMASS
E058	f55v	H4	H4-S001	ykain	PROC039	Y+K+AIN	ARBEITSPOSTEN · ZUDOSIEREN · PORTION	ARBEITSPOSTEN · ZUDOSIEREN · PORTION
E059	f55v	H4	H4-S001	ykan	PROC040	Y+K+AN	ARBEITSPOSTEN · ZUDOSIEREN · NACHPORTION	ARBEITSPOSTEN · ZUDOSIEREN · NACHPORTION
E060	f55v	H4	H4-S001	ody	PROC041	O+DY	ARBEITSGANG · SCHLUSS	ARBEITSGANG; SCHLUSS
E061	f55v	H4	H4-S002	daiin	PROC009	AIIN	SOLLMASS	SOLLMASS
E062	f55v	H4	H4-S002	chedy	PROC042	CHD+Y	UMSETZEN · ARBEITSPOSTEN	UMSETZEN · ARBEITSPOSTEN
E063	f55v	H4	H4-S002	talam	PROC043	TALAM	VERWAHREN	VERWAHREN
E064	f55v	H4	H4-S003	ykaiin	PROC044	Y+K+AIIN	ARBEITSPOSTEN · ZUDOSIEREN · SOLLMASS	ARBEITSPOSTEN · ZUDOSIEREN · SOLLMASS
E065	f55v	H4	H4-S003	cheoar	PROC045	CH+E+O+AR	ABNEHMEN · KURZ · ARBEITSGANG · VORRAT	ABNEHMEN · KURZ · ARBEITSGANG · VORRAT
E066	f55v	H4	H4-S003	cheeky	PROC046	CHK+EE+Y	WAERMEN · LANG · ARBEITSPOSTEN	WAERMEN · LANG · ARBEITSPOSTEN
E067	f55v	H4	H4-S003	oldy	PROC047	OL+DY	FORTSETZEN · SCHLUSS	FORTSETZEN; SCHLUSS
E068	f55v	H4	H4-S004	aiin	PROC009	AIIN	SOLLMASS	SOLLMASS
E069	f55v	H4	H4-S004	okal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE
E070	f55v	H4	H4-S004	oltchy	PROC049	OL+T+Y	FORTSETZEN · EINTRAGEN · ARBEITSPOSTEN	FORTSETZEN · EINTRAGEN · ARBEITSPOSTEN
E071	f55v	H4	H4-S004	or	PROC016	OR	ANSATZ	ANSATZ
E072	f55v	H4	H4-S004	y	PROC019	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
E073	f55v	H4	H4-S004	orain	PROC050	OR+AIN	ANSATZ · PORTION	ANSATZ · PORTION
E074	f56r	H5	H5-S001	chochor	PROC051	HO+CH+OR	ZUTAT · ABNEHMEN · ANSATZ	ZUTAT · ABNEHMEN · ANSATZ
E075	f56r	H5	H5-S001	cho	PROC052	HO	ZUTAT	ZUTAT
E076	f56r	H5	H5-S001	chodaly	PROC053	HO+AL+Y	ZUTAT · ZIELSTELLE · ARBEITSPOSTEN	ZUTAT · ZIELSTELLE · ARBEITSPOSTEN
E077	f56r	H5	H5-S001	daiin	PROC009	AIIN	SOLLMASS	SOLLMASS
E078	f56r	H5	H5-S001	sho	PROC052	HO	ZUTAT	ZUTAT
E079	f56r	H5	H5-S001	kchol	PROC054	K+OL	ZUDOSIEREN · FORTSETZEN	ZUDOSIEREN · FORTSETZEN
E080	f56r	H5	H5-S001	otchor	PROC020	OT+CH+OR	DANACH · ABNEHMEN · ANSATZ	DANACH · ABNEHMEN · ANSATZ
E081	f56r	H5	H5-S001	choky	PROC008	OK+Y	ANSETZEN · ARBEITSPOSTEN	ANSETZEN · ARBEITSPOSTEN
E082	f56r	H5	H5-S001	dal	PROC055	AL	ZIELSTELLE	ZIELSTELLE
E083	f56r	H5	H5-S002	schol	PROC034	RESUME_CARD	WIEDERAUFNEHMEN	WIEDERAUFNEHMEN
E084	f56r	H5	H5-S002	choy	PROC056	HO+Y	ZUTAT · ARBEITSPOSTEN	ZUTAT · ARBEITSPOSTEN
E085	f56r	H5	H5-S002	choky	PROC008	OK+Y	ANSETZEN · ARBEITSPOSTEN	ANSETZEN · ARBEITSPOSTEN
E086	f56r	H5	H5-S002	cheeckhody	PROC057	CH+EE+CKH+O+DY	ABNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	ABNEHMEN · LANG · DURCHLASSKANAL · ARBEITSGANG; SCHLUSS
E087	f56r	H5	H5-S003	sh	PROC058	SH	HALTEN	HALTEN
E088	f56r	H5	H5-S003	cho	PROC052	HO	ZUTAT	ZUTAT
E089	f56r	H5	H5-S003	kchey	PROC059	K+E+Y	ZUDOSIEREN · KURZ · ARBEITSPOSTEN	ZUDOSIEREN · KURZ · ARBEITSPOSTEN
E090	f56r	H5	H5-S003	qokokchy	PROC060	OK+OK+Y	ANSETZEN · ANSETZEN · ARBEITSPOSTEN	ANSETZEN · ANSETZEN · ARBEITSPOSTEN
E091	f56r	H5	H5-S004	okchy	PROC011	OK+Y	ANSETZEN · ARBEITSPOSTEN	ANSETZEN · ARBEITSPOSTEN
E092	f56r	H5	H5-S004	chokcheo	PROC061	OK+CH+E+O	ANSETZEN · ABNEHMEN · KURZ · ARBEITSGANG	ANSETZEN · ABNEHMEN · KURZ · ARBEITSGANG
E093	f56r	H5	H5-S004	kchal	PROC062	K+AL	ZUDOSIEREN · ZIELSTELLE	ZUDOSIEREN · ZIELSTELLE
E094	f56r	H5	H5-S005	sho	PROC052	HO	ZUTAT	ZUTAT
E095	f56r	H5	H5-S005	chokchy	PROC011	OK+Y	ANSETZEN · ARBEITSPOSTEN	ANSETZEN · ARBEITSPOSTEN
E096	f56r	H5	H5-S005	kchoar	PROC063	K+HO+AR	ZUDOSIEREN · ZUTAT · VORRAT	ZUDOSIEREN · ZUTAT · VORRAT
E097	f56r	H5	H5-S005	sotodan	PROC064	OT+O+AIN	DANACH · ARBEITSGANG · PORTION	DANACH · ARBEITSGANG · PORTION
E098	f56r	H5	H5-S006	otchey	PROC065	OT+Y	DANACH · ARBEITSPOSTEN	DANACH · ARBEITSPOSTEN
E099	f56r	H5	H5-S006	keol	PROC066	K+E+OL	ZUDOSIEREN · KURZ · FORTSETZEN	ZUDOSIEREN · KURZ · FORTSETZEN
E100	f56r	H5	H5-S006	daiin	PROC009	AIIN	SOLLMASS	SOLLMASS
E101	f81v	B1	B1-S001	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	ANSETZEN · KURZ; SCHLUSS
E102	f81v	B1	B1-S002	okaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	ANSETZEN · SOLLMASS
E103	f81v	B1	B1-S002	kair	PROC068	K+AIR	ZUDOSIEREN · FLUESSIGKEITSLAUF	ZUDOSIEREN · FLUESSIGKEITSLAUF
E104	f81v	B1	B1-S002	okal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE
E105	f81v	B1	B1-S002	sar	PROC003	AR	VORRAT	VORRAT
E106	f81v	B1	B1-S002	ol	PROC013	OL	FORTSETZEN	FORTSETZEN
E107	f81v	B1	B1-S002	kain	PROC069	K+AIN	ZUDOSIEREN · PORTION	ZUDOSIEREN · PORTION
E108	f81v	B1	B1-S002	olkain	PROC070	OL+K+AIN	FORTSETZEN · ZUDOSIEREN · PORTION	FORTSETZEN · ZUDOSIEREN · PORTION
E109	f81v	B1	B1-S002	al	PROC055	AL	ZIELSTELLE	ZIELSTELLE
E110	f81v	B1	B1-S002	ol	PROC013	OL	FORTSETZEN	FORTSETZEN
E111	f81v	B1	B1-S002	rol	PROC071	R+OL	KUEHLEN · FORTSETZEN	KUEHLEN · FORTSETZEN
E112	f81v	B1	B1-S002	dl	PROC072	L	WEITERLEITEN	WEITERLEITEN
E113	f81v	B1	B1-S002	olor	PROC022	OL+OR	FORTSETZEN · ANSATZ	FORTSETZEN · ANSATZ
E114	f81v	B1	B1-S002	ol	PROC013	OL	FORTSETZEN	FORTSETZEN
E115	f81v	B1	B1-S002	sheckhal	PROC073	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	HALTEN · KURZ · DURCHLASSKANAL · ZIELSTELLE
E116	f81v	B1	B1-S002	daiin	PROC009	AIIN	SOLLMASS	SOLLMASS
E117	f81v	B1	B1-S002	qokeedal	PROC074	OK+EE+AL	ANSETZEN · LANG · ZIELSTELLE	ANSETZEN · LANG · ZIELSTELLE
E118	f81v	B1	B1-S002	daiin	PROC009	AIIN	SOLLMASS	SOLLMASS
E119	f81v	B1	B1-S002	chckhy	PROC075	CKH+Y	DURCHLASS · ARBEITSPOSTEN	DURCHLASSKANAL · ARBEITSPOSTEN
E120	f81v	B1	B1-S002	schedy	PROC076	CHD+DY	UMSETZEN · SCHLUSS	UMSETZEN; SCHLUSS
E121	f81v	B1	B1-S003	qol	PROC013	OL	FORTSETZEN	FORTSETZEN
E122	f81v	B1	B1-S003	sshkchdy	PROC077	SH+K+CHD+DY	HALTEN · ZUDOSIEREN · UMSETZEN · SCHLUSS	HALTEN · ZUDOSIEREN · UMSETZEN; SCHLUSS
E123	f81v	B1	B1-S004	chedy	PROC042	CHD+Y	UMSETZEN · ARBEITSPOSTEN	UMSETZEN · ARBEITSPOSTEN
E124	f81v	B1	B1-S004	ol	PROC013	OL	FORTSETZEN	FORTSETZEN
E125	f81v	B1	B1-S004	shedy	PROC078	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN; SCHLUSS
E126	f81v	B1	B1-S005	qolchedy	PROC079	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	FORTSETZEN · UMSETZEN; SCHLUSS
E127	f81v	B1	B1-S006	qokain	PROC080	OK+AIN	ANSETZEN · PORTION	ANSETZEN · PORTION
E128	f81v	B1	B1-S006	shckhy	PROC075	CKH+Y	DURCHLASS · ARBEITSPOSTEN	DURCHLASSKANAL · ARBEITSPOSTEN
E129	f81v	B1	B1-S006	dl	PROC072	L	WEITERLEITEN	WEITERLEITEN
E130	f81v	B1	B1-S006	ral	PROC081	R+AL	KUEHLEN · ZIELSTELLE	KUEHLEN · ZIELSTELLE
E131	f81v	B1	B1-S007	qokchdy	PROC082	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	ANSETZEN · UMSETZEN; SCHLUSS
E132	f81v	B1	B1-S008	chey	PROC019	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
E133	f81v	B1	B1-S008	ol	PROC013	OL	FORTSETZEN	FORTSETZEN
E134	f81v	B1	B1-S008	cheky	PROC083	CHK+E+Y	WAERMEN · KURZ · ARBEITSPOSTEN	WAERMEN · KURZ · ARBEITSPOSTEN
E135	f81v	B1	B1-S008	ol	PROC013	OL	FORTSETZEN	FORTSETZEN
E136	f81v	B1	B1-S008	shedy	PROC078	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN; SCHLUSS
E137	f81v	B1	B1-S009	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	ANSETZEN · KURZ; SCHLUSS
E138	f81v	B1	B1-S010	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	ANSETZEN · KURZ; SCHLUSS
E139	f81v	B1	B1-S011	chckhy	PROC075	CKH+Y	DURCHLASS · ARBEITSPOSTEN	DURCHLASSKANAL · ARBEITSPOSTEN
E140	f81v	B1	B1-S011	qoky	PROC008	OK+Y	ANSETZEN · ARBEITSPOSTEN	ANSETZEN · ARBEITSPOSTEN
E141	f81v	B1	B1-S012	lsho	PROC084	LSH+O	WASCHEN · ARBEITSGANG	WASCHEN · ARBEITSGANG
E142	f81v	B1	B1-S012	qokey	PROC085	OK+E+Y	ANSETZEN · KURZ · ARBEITSPOSTEN	ANSETZEN · KURZ · ARBEITSPOSTEN
E143	f81v	B1	B1-S012	lshedy	PROC086	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	WASCHEN · KURZ; SCHLUSS
E144	f81v	B1	B1-S013	lshedy	PROC086	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	WASCHEN · KURZ; SCHLUSS
E145	f81v	B1	B1-S014	chedy	PROC042	CHD+Y	UMSETZEN · ARBEITSPOSTEN	UMSETZEN · ARBEITSPOSTEN
E146	f81v	B1	B1-S014	qolky	PROC087	SOLK+Y	AUFFANGEN · ARBEITSPOSTEN	AUFFANGEN · ARBEITSPOSTEN
E147	f81v	B1	B1-S014	lchedal	PROC088	L+CHD+AL	WEITERLEITEN · UMSETZEN · ZIELSTELLE	WEITERLEITEN · UMSETZEN · ZIELSTELLE
E148	f81v	B1	B1-S014	qol	PROC013	OL	FORTSETZEN	FORTSETZEN
E149	f81v	B1	B1-S014	otar	PROC089	OT+AR	DANACH · VORRAT	DANACH · VORRAT
E150	f81v	B1	B1-S015	ytey	PROC090	T+E+Y	EINTRAGEN · KURZ · ARBEITSPOSTEN	EINTRAGEN · KURZ · ARBEITSPOSTEN
E151	f81v	B1	B1-S015	okchedy	PROC091	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	ANSETZEN · UMSETZEN; SCHLUSS
E152	f81v	B1	B1-S016	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE
E153	f81v	B1	B1-S016	okeey	PROC092	OK+EE+Y	ANSETZEN · LANG · ARBEITSPOSTEN	ANSETZEN · LANG · ARBEITSPOSTEN
E154	f81v	B1	B1-S016	qol	PROC013	OL	FORTSETZEN	FORTSETZEN
E155	f81v	B1	B1-S016	cheedy	PROC078	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN; SCHLUSS
E156	f81v	B1	B1-S017	sal	PROC055	AL	ZIELSTELLE	ZIELSTELLE
E157	f81v	B1	B1-S017	teol	PROC093	E+OL	KURZ · FORTSETZEN	KURZ · FORTSETZEN
E158	f81v	B1	B1-S017	dchdy	PROC094	CHD+DY	UMSETZEN · SCHLUSS	UMSETZEN; SCHLUSS
E159	f81v	B1	B1-S018	ly	PROC095	L+Y	WEITERLEITEN · ARBEITSPOSTEN	WEITERLEITEN · ARBEITSPOSTEN
E160	f81v	B1	B1-S018	dsheol	PROC096	SH+E+OL	HALTEN · KURZ · FORTSETZEN	HALTEN · KURZ · FORTSETZEN
E161	f81v	B1	B1-S018	oiiin	PROC097	O+IIN	ARBEITSGANG · ARBEITSSTUFE	ARBEITSGANG · ARBEITSSTUFE
E162	f81v	B1	B1-S018	olkeedy	PROC098	SOLK+EE+DY	AUFFANGEN · LANG · SCHLUSS	AUFFANGEN · LANG; SCHLUSS
E163	f81v	B1	B1-S019	tedy	PROC078	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN; SCHLUSS
E164	f81v	B1	B1-S020	cheky	PROC083	CHK+E+Y	WAERMEN · KURZ · ARBEITSPOSTEN	WAERMEN · KURZ · ARBEITSPOSTEN
E165	f81v	B1	B1-S020	shckhedy	PROC099	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	HALTEN · DURCHLASSKANAL · KURZ; SCHLUSS
E166	f81v	B1	B1-S021	chal	PROC055	AL	ZIELSTELLE	ZIELSTELLE
E167	f82r	B2	B2-S001	dchedy	PROC076	CHD+DY	UMSETZEN · SCHLUSS	UMSETZEN; SCHLUSS
E168	f82r	B2	B2-S002	qolchedy	PROC079	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	FORTSETZEN · UMSETZEN; SCHLUSS
E169	f82r	B2	B2-S003	qokain	PROC080	OK+AIN	ANSETZEN · PORTION	ANSETZEN · PORTION
E170	f82r	B2	B2-S003	dy	PROC019	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
E171	f82r	B2	B2-S003	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	ANSETZEN · LANG; SCHLUSS
E172	f82r	B2	B2-S004	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE
E173	f82r	B2	B2-S004	lcheckhy	PROC101	L+CKH+Y	WEITERLEITEN · DURCHLASS · ARBEITSPOSTEN	WEITERLEITEN · DURCHLASSKANAL · ARBEITSPOSTEN
E174	f82r	B2	B2-S004	lched	PROC102	L+CHD	WEITERLEITEN · UMSETZEN	WEITERLEITEN · UMSETZEN
E175	f82r	B2	B2-S004	qokeey	PROC092	OK+EE+Y	ANSETZEN · LANG · ARBEITSPOSTEN	ANSETZEN · LANG · ARBEITSPOSTEN
E176	f82r	B2	B2-S004	lcheckhedy	PROC103	L+CKH+E+DY	WEITERLEITEN · DURCHLASS · KURZ · SCHLUSS	WEITERLEITEN · DURCHLASSKANAL · KURZ; SCHLUSS
E177	f82r	B2	B2-S005	qokaly	PROC104	OK+AL+Y	ANSETZEN · ZIELSTELLE · ARBEITSPOSTEN	ANSETZEN · ZIELSTELLE · ARBEITSPOSTEN
E178	f82r	B2	B2-S005	solkaiin	PROC105	SOLK+AIIN	AUFFANGEN · SOLLMASS	AUFFANGEN · SOLLMASS
E179	f82r	B2	B2-S005	chckhy	PROC075	CKH+Y	DURCHLASS · ARBEITSPOSTEN	DURCHLASSKANAL · ARBEITSPOSTEN
E180	f82r	B2	B2-S005	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	ANSETZEN · SOLLMASS
E181	f82r	B2	B2-S005	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	ANSETZEN · SOLLMASS
E182	f82r	B2	B2-S005	octheol	PROC106	O+CTH+E+OL	ARBEITSGANG · BEREIT · KURZ · FORTSETZEN	ARBEITSGANG · BEREIT · KURZ · FORTSETZEN
E183	f82r	B2	B2-S005	chkeey	PROC107	CHK+EE+Y	WAERMEN · LANG · ARBEITSPOSTEN	WAERMEN · LANG · ARBEITSPOSTEN
E184	f82r	B2	B2-S005	ldy	PROC108	L+DY	WEITERLEITEN · SCHLUSS	WEITERLEITEN; SCHLUSS
E185	f82r	B2	B2-S006	oteey	PROC109	OT+EE+Y	DANACH · LANG · ARBEITSPOSTEN	DANACH · LANG · ARBEITSPOSTEN
E186	f82r	B2	B2-S006	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE
E187	f82r	B2	B2-S006	sheckhy	PROC110	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · ARBEITSPOSTEN	HALTEN · KURZ · DURCHLASSKANAL · ARBEITSPOSTEN
E188	f82r	B2	B2-S006	qoky	PROC008	OK+Y	ANSETZEN · ARBEITSPOSTEN	ANSETZEN · ARBEITSPOSTEN
E189	f82r	B2	B2-S007	dshedy	PROC111	SH+E+DY	HALTEN · KURZ · SCHLUSS	HALTEN · KURZ; SCHLUSS
E190	f82r	B2	B2-S008	sotaiin	PROC112	OT+AIIN	DANACH · SOLLMASS	DANACH · SOLLMASS
E191	f82r	B2	B2-S008	qokar	PROC113	OK+AR	ANSETZEN · VORRAT	ANSETZEN · VORRAT
E192	f82r	B2	B2-S008	shedy	PROC078	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN; SCHLUSS
E193	f82r	B2	B2-S009	solshedy	PROC114	OL+SH+E+DY	FORTSETZEN · HALTEN · KURZ · SCHLUSS	FORTSETZEN · HALTEN · KURZ; SCHLUSS
E194	f82r	B2	B2-S010	qokeey	PROC092	OK+EE+Y	ANSETZEN · LANG · ARBEITSPOSTEN	ANSETZEN · LANG · ARBEITSPOSTEN
E195	f82r	B2	B2-S010	qoky	PROC008	OK+Y	ANSETZEN · ARBEITSPOSTEN	ANSETZEN · ARBEITSPOSTEN
E196	f82r	B2	B2-S010	ls	PROC115	OL	FORTSETZEN	FORTSETZEN
E197	f82r	B2	B2-S010	cheey	PROC031	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	HALTEN · LANG · ARBEITSPOSTEN
E198	f82r	B2	B2-S011	okain	PROC080	OK+AIN	ANSETZEN · PORTION	ANSETZEN · PORTION
E199	f82r	B2	B2-S011	char	PROC003	AR	VORRAT	VORRAT
E200	f82r	B2	B2-S011	okain	PROC080	OK+AIN	ANSETZEN · PORTION	ANSETZEN · PORTION
E201	f82r	B2	B2-S011	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	ANSETZEN · LANG; SCHLUSS
