edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt579_mixed_scope_voice_clause_de	relation_resumption_voice_working_clause_de	gdt579_source_roundtrip_de	full_two_slot_expansion_de	resumption_voice_status	assignment_id	resumption_root	written_slot_count	guard	audible_first_action_root	grammar_boundary_status	focus_voice_repair_count	represented_event_focus_count	event_repair_id	content_ready_boundary_clause_de	gdt580_exact_roundtrip_de	gdt581_guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt581_exact_roundtrip_de	gdt582_guard
952	G407-E0952	G407-S047	1	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	chol	OL	STATE_CARD	OL	Weiter im laufenden Gang: setze denselben Positionswert.	Weiter im laufenden Gang: setze denselben Positionswert.	Weiter im laufenden Gang: setze denselben Positionswert.	Weiter im laufenden Gang: setze denselben Positionswert.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	OK	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Weiter im laufenden Gang: setze denselben Positionswert.	Weiter im laufenden Gang: setze denselben Positionswert.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	0	1	[1:OL=weiter im selben Arbeitsgang|RUNNING:G407-E0952@1|CONTROL:G407-E0952@1:OL]	im Steuerrahmen [CONTROL:G407-E0952@1:OL]: weiter im selben Arbeitsgang.	Weiter im laufenden Gang: setze denselben Positionswert.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
953	G407-E0953	G407-S047	2	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	giin	LOCAL_CHAR_G+IIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze denselben Positionswert; auf der bezeichneten Stufe; mit der g-Variante.	Im laufenden Gang setze denselben Positionswert; auf der bezeichneten Stufe; mit der g-Variante.	Im laufenden Gang setze denselben Positionswert; auf der bezeichneten Stufe; mit der g-Variante.	Im laufenden Gang setze denselben Positionswert; auf der bezeichneten Stufe; mit der g-Variante.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	OK	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang setze denselben Positionswert; auf der bezeichneten Stufe; mit der g-Variante.	Im laufenden Gang setze denselben Positionswert; auf der bezeichneten Stufe; mit der g-Variante.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:LOCAL_CHAR_G=bei der g-Marke|RUNNING:G407-E0953@1|OWNER_DEFAULT:zwei getrennte Himmelsräder und Tabelle:OK] [2:IIN=auf der Feinstufe|RUNNING:G407-E0953@2|OWNER_DEFAULT:zwei getrennte Himmelsräder und Tabelle:OK]	im Rahmen [OWNER_DEFAULT:zwei getrennte Himmelsräder und Tabelle:OK]: bei der g-Marke, auf der Feinstufe.	Im laufenden Gang setze denselben Positionswert; auf der bezeichneten Stufe; mit der g-Variante.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
954	G407-E0954	G407-S047	3	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	okol	OK+OL	STATE_CARD	OL	Weiter: setze denselben Positionswert.	Weiter: setze denselben Positionswert.	Weiter: setze denselben Positionswert.	Weiter: setze denselben Positionswert.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	OK	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Weiter: setze denselben Positionswert.	Weiter: setze denselben Positionswert.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	1	1	[1:OK=Trage ein|RUNNING:G407-E0954@1|ACTION:G407-E0954@1:OK] [2:OL=weiter im selben Arbeitsgang|RUNNING:G407-E0954@2|CONTROL:G407-E0954@2:OL]	Trage ein; im Steuerrahmen [CONTROL:G407-E0954@2:OL]: weiter im selben Arbeitsgang.	Weiter: setze denselben Positionswert.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
955	G407-E0955	G407-S047	4	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ytor	Y+T+OR	NONSTATE_CARD	NOT_APPLICABLE	Stelle den Positionsposten und die Positionseinheit ein.	Stelle den Positionsposten und die Positionseinheit ein.	Stelle den Positionsposten und die Positionseinheit ein.	Stelle den Positionsposten und die Positionseinheit ein.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Stelle den Positionsposten und die Positionseinheit ein.	Stelle den Positionsposten und die Positionseinheit ein.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:Y=Ringposition|RUNNING:G407-E0955@1|ACTION:G407-E0955@2:T] [2:T=Stelle ein|RUNNING:G407-E0955@2|ACTION:G407-E0955@2:T] [3:OR=Sektoreinheit|RUNNING:G407-E0955@3|ACTION:G407-E0955@2:T]	Stelle ein: Ringposition, Sektoreinheit.	Stelle den Positionsposten und die Positionseinheit ein.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
956	G407-E0956	G407-S047	5	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	daiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang stelle den Positionswert ein.	Im laufenden Gang stelle den Positionswert ein.	Im laufenden Gang stelle den Positionswert ein.	Im laufenden Gang stelle den Positionswert ein.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang stelle den Positionswert ein.	Im laufenden Gang stelle den Positionswert ein.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	1	0	[1:AIIN=Positionswert|RUNNING:G407-E0956@1|ACTION:G407-E0955@2:T]	beim Einstellen [ACTION:G407-E0955@2:T]: Positionswert.	Im laufenden Gang stelle den Positionswert ein.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
957	G407-E0957	G407-S047	6	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	or	OR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang stelle die Positionseinheit ein.	Im laufenden Gang stelle die Positionseinheit ein.	Im laufenden Gang stelle die Positionseinheit ein.	Im laufenden Gang stelle die Positionseinheit ein.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang stelle die Positionseinheit ein.	Im laufenden Gang stelle die Positionseinheit ein.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	1	0	[1:OR=Sektoreinheit|RUNNING:G407-E0957@1|ACTION:G407-E0955@2:T]	beim Einstellen [ACTION:G407-E0955@2:T]: Sektoreinheit.	Im laufenden Gang stelle die Positionseinheit ein.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
958	G407-E0958	G407-S048	1	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	otoldos	OT+OL+D_ADDR+O+S	STATE_CARD	OT+OL	Danach: wähle dieselbe Positionseinheit; an der D-Stelle; als Ausführung; führe den Gang weiter.	Danach: wähle dieselbe Positionseinheit; an der D-Stelle; als Ausführung; führe den Gang weiter.	Danach: wähle dieselbe Positionseinheit; an der D-Stelle; als Ausführung; führe den Gang weiter.	Danach: wähle dieselbe Positionseinheit; an der D-Stelle; als Ausführung; führe den Gang weiter.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	S	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Danach: wähle dieselbe Positionseinheit; an der D-Stelle; als Ausführung; führe den Gang weiter.	Danach: wähle dieselbe Positionseinheit; an der D-Stelle; als Ausführung; führe den Gang weiter.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	3	2	[1:OT=danach / neuer Arbeitsgang|RUNNING:G407-E0958@1|CONTROL:G407-E0958@1:OT] [2:OL=weiter im selben Arbeitsgang|RUNNING:G407-E0958@2|CONTROL:G407-E0958@2:OL] [3:D_ADDR=an der unteren Ringstelle|RUNNING:G407-E0958@3|ACTION:G407-E0958@5:S] [4:O=in Eintragsform|RUNNING:G407-E0958@4|ACTION:G407-E0958@5:S] [5:S=Wähle aus|RUNNING:G407-E0958@5|ACTION:G407-E0958@5:S]	im Steuerrahmen [CONTROL:G407-E0958@1:OT]: danach / neuer Arbeitsgang; im Steuerrahmen [CONTROL:G407-E0958@2:OL]: weiter im selben Arbeitsgang; Wähle aus: an der unteren Ringstelle, in Eintragsform.	Danach: wähle dieselbe Positionseinheit; an der D-Stelle; als Ausführung; führe den Gang weiter.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
959	G407-E0959	G407-S048	2	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	octhole	O+CH+T+OL+E	STATE_CARD	OL	Weiter: nimm dieselbe Positionseinheit auf und stelle sie ein; als Ausführung und auf Grad I.	Weiter: nimm dieselbe Positionseinheit auf und stelle sie ein; als Ausführung und auf Grad I.	Weiter: nimm dieselbe Positionseinheit auf und stelle sie ein; als Ausführung und auf Grad I.	Weiter: nimm dieselbe Positionseinheit auf und stelle sie ein; als Ausführung und auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Weiter: nimm dieselbe Positionseinheit auf und stelle sie ein; als Ausführung und auf Grad I.	Weiter: nimm dieselbe Positionseinheit auf und stelle sie ein; als Ausführung und auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	4	1	[1:O=in Eintragsform|RUNNING:G407-E0959@1|ACTION:G407-E0959@2:CH] [2:CH=Lies ab|RUNNING:G407-E0959@2|ACTION:G407-E0959@2:CH] [3:T=Stelle ein|RUNNING:G407-E0959@3|ACTION:G407-E0959@3:T] [4:OL=weiter im selben Arbeitsgang|RUNNING:G407-E0959@4|CONTROL:G407-E0959@4:OL] [5:E=auf Ringstufe I|RUNNING:G407-E0959@5|CONTROL:G407-E0959:OL>G<END]	Lies ab: in Eintragsform; Stelle ein; im Steuerrahmen [CONTROL:G407-E0959@4:OL]: weiter im selben Arbeitsgang; im Steuerrahmen [CONTROL:G407-E0959:OL>G<END]: auf Ringstufe I.	Weiter: nimm dieselbe Positionseinheit auf und stelle sie ein; als Ausführung und auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
960	G407-E0960	G407-S048	3	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	sor	S+OR	NONSTATE_CARD	NOT_APPLICABLE	Wähle die Positionseinheit.	Wähle die Positionseinheit.	Wähle die Positionseinheit.	Wähle die Positionseinheit.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	S	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Wähle die Positionseinheit.	Wähle die Positionseinheit.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:S=Wähle aus|RUNNING:G407-E0960@1|ACTION:G407-E0960@1:S] [2:OR=Sektoreinheit|RUNNING:G407-E0960@2|ACTION:G407-E0960@1:S]	Wähle aus: Sektoreinheit.	Wähle die Positionseinheit.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
961	G407-E0961	G407-S048	4	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	chedaiin	CHD+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Positionswert.	Bearbeite den Positionswert.	Bearbeite den Positionswert.	Bearbeite den Positionswert.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Bearbeite den Positionswert.	Bearbeite den Positionswert.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:CHD=Berechne|RUNNING:G407-E0961@1|ACTION:G407-E0961@1:CHD] [2:AIIN=Positionswert|RUNNING:G407-E0961@2|ACTION:G407-E0961@1:CHD]	Berechne: Positionswert.	Bearbeite den Positionswert.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
962	G407-E0962	G407-S048	5	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	dy	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang bearbeite den Positionsposten.	Im laufenden Gang bearbeite den Positionsposten.	Im laufenden Gang bearbeite den Positionsposten.	Im laufenden Gang bearbeite den Positionsposten.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang bearbeite den Positionsposten.	Im laufenden Gang bearbeite den Positionsposten.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	1	0	[1:Y=Ringposition|RUNNING:G407-E0962@1|ACTION:G407-E0961@1:CHD]	beim Berechnen [ACTION:G407-E0961@1:CHD]: Ringposition.	Im laufenden Gang bearbeite den Positionsposten.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
963	G407-E0963	G407-S048	6	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	yteos	Y+T+E+O+S_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Stelle den Positionsposten ein; auf Grad I und als Ausführung; an der S-Stelle.	Stelle den Positionsposten ein; auf Grad I und als Ausführung; an der S-Stelle.	Stelle den Positionsposten ein; auf Grad I und als Ausführung; an der S-Stelle.	Stelle den Positionsposten ein; auf Grad I und als Ausführung; an der S-Stelle.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Stelle den Positionsposten ein; auf Grad I und als Ausführung; an der S-Stelle.	Stelle den Positionsposten ein; auf Grad I und als Ausführung; an der S-Stelle.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	5	0	[1:Y=Ringposition|RUNNING:G407-E0963@1|ACTION:G407-E0963@2:T] [2:T=Stelle ein|RUNNING:G407-E0963@2|ACTION:G407-E0963@2:T] [3:E=auf Ringstufe I|RUNNING:G407-E0963@3|ACTION:G407-E0963@2:T] [4:O=in Eintragsform|RUNNING:G407-E0963@4|ACTION:G407-E0963@2:T] [5:S_ADDR=an der seitlichen Ringstelle|RUNNING:G407-E0963@5|ACTION:G407-E0963@2:T]	Stelle ein: Ringposition, auf Ringstufe I, in Eintragsform, an der seitlichen Ringstelle.	Stelle den Positionsposten ein; auf Grad I und als Ausführung; an der S-Stelle.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
964	G407-E0964	G407-S048	7	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	oiin	O+IIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang stelle denselben Positionsposten ein; als Ausführung und auf der bezeichneten Stufe.	Im laufenden Gang stelle denselben Positionsposten ein; als Ausführung und auf der bezeichneten Stufe.	Im laufenden Gang stelle denselben Positionsposten ein; als Ausführung und auf der bezeichneten Stufe.	Im laufenden Gang stelle denselben Positionsposten ein; als Ausführung und auf der bezeichneten Stufe.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang stelle denselben Positionsposten ein; als Ausführung und auf der bezeichneten Stufe.	Im laufenden Gang stelle denselben Positionsposten ein; als Ausführung und auf der bezeichneten Stufe.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:O=in Eintragsform|RUNNING:G407-E0964@1|G407-E0963@2:T] [2:IIN=auf der Feinstufe|RUNNING:G407-E0964@2|G407-E0963@2:T]	im Rahmen [G407-E0963@2:T]: in Eintragsform, auf der Feinstufe.	Im laufenden Gang stelle denselben Positionsposten ein; als Ausführung und auf der bezeichneten Stufe.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
965	G407-E0965	G407-S048	8	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	og	O+G_LABEL	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang stelle denselben Positionsposten ein; als Ausführung; beim G-Vermerk.	Im laufenden Gang stelle denselben Positionsposten ein; als Ausführung; beim G-Vermerk.	Im laufenden Gang stelle denselben Positionsposten ein; als Ausführung; beim G-Vermerk.	Im laufenden Gang stelle denselben Positionsposten ein; als Ausführung; beim G-Vermerk.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang stelle denselben Positionsposten ein; als Ausführung; beim G-Vermerk.	Im laufenden Gang stelle denselben Positionsposten ein; als Ausführung; beim G-Vermerk.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:O=in Eintragsform|RUNNING:G407-E0965@1|G407-E0963@2:T] [2:G_LABEL=in der g-Klasse|RUNNING:G407-E0965@2|G407-E0963@2:T]	im Rahmen [G407-E0963@2:T]: in Eintragsform, in der g-Klasse.	Im laufenden Gang stelle denselben Positionsposten ein; als Ausführung; beim G-Vermerk.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
966	G407-E0966	G407-S048	9	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ytoeopchey	Y+T+O+E+O+P+CH+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Stelle den äußeren Positionsposten und den inneren Positionsposten ein, setze den äußeren Positionsposten und den inneren Positionsposten ein und nimm den äußeren Positionsposten und den inneren Positionsposten auf; beim Einstellen: als Ausführung; beim Einstellen: auf Grad I; beim Einsetzen: ebenfalls als Ausführung; beim Aufnehmen: ebenfalls auf Grad I.	Stelle den äußeren Positionsposten und den inneren Positionsposten ein, setze den äußeren Positionsposten und den inneren Positionsposten ein und nimm den äußeren Positionsposten und den inneren Positionsposten auf; beim Einstellen: als Ausführung; beim Einstellen: auf Grad I; beim Einsetzen: ebenfalls als Ausführung; beim Aufnehmen: ebenfalls auf Grad I.	Stelle den äußeren Positionsposten und den inneren Positionsposten ein, setze den äußeren Positionsposten und den inneren Positionsposten ein und nimm den äußeren Positionsposten und den inneren Positionsposten auf; beim Einstellen: als Ausführung; beim Einstellen: auf Grad I; beim Einsetzen: ebenfalls als Ausführung; beim Aufnehmen: ebenfalls auf Grad I.	Stelle den äußeren Positionsposten und den inneren Positionsposten ein, setze den äußeren Positionsposten und den inneren Positionsposten ein und nimm den äußeren Positionsposten und den inneren Positionsposten auf; beim Einstellen: als Ausführung; beim Einstellen: auf Grad I; beim Einsetzen: ebenfalls als Ausführung; beim Aufnehmen: ebenfalls auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Stelle den äußeren Positionsposten und den inneren Positionsposten ein, setze den äußeren Positionsposten und den inneren Positionsposten ein und nimm den äußeren Positionsposten und den inneren Positionsposten auf; beim Einstellen: als Ausführung; beim Einstellen: auf Grad I; beim Einsetzen: ebenfalls als Ausführung; beim Aufnehmen: ebenfalls auf Grad I.	Stelle den äußeren Positionsposten und den inneren Positionsposten ein, setze den äußeren Positionsposten und den inneren Positionsposten ein und nimm den äußeren Positionsposten und den inneren Positionsposten auf; beim Einstellen: als Ausführung; beim Einstellen: auf Grad I; beim Einsetzen: ebenfalls als Ausführung; beim Aufnehmen: ebenfalls auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	9	9	0	[1:Y=Ringposition|RUNNING:G407-E0966@1|ACTION:G407-E0966@2:T] [2:T=Stelle ein|RUNNING:G407-E0966@2|ACTION:G407-E0966@2:T] [3:O=in Eintragsform|RUNNING:G407-E0966@3|ACTION:G407-E0966@2:T] [4:E=auf Ringstufe I|RUNNING:G407-E0966@4|ACTION:G407-E0966@2:T] [5:O=in Eintragsform|RUNNING:G407-E0966@5|ACTION:G407-E0966@6:P] [6:P=Setze ein|RUNNING:G407-E0966@6|ACTION:G407-E0966@6:P] [7:CH=Lies ab|RUNNING:G407-E0966@7|ACTION:G407-E0966@7:CH] [8:E=auf Ringstufe I|RUNNING:G407-E0966@8|ACTION:G407-E0966@7:CH] [9:Y=Ringposition|RUNNING:G407-E0966@9|ACTION:G407-E0966@7:CH]	Stelle ein: Ringposition, in Eintragsform, auf Ringstufe I; Setze ein: in Eintragsform; Lies ab: auf Ringstufe I, Ringposition.	Stelle den äußeren Positionsposten und den inneren Positionsposten ein, setze den äußeren Positionsposten und den inneren Positionsposten ein und nimm den äußeren Positionsposten und den inneren Positionsposten auf; beim Einstellen: als Ausführung; beim Einstellen: auf Grad I; beim Einsetzen: ebenfalls als Ausführung; beim Aufnehmen: ebenfalls auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
967	G407-E0967	G407-S048	10	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	chekody	CH+K+O+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung; an der D-Stelle.	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung; an der D-Stelle.	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung; an der D-Stelle.	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung; an der D-Stelle.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung; an der D-Stelle.	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung; an der D-Stelle.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	5	0	[1:CH=Lies ab|RUNNING:G407-E0967@1|ACTION:G407-E0967@1:CH] [2:K=Ordne zu|RUNNING:G407-E0967@2|ACTION:G407-E0967@2:K] [3:O=in Eintragsform|RUNNING:G407-E0967@3|ACTION:G407-E0967@2:K] [4:D_ADDR=an der unteren Ringstelle|RUNNING:G407-E0967@4|ACTION:G407-E0967@2:K] [5:Y=Ringposition|RUNNING:G407-E0967@5|ACTION:G407-E0967@2:K]	Lies ab; Ordne zu: in Eintragsform, an der unteren Ringstelle, Ringposition.	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung; an der D-Stelle.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
968	G407-E0968	G407-S048	11	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	sosho	S+O+SH+O	NONSTATE_CARD	NOT_APPLICABLE	Wähle denselben Positionsposten und halte ihn; beim Wählen: als Ausführung; beim Halten: ebenfalls als Ausführung.	Wähle denselben Positionsposten und halte ihn; beim Wählen: als Ausführung; beim Halten: ebenfalls als Ausführung.	Wähle denselben Positionsposten und halte ihn; beim Wählen: als Ausführung; beim Halten: ebenfalls als Ausführung.	Wähle denselben Positionsposten und halte ihn; beim Wählen: als Ausführung; beim Halten: ebenfalls als Ausführung.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	S	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Wähle denselben Positionsposten und halte ihn; beim Wählen: als Ausführung; beim Halten: ebenfalls als Ausführung.	Wähle denselben Positionsposten und halte ihn; beim Wählen: als Ausführung; beim Halten: ebenfalls als Ausführung.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	4	0	[1:S=Wähle aus|RUNNING:G407-E0968@1|ACTION:G407-E0968@1:S] [2:O=in Eintragsform|RUNNING:G407-E0968@2|ACTION:G407-E0968@1:S] [3:SH=Halte fest|RUNNING:G407-E0968@3|ACTION:G407-E0968@3:SH] [4:O=in Eintragsform|RUNNING:G407-E0968@4|ACTION:G407-E0968@3:SH]	Wähle aus: in Eintragsform; Halte fest: in Eintragsform.	Wähle denselben Positionsposten und halte ihn; beim Wählen: als Ausführung; beim Halten: ebenfalls als Ausführung.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
