name_default_ordinal	name_default_id	content_class	raw_name_core	occurrence_count	physical_pages	surfaces	provisional_default_de	default_basis	status	guard
22	GDT582-N022	STAR_BEARING_RING_POSITION	ee	1	f72r	oteeary	Sternringstelle 20	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
23	GDT582-N023	STAR_BEARING_RING_POSITION	yd	1	f72r	okyd	Sternringstelle 21	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
24	GDT582-N024	STAR_BEARING_RING_POSITION	r	1	f72r	ralal	Sternringstelle 22	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
25	GDT582-N025	STAR_BEARING_RING_POSITION	chos	1	f72r	chosar	Sternringstelle 23	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
26	GDT582-N026	STAR_BEARING_RING_POSITION	ain	1	f72r	ainaly	Sternringstelle 24	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
27	GDT582-N027	STAR_BEARING_RING_POSITION	k	2	f72r	olkalaiin|oralkam	Sternringstelle 25	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
28	GDT582-N028	STAR_BEARING_RING_POSITION	aiin	1	f72r	oraiinam	Sternringstelle 26	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
29	GDT582-N029	STAR_BEARING_RING_POSITION	os	1	f72r	osarsheeeo	Sternringstelle 27	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
30	GDT582-N030	STAR_BEARING_RING_POSITION	eeeo	1	f72r	osarsheeeo	Sternringstelle 28	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
31	GDT582-N031	STAR_BEARING_RING_POSITION	opoiiin	1	f72r	opoiiinoin	Sternringstelle 29	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
32	GDT582-N032	STAR_BEARING_RING_POSITION	yp	1	f72r	ypaiin	Sternringstelle 30	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
33	GDT582-N033	STAR_BEARING_RING_POSITION	oeeo	1	f72r	oeeodaiin	Sternringstelle 31	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
34	GDT582-N034	STAR_BEARING_RING_POSITION	opo	1	f72r	opoeey	Sternringstelle 32	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
35	GDT582-N035	STAR_BEARING_RING_POSITION	yk	2	f72r	ykaraiin|ykolairol	Sternringstelle 33	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
36	GDT582-N036	STAR_BEARING_RING_POSITION	oeees	1	f72r	oeeesaiin	Sternringstelle 34	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
37	GDT582-N037	STAR_BEARING_RING_POSITION	f	2	f72r	fydy|olfsheoral	Sternringstelle 35	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
38	GDT582-N038	STAR_BEARING_RING_POSITION	eees	1	f72r	eeesaly	Sternringstelle 36	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
39	GDT582-N039	STAR_BEARING_RING_POSITION	a	1	f72r	orara	Sternringstelle 37	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
40	GDT582-N040	STAR_BEARING_RING_POSITION	ay	1	f72r	olay	Sternringstelle 38	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
41	GDT582-N041	STAR_BEARING_RING_POSITION	eor	1	f72r	olfsheoral	Sternringstelle 39	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
42	GDT582-N042	STAR_BEARING_RING_POSITION	yf	1	f72r	yfary	Sternringstelle 40	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
43	GDT582-N043	STAR_BEARING_RING_POSITION	aiir	1	f72r	oraiiral	Sternringstelle 41	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
44	GDT582-N044	STAR_BEARING_RING_POSITION	yto	1	f72r	ytoar	Sternringstelle 42	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
45	GDT582-N045	STAR_BEARING_RING_POSITION	et	1	f72r	oletal	Sternringstelle 43	LEARNED_RING_POSITION_SEQUENCE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
46	GDT582-N046	BATH_OR_OUTLET_STATION	d	2	f77r	darchdar|dotedy	Ablauf	CLASS_CONDITIONED_BATH_STATION_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
47	GDT582-N047	BATH_OR_OUTLET_STATION	chd	1	f77r	darchdar	erwärmtes Becken	CLASS_CONDITIONED_BATH_STATION_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
48	GDT582-N048	BATH_OR_OUTLET_STATION	kchs	1	f77r	olkchs	Zulaufrohr	CLASS_CONDITIONED_BATH_STATION_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
49	GDT582-N049	BATH_OR_OUTLET_STATION	ork	1	f77r	otork	Badebecken	CLASS_CONDITIONED_BATH_STATION_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
50	GDT582-N050	BATH_OR_OUTLET_STATION	sor	1	f77r	soral	Sitz- oder Behandlungsstation	CLASS_CONDITIONED_BATH_STATION_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
51	GDT582-N051	BATH_OR_OUTLET_STATION	edy	1	f77r	dotedy	Kühlablauf	CLASS_CONDITIONED_BATH_STATION_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
52	GDT582-N052	DRUG_OR_INGREDIENT_OBJECT	yd	1	f88v	okalyd	Honig	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
53	GDT582-N053	DRUG_OR_INGREDIENT_OBJECT	cheo	1	f88v	cheocthy	Essig	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
54	GDT582-N054	DRUG_OR_INGREDIENT_OBJECT	cphe	1	f88v	cpheor	Milch	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
55	GDT582-N055	DRUG_OR_INGREDIENT_OBJECT	ody	1	f88v	arody	Bienenwachs	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
56	GDT582-N056	DRUG_OR_INGREDIENT_OBJECT	or	2	f88v|f89r	otorain|otoram	Olivenöl	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
57	GDT582-N057	DRUG_OR_INGREDIENT_OBJECT	ora	1	f88v	otora	Eiweiß	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
58	GDT582-N058	DRUG_OR_INGREDIENT_OBJECT	cheosdy	1	f88v	cheosdy	Eigelb	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
59	GDT582-N059	DRUG_OR_INGREDIENT_OBJECT	d	6	f88v|f89r	daramdal|dararda|doly|oldam|otold|saldam	Wasser	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
60	GDT582-N060	DRUG_OR_INGREDIENT_OBJECT	am	1	f88v	daramdal	Schmalz	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
61	GDT582-N061	DRUG_OR_INGREDIENT_OBJECT	y	3	f88v|f89r	otydary|sydarary	Wein	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
62	GDT582-N062	DRUG_OR_INGREDIENT_OBJECT	dordy	1	f88v	otdordy	Butter	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
63	GDT582-N063	DRUG_OR_INGREDIENT_OBJECT	da	1	f88v	dararda	Mehl	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
64	GDT582-N064	DRUG_OR_INGREDIENT_OBJECT	qk	1	f89r	qkol	Asche	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
65	GDT582-N065	DRUG_OR_INGREDIENT_OBJECT	dy	1	f89r	otoldy	Kalk	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
66	GDT582-N066	DRUG_OR_INGREDIENT_OBJECT	cho	1	f89r	ararchodaiin	Schwefel	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
67	GDT582-N067	DRUG_OR_INGREDIENT_OBJECT	yko	1	f89r	ykocfhy	Alaun	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
68	GDT582-N068	DRUG_OR_INGREDIENT_OBJECT	s	2	f89r	saldam|saloiinsheol	Salz	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
69	GDT582-N069	DRUG_OR_INGREDIENT_OBJECT	sy	1	f89r	sydarary	Vitriol	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
70	GDT582-N070	DRUG_OR_INGREDIENT_OBJECT	od	1	f89r	odory	Harz	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
71	GDT582-N071	DRUG_OR_INGREDIENT_OBJECT	opchos	1	f89r	opchosam	Gummi arabicum	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
72	GDT582-N072	DRUG_OR_INGREDIENT_OBJECT	oiin	1	f89r	saloiinsheol	Myrrhe	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
73	GDT582-N073	DRUG_OR_INGREDIENT_OBJECT	e	1	f89r	saloiinsheol	Weihrauch	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
74	GDT582-N074	DRUG_OR_INGREDIENT_OBJECT	opchor	1	f89r	opchoroiin	Safranblüte	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
75	GDT582-N075	DRUG_OR_INGREDIENT_OBJECT	opor	1	f89r	oporain	Pfefferkorn oder Samen	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
76	GDT582-N076	DRUG_OR_INGREDIENT_OBJECT	dchos	1	f89r	okshdchos	Ingwerwurzel	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
77	GDT582-N077	DRUG_OR_INGREDIENT_OBJECT	yor	1	f89r	yorain	Zimtrinde	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
78	GDT582-N078	DRUG_OR_INGREDIENT_OBJECT	ak	1	f89r	ofakal	Gewürznelkenknospe	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
79	GDT582-N079	DRUG_OR_INGREDIENT_OBJECT	yt	1	f89r	ytarem	Salbeiblatt	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
80	GDT582-N080	DRUG_OR_INGREDIENT_OBJECT	em	1	f89r	ytarem	Rautenblatt	CLASS_CONDITIONED_MEDIEVAL_INGREDIENT_HOUSE_PALETTE	REPLACEABLE_LEARNED_DEFAULT	CLASS_AND_RAW_CORE_KEYED__NOT_A_PORTABLE_STEM_TRANSLATION
