complete_slot_ordinal	slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	locus	surface	slot_value	slot_position	boundary_class	fill_status	primary_governor_kind	primary_governor_key	realization_scope	source_detail	guard	gdt582_default_key	gdt582_default_kind	gdt582_core_concept	gdt582_concrete_default_de	gdt582_default_basis	gdt582_default_status	gdt582_guard
412	RUNNING:G407-E0150@2	RUNNING_ATOM	G407-E0150	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	RUNNING_STATEMENT	tol	OL	2	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0150@2:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OL	STRUCTURAL_CONTROL_DEFAULT	CONTINUE_RECORD	weiter im selben Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
415	RUNNING:G407-E0151@3	RUNNING_ATOM	G407-E0151	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	RUNNING_STATEMENT	cthols	OL	3	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0151@3:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OL	STRUCTURAL_CONTROL_DEFAULT	CONTINUE_RECORD	weiter im selben Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
431	RUNNING:G407-E0158@1	RUNNING_ATOM	G407-E0158	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	RUNNING_STATEMENT	otol	OT	1	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0158@1:OT	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OT	STRUCTURAL_CONTROL_DEFAULT	NEXT_RECORD	danach / neuer Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
432	RUNNING:G407-E0158@2	RUNNING_ATOM	G407-E0158	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	RUNNING_STATEMENT	otol	OL	2	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0158@2:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OL	STRUCTURAL_CONTROL_DEFAULT	CONTINUE_RECORD	weiter im selben Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
445	RUNNING:G407-E0163@1	RUNNING_ATOM	G407-E0163	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	RUNNING_STATEMENT	chol	OL	1	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0163@1:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OL	STRUCTURAL_CONTROL_DEFAULT	CONTINUE_RECORD	weiter im selben Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
471	RUNNING:G407-E0171@1	RUNNING_ATOM	G407-E0171	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	RUNNING_STATEMENT	chol	OL	1	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0171@1:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OL	STRUCTURAL_CONTROL_DEFAULT	CONTINUE_RECORD	weiter im selben Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
499	RUNNING:G407-E0184@2	RUNNING_ATOM	G407-E0184	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	RUNNING_STATEMENT	okol	OL	2	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0184@2:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OL	STRUCTURAL_CONTROL_DEFAULT	CONTINUE_RECORD	weiter im selben Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
505	RUNNING:G407-E0187@3	RUNNING_ATOM	G407-E0187	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	RUNNING_STATEMENT	cthol	OL	3	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0187@3:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OL	STRUCTURAL_CONTROL_DEFAULT	CONTINUE_RECORD	weiter im selben Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
509	RUNNING:G407-E0189@3	RUNNING_ATOM	G407-E0189	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	RUNNING_STATEMENT	ctholdar	OL	3	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0189@3:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OL	STRUCTURAL_CONTROL_DEFAULT	CONTINUE_RECORD	weiter im selben Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
528	RUNNING:G407-E0196@2	RUNNING_ATOM	G407-E0196	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	RUNNING_STATEMENT	ochol	OL	2	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0196@2:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OL	STRUCTURAL_CONTROL_DEFAULT	CONTINUE_RECORD	weiter im selben Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
