master_card_id	master_form	all_registered_surfaces	semantic_atoms	short_default_de	teaching_tier	productivity_tier	event_count	records	pages	revised_teaching_tier	final_teaching_tier
MC036	solkaiin	solkaiin	SOLK+AIIN	sammeln+Sollmaß	SPECIALIST_OR_LEARNED_CARD	NARROW_RECURRENT_PATTERN	1	B2	f82r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC037	tchody	tchody	HO+CLOSE	Zutat+Schluss	SPECIALIST_OR_LEARNED_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	H3	f11r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC038	lshedy	lshedy	WASH+CLOSE	waschen+Schluss	SPECIALIST_OR_LEARNED_CARD	LEARNED_WHOLE_CARD	2	B1	f81v	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC039	aiin	aiin|chaiin|daiin|saiin|taiin	AIIN	Sollmaß	CORE_CARD	LEARNED_WHOLE_CARD	20	B1|B2|B3|B4|B5|B6|H1|H2|H3|H4|H5	f10r|f11r|f55v|f56r|f81v|f82r|f83r	PORTABLE_CORE_CARD	PORTABLE_EXACT_CORE_CARD
MC040	okal	okal|qokal	OK+AL	ansetzen+Ziel	CORE_CARD	BROAD_PRODUCTIVE_PARADIGM	6	B1|B2|B3|H4	f55v|f81v|f82r|f83r	PORTABLE_CORE_CARD	PORTABLE_EXACT_CORE_CARD
MC041	okchol	okchol	OK+OL	ansetzen+weiter	CORE_CARD	BROAD_PRODUCTIVE_PARADIGM	1	H3	f11r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC042	cheedar	cheedar	CHD+AR	umsetzen+Quelle	BRIDGE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	B3	f83r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC043	shecthedchy	shecthedchy	CTH+CHD+Y	bereit+umsetzen+Posten	BRIDGE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	B3	f83r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC044	qokar	qokar	OK+AR	ansetzen+Quelle	CORE_CARD	BROAD_PRODUCTIVE_PARADIGM	1	B2	f82r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC045	olkeedy	olkeedy|solkeedy	SOLK+EE+CLOSE	sammeln+länger+Schluss	SPECIALIST_OR_LEARNED_CARD	NARROW_RECURRENT_PATTERN	3	B1|B3	f81v|f83r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC046	raly	raly	AL+Y	Ziel+Posten	CORE_CARD	LEARNED_WHOLE_CARD	1	B6	f83r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC047	ykain	ykain	Y+AIN	Posten+Anteil	BRIDGE_CARD	LEARNED_WHOLE_CARD	1	H4	f55v	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC048	kaiiin	kaiiin	IIN	Stufe	BRIDGE_CARD	LEARNED_WHOLE_CARD	1	H2	f10r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC049	schoal	schoal	HO+AL	Zutat+Ziel	SPECIALIST_OR_LEARNED_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	H3	f11r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC050	solkey	solkey	SOLK+E+Y	sammeln+kurz+Posten	SPECIALIST_OR_LEARNED_CARD	NARROW_RECURRENT_PATTERN	1	B4	f83r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC051	lchedal	lchedal	L+CHD+AL	abführen+umsetzen+Ziel	BRIDGE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	B1	f81v	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC052	qekey	qekey	KCH+E+Y	bearbeiten+kurz+Posten	CORE_CARD	NARROW_RECURRENT_PATTERN	1	B6	f83r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC053	otol	otol	OT+OL	danach+weiter	CORE_CARD	BROAD_PRODUCTIVE_PARADIGM	1	H2	f10r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC054	qokaly	qokaly	OK+AL+Y	ansetzen+Ziel+Posten	CORE_CARD	BROAD_PRODUCTIVE_PARADIGM	1	B2	f82r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC055	char	char|dar|sar	AR	Quelle	CORE_CARD	LEARNED_WHOLE_CARD	5	B1|B2|B3|H1|H2	f10r|f81v|f82r|f83r	PORTABLE_CORE_CARD	PORTABLE_EXACT_CORE_CARD
MC056	ral	ral	AL	Ziel	CORE_CARD	LEARNED_WHOLE_CARD	1	B1	f81v	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC057	otchedy	otchedy|qotchedy	OT+CHD+CLOSE	danach+umsetzen+Schluss	BRIDGE_CARD	BROAD_PRODUCTIVE_PARADIGM	2	B3	f83r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC058	sheckhal	sheckhal	CKH+E+AL	Durchlass+kurz+Ziel	BRIDGE_CARD	NARROW_RECURRENT_PATTERN	1	B1	f81v	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC059	dain	dain	DAIN	Tuch	SPECIALIST_OR_LEARNED_CARD	LEARNED_WHOLE_CARD	2	B4|B6	f83r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC060	otaiin	otaiin|sotaiin	OT+AIIN	danach+Sollmaß	CORE_CARD	BROAD_PRODUCTIVE_PARADIGM	3	B2|B3	f82r|f83r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC061	sshkchdy	sshkchdy	SH+KCH+CHD+CLOSE	halten+bearbeiten+umsetzen+Schluss	BRIDGE_CARD	NARROW_RECURRENT_PATTERN	1	B1	f81v	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC062	shoyty	shoyty	HO+Y+TY	Zutat+Posten+Teil	SPECIALIST_OR_LEARNED_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	H3	f11r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC063	oteey	oteey	OT+EE+Y	danach+länger+Posten	CORE_CARD	BROAD_PRODUCTIVE_PARADIGM	2	B2	f82r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC064	chedchy	chedchy	CHD+Y	umsetzen+Posten	BRIDGE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	B3	f83r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC065	ls	ls	L	abführen	BRIDGE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	B2	f82r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC066	lcheey	lcheey	L+CHEEY	abführen+Ergebnis	BRIDGE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	B2	f82r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC067	otchdy	otchdy	OT+CHD+CLOSE	danach+umsetzen+Schluss	BRIDGE_CARD	BROAD_PRODUCTIVE_PARADIGM	1	B5	f83r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC068	sotodan	sotodan	OT+DAN	danach+anwenden	SPECIALIST_OR_LEARNED_CARD	BROAD_PRODUCTIVE_PARADIGM	1	H5	f56r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC069	otytchol	otytchol	OT+TY+OL	danach+Teil+weiter	CORE_CARD	BROAD_PRODUCTIVE_PARADIGM	1	H1	f10r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC070	pchedy	pchedy	P+CHD+CLOSE	zuführen+umsetzen+Schluss	SPECIALIST_OR_LEARNED_CARD	LEARNED_WHOLE_CARD	1	B2	f82r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC071	dchey	dchey	DCHE+Y	Wurzel+Posten	SPECIALIST_OR_LEARNED_CARD	LEARNED_WHOLE_CARD	1	H1	f10r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC072	orain	orain	OR+AIN	Ansatz+Anteil	BRIDGE_CARD	LEARNED_WHOLE_CARD	1	H4	f55v	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC073	qcthey	qcthey|shcthey	CTH+E+Y	bereit+kurz+Posten	CORE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	2	B2|B3	f82r|f83r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC074	chdy	chdy|chedy	CHD+Y	umsetzen+Posten	BRIDGE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	11	B1|B3|B4|B5|H4	f55v|f81v|f83r	PORTABLE_EXACT_BRIDGE_CARD	PORTABLE_EXACT_BRIDGE_CARD
MC075	ycheor	ycheor	Y+CHEO+OR	Posten+Auszug+Ansatz	SPECIALIST_OR_LEARNED_CARD	LEARNED_WHOLE_CARD	1	H2	f10r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC076	dsheol	dsheol	SH+E+OL	halten+kurz+weiter	CORE_CARD	NARROW_RECURRENT_PATTERN	1	B1	f81v	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC077	kchal	kchal	KCH+AL	bearbeiten+Ziel	CORE_CARD	NARROW_RECURRENT_PATTERN	1	H5	f56r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC078	olsaly	olsaly	AL+Y	Ziel+Posten	CORE_CARD	LEARNED_WHOLE_CARD	1	B3	f83r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC079	daldy	daldy	AL+CLOSE	Ziel+Schluss	CORE_CARD	LEARNED_WHOLE_CARD	1	B2	f82r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC080	chor	chor|or|shor|sor	OR	Ansatz	CORE_CARD	LEARNED_WHOLE_CARD	7	B3|B4|H2|H4	f10r|f55v|f83r	PORTABLE_CORE_CARD	PORTABLE_EXACT_CORE_CARD
MC081	okair	okair	OK+AIR	ansetzen+Lauf	BRIDGE_CARD	BROAD_PRODUCTIVE_PARADIGM	1	B3	f83r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC082	qokeedy	qokeedy	OK+EE+CLOSE	ansetzen+länger+Schluss	CORE_CARD	BROAD_PRODUCTIVE_PARADIGM	10	B2|B3|B4	f82r|f83r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC083	qokedy	qokedy	OK+E+CLOSE	ansetzen+kurz+Schluss	CORE_CARD	BROAD_PRODUCTIVE_PARADIGM	8	B1|B3|B4	f81v|f83r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC084	rshedy	rshedy	WASH+CLOSE	waschen+Schluss	SPECIALIST_OR_LEARNED_CARD	LEARNED_WHOLE_CARD	1	B2	f82r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC085	cheoar	cheoar	CHEO+AR	Auszug+Quelle	SPECIALIST_OR_LEARNED_CARD	WHOLE_CARD_FIRST	1	H4	f55v	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC086	chety	chety|chty	PARTITION+TY	teilen+Teil	BRIDGE_CARD	LEARNED_WHOLE_CARD	2	B3|H1	f10r|f83r	PORTABLE_EXACT_BRIDGE_CARD	PORTABLE_EXACT_BRIDGE_CARD
MC087	chodaiin	chodaiin	HO+AIIN	Zutat+Sollmaß	SPECIALIST_OR_LEARNED_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	H2	f10r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC088	qokchdy	qokchdy	OK+CHD+CLOSE	ansetzen+umsetzen+Schluss	BRIDGE_CARD	BROAD_PRODUCTIVE_PARADIGM	3	B1|B3|B5	f81v|f83r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC089	skar	skar	SK+AR	ausgießen+Quelle	SPECIALIST_OR_LEARNED_CARD	LEARNED_WHOLE_CARD	1	B4	f83r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC090	kchol	kchol	KCH+OL	bearbeiten+weiter	CORE_CARD	NARROW_RECURRENT_PATTERN	1	H5	f56r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC091	dairydy	dairydy	AIR+Y+CLOSE	Lauf+Posten+Schluss	BRIDGE_CARD	LEARNED_WHOLE_CARD	1	B4	f83r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC092	lol	lol	L+OL	abführen+weiter	BRIDGE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	B5	f83r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC093	otal	otal|qotal	OT+AL	danach+Ziel	CORE_CARD	BROAD_PRODUCTIVE_PARADIGM	3	B3|B4	f83r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC094	cheeety	cheeety	EEE+TY	vollständig+Teil	SPECIALIST_OR_LEARNED_CARD	LEARNED_WHOLE_CARD	1	B3	f83r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC095	sheey	sheey	SH+EE+Y	halten+länger+Posten	CORE_CARD	NARROW_RECURRENT_PATTERN	1	B4	f83r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC096	qokeedal	qokeedal	OK+EE+AL	ansetzen+länger+Ziel	CORE_CARD	BROAD_PRODUCTIVE_PARADIGM	1	B1	f81v	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC097	olkain	olkain|qolkain	OL+AIN	weiter+Anteil	BRIDGE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	2	B1|B4	f81v|f83r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC098	tshol	tshol	HO+L	Zutat+abführen	SPECIALIST_OR_LEARNED_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	H3	f11r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC099	cheeckhody	cheeckhody	EE+CKH+HO+CLOSE	länger+Durchlass+Zutat+Schluss	SPECIALIST_OR_LEARNED_CARD	LEARNED_WHOLE_CARD	1	H5	f56r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC100	ody	ody	ODY	kühlen	SPECIALIST_OR_LEARNED_CARD	LEARNED_WHOLE_CARD	1	H4	f55v	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC101	ldalor	ldalor	AL	Ziel	CORE_CARD	LEARNED_WHOLE_CARD	1	B6	f83r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC102	rsheal	rsheal	SH+E+AL	halten+kurz+Ziel	CORE_CARD	NARROW_RECURRENT_PATTERN	1	B2	f82r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC103	chokchy	chokchy|okchy|qokchy	OK+Y	ansetzen+Posten	CORE_CARD	BROAD_PRODUCTIVE_PARADIGM	3	H1|H5	f10r|f56r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC104	keol	keol	E+OL	kurz+weiter	CORE_CARD	LEARNED_WHOLE_CARD	1	H5	f56r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC105	chkain	chkain|kain	AIN	Anteil	BRIDGE_CARD	LEARNED_WHOLE_CARD	3	B1|B3|B4	f81v|f83r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC106	teol	teol	E+OL	kurz+weiter	CORE_CARD	LEARNED_WHOLE_CARD	1	B1	f81v	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC107	qotchy	qotchy	OT+Y	danach+Posten	CORE_CARD	BROAD_PRODUCTIVE_PARADIGM	1	H3	f11r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC108	etyd	etyd	E+TY	kurz+Teil	CORE_CARD	LEARNED_WHOLE_CARD	1	H1	f10r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC109	ytey	ytey	Y+E+TY	Posten+kurz+Teil	CORE_CARD	LEARNED_WHOLE_CARD	1	B1	f81v	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
