event_id	section	record_unit_id	page	statement_id	visible_owner	master_card_id	visible_surface	invariant_value_de	left_value_de	right_value_de	terminal_status
E028	HERBAL	H2	f10r	H2-S002	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	MC157	cholor	derselbe Ansatz	weiter	weiter	NONCLOSE
E029	HERBAL	H2	f10r	H2-S002	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	MC153	chol	weiter	derselbe Ansatz	Sollmaß	NONCLOSE
E030	HERBAL	H2	f10r	H2-S002	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	MC039	daiin	Sollmaß	weiter	davon	NONCLOSE
E031	HERBAL	H2	f10r	H2-S002	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	MC055	dar	davon	Sollmaß	END	NONCLOSE
E033	HERBAL	H2	f10r	H2-S003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	MC080	shor	Ansatz	Zubereitungsgefäß	Ansatz	NONCLOSE
E034	HERBAL	H2	f10r	H2-S003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	MC080	chor	Ansatz	Ansatz	dies	NONCLOSE
E035	HERBAL	H2	f10r	H2-S003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	MC123	chy	dies	Ansatz	Bearbeitungsstufe	NONCLOSE
E037	HERBAL	H2	f10r	H2-S003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	MC123	dy	dies	Bearbeitungsstufe	Zugabemaß	NONCLOSE
E044	HERBAL	H3	f11r	H3-S001	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	MC119	shey	Klarlauf	nachseihen	kalt stellen; Schluss	NONCLOSE
E048	HERBAL	H3	f11r	H3-S003	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	MC123	chy	dies	vom vorigen	Bearbeiten	NONCLOSE
E050	HERBAL	H3	f11r	H3-S003	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	MC123	dy	dies	Bearbeiten	Sollmaß	NONCLOSE
E051	HERBAL	H3	f11r	H3-S003	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	MC039	daiin	Sollmaß	dies	END	NONCLOSE
E054	HERBAL	H3	f11r	H3-S004	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	MC161	cthy	bereit	weiter einsetzen	dies	NONCLOSE
E055	HERBAL	H3	f11r	H3-S004	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	MC123	dy	dies	bereit	END	NONCLOSE
E056	HERBAL	H4	f55v	H4-S001	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	MC120	qokaiin	bemessen	START	Sollmaß	NONCLOSE
E057	HERBAL	H4	f55v	H4-S001	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	MC039	chaiin	Sollmaß	bemessen	erste Portion	NONCLOSE
E061	HERBAL	H4	f55v	H4-S002	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	MC039	daiin	Sollmaß	START	überführen	NONCLOSE
E062	HERBAL	H4	f55v	H4-S002	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	MC074	chedy	überführen	Sollmaß	Verwahrort	NONCLOSE
E066	HERBAL	H4	f55v	H4-S003	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	MC032	cheeky	länger bearbeiten	Quellauszug	fertig	NONCLOSE
E067	HERBAL	H4	f55v	H4-S003	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	MC019	oldy	fertig	länger bearbeiten	END	TERMINAL
E068	HERBAL	H4	f55v	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	MC039	aiin	Sollmaß	START	dorthin einsetzen	NONCLOSE
E069	HERBAL	H4	f55v	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	MC040	okal	dorthin einsetzen	Sollmaß	Folgebereitung	NONCLOSE
E071	HERBAL	H4	f55v	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	MC080	or	Ansatz	Folgebereitung	dies	NONCLOSE
E072	HERBAL	H4	f55v	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	MC123	y	dies	Ansatz	Bereitungsanteil	NONCLOSE
E077	HERBAL	H5	f56r	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	MC039	daiin	Sollmaß	Zielzugabe	weitere Zutat	NONCLOSE
E081	HERBAL	H5	f56r	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	MC026	choky	einsetzen	Folgeansatz	dorthin	NONCLOSE
E082	HERBAL	H5	f56r	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	MC154	dal	dorthin	einsetzen	END	NONCLOSE
E085	HERBAL	H5	f56r	H5-S002	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	MC026	choky	einsetzen	Zugabeposten	auftragen; Schluss	NONCLOSE
E098	HERBAL	H5	f56r	H5-S006	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	MC171	otchey	das nächste	START	kurz weiterbearbeiten	NONCLOSE
E100	HERBAL	H5	f56r	H5-S006	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	MC039	daiin	Sollmaß	kurz weiterbearbeiten	END	NONCLOSE
E102	BIOLOGICAL	B1	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	MC120	okaiin	bemessen	START	Beckenlauf	NONCLOSE
E104	BIOLOGICAL	B1	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	MC040	okal	dorthin einsetzen	Beckenlauf	davon	NONCLOSE
E105	BIOLOGICAL	B1	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	MC055	sar	davon	dorthin einsetzen	weiter	NONCLOSE
E106	BIOLOGICAL	B1	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	MC153	ol	weiter	davon	Portion	NONCLOSE
E109	BIOLOGICAL	B1	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	MC154	al	dorthin	weiterer Anteil	weiter	NONCLOSE
E110	BIOLOGICAL	B1	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	MC153	ol	weiter	dorthin	Anschluss	NONCLOSE
E113	BIOLOGICAL	B1	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	MC157	olor	derselbe Ansatz	Zusatz	weiter	NONCLOSE
E114	BIOLOGICAL	B1	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	MC153	ol	weiter	derselbe Ansatz	Kurze Zielpassage	NONCLOSE
E116	BIOLOGICAL	B1	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	MC039	daiin	Sollmaß	Kurze Zielpassage	Langer Zieleinsatz	NONCLOSE
E118	BIOLOGICAL	B1	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	MC039	daiin	Sollmaß	Langer Zieleinsatz	durchleiten	NONCLOSE
E121	BIOLOGICAL	B1	f81v	B1-S003	gemeinsames zweireihiges Figuren-/Beckenfeld	MC153	qol	weiter	START	Haltetransfer; Schluss	NONCLOSE
E123	BIOLOGICAL	B1	f81v	B1-S004	gemeinsames zweireihiges Figuren-/Beckenfeld	MC074	chedy	überführen	START	weiter	NONCLOSE
E124	BIOLOGICAL	B1	f81v	B1-S004	gemeinsames zweireihiges Figuren-/Beckenfeld	MC153	ol	weiter	überführen	kurz absetzen; Schluss	NONCLOSE
E132	BIOLOGICAL	B1	f81v	B1-S008	gemeinsames zweireihiges Figuren-/Beckenfeld	MC123	chey	dies	START	weiter	NONCLOSE
E133	BIOLOGICAL	B1	f81v	B1-S008	gemeinsames zweireihiges Figuren-/Beckenfeld	MC153	ol	weiter	dies	kurz wärmen	NONCLOSE
E135	BIOLOGICAL	B1	f81v	B1-S008	gemeinsames zweireihiges Figuren-/Beckenfeld	MC153	ol	weiter	kurz wärmen	kurz absetzen; Schluss	NONCLOSE
E140	BIOLOGICAL	B1	f81v	B1-S011	gemeinsames zweireihiges Figuren-/Beckenfeld	MC026	qoky	einsetzen	durchleiten	END	NONCLOSE
E145	BIOLOGICAL	B1	f81v	B1-S014	gemeinsames zweireihiges Figuren-/Beckenfeld	MC074	chedy	überführen	START	Weiterweg	NONCLOSE
E148	BIOLOGICAL	B1	f81v	B1-S014	gemeinsames zweireihiges Figuren-/Beckenfeld	MC153	qol	weiter	Zielabführung	Folgequelle	NONCLOSE
E152	BIOLOGICAL	B1	f81v	B1-S016	gemeinsames zweireihiges Figuren-/Beckenfeld	MC040	qokal	dorthin einsetzen	START	lange einwirken	NONCLOSE
E154	BIOLOGICAL	B1	f81v	B1-S016	gemeinsames zweireihiges Figuren-/Beckenfeld	MC153	qol	weiter	lange einwirken	kurz absetzen; Schluss	NONCLOSE
E156	BIOLOGICAL	B1	f81v	B1-S017	gemeinsames zweireihiges Figuren-/Beckenfeld	MC154	sal	dorthin	START	kurz weiterführen	NONCLOSE
E166	BIOLOGICAL	B1	f81v	B1-S021	gemeinsames zweireihiges Figuren-/Beckenfeld	MC154	chal	dorthin	START	END	NONCLOSE
E170	BIOLOGICAL	B2	f82r	B2-S003	obere Paarbecken-/Zylinderstation	MC123	dy	dies	Anteil zugeben	lange einwirken; Schluss	NONCLOSE
E172	BIOLOGICAL	B2	f82r	B2-S004	obere Paarbecken-/Zylinderstation	MC040	qokal	dorthin einsetzen	START	Abführpassage	NONCLOSE
E180	BIOLOGICAL	B2	f82r	B2-S005	obere Paarbecken-/Zylinderstation	MC120	qokaiin	bemessen	durchleiten	bemessen	NONCLOSE
E181	BIOLOGICAL	B2	f82r	B2-S005	obere Paarbecken-/Zylinderstation	MC120	qokaiin	bemessen	bemessen	Fortsetzung vorbereiten	NONCLOSE
E186	BIOLOGICAL	B2	f82r	B2-S006	obere Paarbecken-/Zylinderstation	MC040	qokal	dorthin einsetzen	Langfolge	Kurzpassage	NONCLOSE
E188	BIOLOGICAL	B2	f82r	B2-S006	obere Paarbecken-/Zylinderstation	MC026	qoky	einsetzen	Kurzpassage	END	NONCLOSE
E195	BIOLOGICAL	B2	f82r	B2-S010	mittlere linke Geräte-/Inline-Knotenstation	MC026	qoky	einsetzen	lange einwirken	Auslass	NONCLOSE
E197	BIOLOGICAL	B2	f82r	B2-S010	mittlere linke Geräte-/Inline-Knotenstation	MC119	cheey	Klarlauf	Auslass	END	NONCLOSE
E199	BIOLOGICAL	B2	f82r	B2-S011	ungelöste mittlere rechte Linie-/Liegepodeststation	MC055	char	davon	Anteil zugeben	Anteil zugeben	NONCLOSE
E203	BIOLOGICAL	B2	f82r	B2-S012	unteres grünes Mehrfigurenfeld	MC119	cheey	Klarlauf	Abführgut	kurz vorbereiten	NONCLOSE
E207	BIOLOGICAL	B2	f82r	B2-S012	unteres grünes Mehrfigurenfeld	MC039	daiin	Sollmaß	Klarabzug	dies	NONCLOSE
E208	BIOLOGICAL	B2	f82r	B2-S012	unteres grünes Mehrfigurenfeld	MC123	chey	dies	Sollmaß	Volleinsatz; Schluss	NONCLOSE
E214	BIOLOGICAL	B2	f82r	B2-S016	lokale Randstationen des unteren Feldes	MC154	cheal	dorthin	START	Quellabführung	NONCLOSE
E217	BIOLOGICAL	B2	f82r	B2-S016	lokale Randstationen des unteren Feldes	MC039	aiin	Sollmaß	teilen	Langfolge	NONCLOSE
E219	BIOLOGICAL	B2	f82r	B2-S016	lokale Randstationen des unteren Feldes	MC120	qokaiin	bemessen	Langfolge	kurz einwirken	NONCLOSE
E232	BIOLOGICAL	B3	f83r	B3-S003	obere offene Fächer-Randstation	MC123	chey	dies	START	Sollmaß	NONCLOSE
E233	BIOLOGICAL	B3	f83r	B3-S003	obere offene Fächer-Randstation	MC039	daiin	Sollmaß	dies	dies	NONCLOSE
E234	BIOLOGICAL	B3	f83r	B3-S003	obere offene Fächer-Randstation	MC123	chey	dies	Sollmaß	abführen; Schluss	NONCLOSE
E236	BIOLOGICAL	B3	f83r	B3-S004	obere offene Fächer-Randstation	MC120	qokaiin	bemessen	START	danach dorthin	NONCLOSE
E238	BIOLOGICAL	B3	f83r	B3-S004	obere offene Fächer-Randstation	MC055	dar	davon	danach dorthin	END	NONCLOSE
E241	BIOLOGICAL	B3	f83r	B3-S006	mittlere runde Gefäß-Randstation	MC040	qokal	dorthin einsetzen	Postentransfer	weiterführen; Schluss	NONCLOSE
E243	BIOLOGICAL	B3	f83r	B3-S007	mittlere runde Gefäß-Randstation	MC120	qokaiin	bemessen	START	überführen	NONCLOSE
E244	BIOLOGICAL	B3	f83r	B3-S007	mittlere runde Gefäß-Randstation	MC074	chedy	überführen	bemessen	lange einwirken; Schluss	NONCLOSE
E247	BIOLOGICAL	B3	f83r	B3-S009	mittlere runde Gefäß-Randstation	MC026	qoky	einsetzen	START	END	NONCLOSE
E251	BIOLOGICAL	B3	f83r	B3-S011	untere korbartige Gefäß-Randstation	MC026	qoky	einsetzen	Vorbereitungstransfer	überführen	NONCLOSE
E252	BIOLOGICAL	B3	f83r	B3-S011	untere korbartige Gefäß-Randstation	MC074	chedy	überführen	einsetzen	Quellposten	NONCLOSE
E254	BIOLOGICAL	B3	f83r	B3-S012	untere korbartige Gefäß-Randstation	MC080	sor	Ansatz	START	kurz absetzen; Schluss	NONCLOSE
E256	BIOLOGICAL	B3	f83r	B3-S013	untere korbartige Gefäß-Randstation	MC120	qokaiin	bemessen	START	Portion	NONCLOSE
E268	BIOLOGICAL	B3	f83r	B3-S020	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	MC154	dal	dorthin	START	abführen; Schluss	NONCLOSE
E270	BIOLOGICAL	B3	f83r	B3-S021	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	MC120	qokaiin	bemessen	START	bereit	NONCLOSE
E271	BIOLOGICAL	B3	f83r	B3-S021	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	MC161	shcthy	bereit	bemessen	dorthin	NONCLOSE
E272	BIOLOGICAL	B3	f83r	B3-S021	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	MC154	dal	dorthin	bereit	dies	NONCLOSE
E273	BIOLOGICAL	B3	f83r	B3-S021	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	MC123	sy	dies	dorthin	Sollmaß	NONCLOSE
E274	BIOLOGICAL	B3	f83r	B3-S021	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	MC039	saiin	Sollmaß	dies	am Ziel absetzen	NONCLOSE
E277	BIOLOGICAL	B3	f83r	B3-S021	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	MC123	chey	dies	Kurzvorbereitung	dorthin	NONCLOSE
E278	BIOLOGICAL	B3	f83r	B3-S021	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	MC154	tal	dorthin	dies	bereit	NONCLOSE
E279	BIOLOGICAL	B3	f83r	B3-S021	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	MC161	shcthy	bereit	dorthin	Zieltransfer; Schluss	NONCLOSE
E287	BIOLOGICAL	B3	f83r	B3-S026	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	MC074	chedy	überführen	Sollabsetzung	Anteil zugeben	NONCLOSE
E289	BIOLOGICAL	B3	f83r	B3-S026	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	MC161	checthy	bereit	Anteil zugeben	Zielbereitung	NONCLOSE
E295	BIOLOGICAL	B3	f83r	B3-S029	Hauptpaar am sichtbaren ungerichteten Bogen	MC153	sol	weiter	START	Vollteil	NONCLOSE
E298	BIOLOGICAL	B3	f83r	B3-S030	Hauptpaar am sichtbaren ungerichteten Bogen	MC026	qoky	einsetzen	START	Sollmaß	NONCLOSE
E299	BIOLOGICAL	B3	f83r	B3-S030	Hauptpaar am sichtbaren ungerichteten Bogen	MC039	saiin	Sollmaß	einsetzen	Weiterlauf	NONCLOSE
E304	BIOLOGICAL	B3	f83r	B3-S032	Hauptpaar am sichtbaren ungerichteten Bogen	MC074	chedy	überführen	Anteilstransfer	Kurzsoll	NONCLOSE
E310	BIOLOGICAL	B3	f83r	B3-S034	Hauptpaar am sichtbaren ungerichteten Bogen	MC161	checthy	bereit	Arbeitsstufe	Teil	NONCLOSE
E311	BIOLOGICAL	B3	f83r	B3-S034	Hauptpaar am sichtbaren ungerichteten Bogen	MC086	chety	Teil	bereit	Folgemaß	NONCLOSE
E319	BIOLOGICAL	B4	f83r	B4-S003	Hauptpaar am sichtbaren ungerichteten Bogen	MC074	chedy	überführen	START	danach dorthin	NONCLOSE
E321	BIOLOGICAL	B4	f83r	B4-S003	Hauptpaar am sichtbaren ungerichteten Bogen	MC171	otchey	das nächste	danach dorthin	lange einwirken	NONCLOSE
E323	BIOLOGICAL	B4	f83r	B4-S003	Hauptpaar am sichtbaren ungerichteten Bogen	MC026	qoky	einsetzen	lange einwirken	weiter	NONCLOSE
E324	BIOLOGICAL	B4	f83r	B4-S003	Hauptpaar am sichtbaren ungerichteten Bogen	MC153	tol	weiter	einsetzen	kurz absetzen; Schluss	NONCLOSE
E328	BIOLOGICAL	B4	f83r	B4-S005	Hauptpaar am sichtbaren ungerichteten Bogen	MC074	chedy	überführen	Einlage	lange einwirken; Schluss	NONCLOSE
E332	BIOLOGICAL	B4	f83r	B4-S008	Hauptpaar am sichtbaren ungerichteten Bogen	MC039	saiin	Sollmaß	START	länger bearbeiten	NONCLOSE
E333	BIOLOGICAL	B4	f83r	B4-S008	Hauptpaar am sichtbaren ungerichteten Bogen	MC032	cheeky	länger bearbeiten	Sollmaß	Langhalt	NONCLOSE
E337	BIOLOGICAL	B4	f83r	B4-S010	Hauptpaar am sichtbaren ungerichteten Bogen	MC019	oldy	fertig	START	END	TERMINAL
E338	BIOLOGICAL	B4	f83r	B4-S011	linke offene Fransen-/Unterlaufstation	MC039	saiin	Sollmaß	START	kurz wärmen	NONCLOSE
E342	BIOLOGICAL	B4	f83r	B4-S011	linke offene Fransen-/Unterlaufstation	MC074	chdy	überführen	Anteil zugeben	weiter	NONCLOSE
E343	BIOLOGICAL	B4	f83r	B4-S011	linke offene Fransen-/Unterlaufstation	MC153	sol	weiter	überführen	Kurzabzug; Schluss	NONCLOSE
E348	BIOLOGICAL	B4	f83r	B4-S014	linke offene Fransen-/Unterlaufstation	MC080	or	Ansatz	START	dies	NONCLOSE
E349	BIOLOGICAL	B4	f83r	B4-S014	linke offene Fransen-/Unterlaufstation	MC123	chey	dies	Ansatz	Kurzdurchgang	NONCLOSE
E353	BIOLOGICAL	B4	f83r	B4-S015	linke offene Fransen-/Unterlaufstation	MC119	shey	Klarlauf	Anteil zugeben	Portion	NONCLOSE
E359	BIOLOGICAL	B4	f83r	B4-S016	rechte S-Lauf-/Mehrarmknotenstation	MC154	dal	dorthin	weiterer Anteil	Quellausguss	NONCLOSE
E365	BIOLOGICAL	B5	f83r	B5-S003	linker offener Fransen-Endposten	MC154	dal	dorthin	am Ziel absetzen	weiter	NONCLOSE
E366	BIOLOGICAL	B5	f83r	B5-S003	linker offener Fransen-Endposten	MC153	cheol	weiter	dorthin	Weiterabzug	NONCLOSE
E369	BIOLOGICAL	B5	f83r	B5-S003	linker offener Fransen-Endposten	MC039	aiin	Sollmaß	Zieltransfer	weiter	NONCLOSE
E370	BIOLOGICAL	B5	f83r	B5-S003	linker offener Fransen-Endposten	MC153	sol	weiter	Sollmaß	Endstufe	NONCLOSE
E372	BIOLOGICAL	B5	f83r	B5-S003	linker offener Fransen-Endposten	MC074	chedy	überführen	Endstufe	END	NONCLOSE
E376	BIOLOGICAL	B6	f83r	B6-S001	rechter S-Lauf-/Mehrarm-Endposten	MC153	ol	weiter	Endposten	Sollmaß	NONCLOSE
E377	BIOLOGICAL	B6	f83r	B6-S001	rechter S-Lauf-/Mehrarm-Endposten	MC039	daiin	Sollmaß	weiter	weiter	NONCLOSE
E378	BIOLOGICAL	B6	f83r	B6-S001	rechter S-Lauf-/Mehrarm-Endposten	MC153	ol	weiter	Sollmaß	Einlage	NONCLOSE
E380	BIOLOGICAL	B6	f83r	B6-S001	rechter S-Lauf-/Mehrarm-Endposten	MC123	chey	dies	Einlage	Endziel	NONCLOSE
