identity	representative_surface	component_recipe	concrete_default_de	visible_marks	orders	order_count	pages	stage_classes	teaching_action
PROC091	okchedy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	2	WH01,WH03	2	f81v,f83r	APP	MEMORIZE_PORTABLE_CORE
PROC092	okeey	OK+EE+Y	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	7	WH01,WH02,WH03,WH04	4	f81v,f82r,f83r	APP	MEMORIZE_PORTABLE_CORE
PROC097	oiiin	O+IIN	ARBEITSGANG · EINE EINGESTELLTE ARBEITSSTUFE	2	WH01,WH03	2	f81v,f83r	APP	MEMORIZE_PORTABLE_CORE
PROC098	olkeedy	SOLK+EE+DY	SAMMELN · DREI KURZE ARBEITSGAENGE · SCHLUSS	3	WH01,WH03	2	f81v,f83r	APP	MEMORIZE_PORTABLE_CORE
PROC099	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	3	WH01,WH04	2	f81v,f83r	APP	MEMORIZE_PORTABLE_CORE
PROC100	qokeedy	OK+EE+DY	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	10	WH02,WH03,WH04	3	f82r,f83r	APP	MEMORIZE_PORTABLE_CORE
PROC108	ldy	L+DY	LEITEN · SCHLUSS	2	WH02,WH03	2	f82r,f83r	APP	MEMORIZE_PORTABLE_CORE
PROC112	sotaiin	OT+AIIN	DANACH · EIN KLEINER SCHOEPFBECHER	3	WH02,WH03	2	f82r,f83r	APP	MEMORIZE_PORTABLE_CORE
PROC117	qcthey	CTH+E+Y	BEREITEN · EIN KURZER ARBEITSGANG · POSTEN	2	WH02,WH03	2	f82r,f83r	APP	MEMORIZE_PORTABLE_CORE
PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	8	WH02,WH03,WH04	3	f82r,f83r	APP	MEMORIZE_PORTABLE_CORE
PROC129	qoteedy	OT+EE+DY	DANACH · DREI KURZE ARBEITSGAENGE · SCHLUSS	2	WH02,WH03	2	f82r,f83r	APP	MEMORIZE_PORTABLE_CORE
PROC131	qotal	OT+AL	DANACH · ZIELSTELLE	3	WH03,WH04	2	f83r	APP	MEMORIZE_PORTABLE_CORE
PROC142	shedal	SHED+AL	STEHENLASSEN · ZIELSTELLE	2	WH03,WH05	2	f83r	APP	MEMORIZE_PORTABLE_CORE
PROC156	dain	AIN	EIN ABGEGRENZTER TEIL	2	WH04,WH06	2	f83r	APP	MEMORIZE_PORTABLE_CORE
