order_id	stage	unit	page	original_surface_sequence	fifth_hand_surface_sequence	normalized_marks	literal_sequence_de	fluent_workshop_reading_de	meaning_changed
WH01	APPLY_B1	B1-S009	f81v	qokedy	qokedy	0	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	NO
WH01	APPLY_B1	B1-S010	f81v	qokedy	qokedy	0	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	NO
WH01	APPLY_B1	B1-S011	f81v	chckhy qoky	chckhy qoky	0	DURCHLASS · POSTEN; ANSETZEN · POSTEN	Am gemeinsamen zweireihigen Becken: Den laufenden Posten durch den Durchlass; dann ihn ansetzen.	NO
WH01	APPLY_B1	B1-S012	f81v	lsho qokey lshedy	lsho okey lshedy	1	SPUELEN · ARBEITSGANG; ANSETZEN · EIN KURZER ARBEITSGANG · POSTEN; SPUELEN · EIN KURZER ARBEITSGANG · SCHLUSS	Am gemeinsamen zweireihigen Becken: Im Arbeitsgang spuelen, den Posten kurz ansetzen, nochmals kurz spuelen und den Schritt schliessen.	NO
WH01	APPLY_B1	B1-S013	f81v	lshedy	lshedy	0	SPUELEN · EIN KURZER ARBEITSGANG · SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz spuelen und den Schritt schliessen.	NO
WH01	APPLY_B1	B1-S014	f81v	chedy qolky lchedal qol otar	chedy qolky lchedal ol otar	1	UMSETZEN · POSTEN; SAMMELN · POSTEN; LEITEN · UMSETZEN · ZIELSTELLE; WEITER; DANACH · QUELLE	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und sammeln; zur Zielstelle leiten und umsetzen, dort weiterarbeiten und danach zur Quelle wechseln.	NO
WH01	APPLY_B1	B1-S015	f81v	ytey okchedy	ytey okchedy	0	BEARBEITEN · EIN KURZER ARBEITSGANG · POSTEN; ANSETZEN · UMSETZEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Den laufenden Posten kurz bearbeiten; dann ansetzen und umsetzen; den Schritt schliessen.	NO
WH01	APPLY_B1	B1-S016	f81v	qokal okeey qol cheedy	qokal qokeey ol shedy	3	ANSETZEN · ZIELSTELLE; ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN; WEITER; STEHENLASSEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Zur Zielstelle ansetzen; dann laenger den laufenden Posten ansetzen; dann weiterarbeiten; dann stehen lassen; den Schritt schliessen.	NO
WH01	APPLY_B1	B1-S017	f81v	sal teol dchdy	dal teol dchdy	1	ZIELSTELLE; EIN KURZER ARBEITSGANG · WEITER; UMSETZEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: An der Zielstelle kurz weiterarbeiten, umsetzen und den Schritt schliessen.	NO
WH01	APPLY_B1	B1-S018	f81v	ly dsheol oiiin olkeedy	ly dsheol oiiin olkeedy	0	LEITEN · POSTEN; HALTEN · EIN KURZER ARBEITSGANG · WEITER; ARBEITSGANG · EINE EINGESTELLTE ARBEITSSTUFE; SAMMELN · DREI KURZE ARBEITSGAENGE · SCHLUSS	Am gemeinsamen zweireihigen Becken: Den laufenden Posten leiten; dann kurz weiter halten; dann im Arbeitsgang bis zur Stufe; dann laenger sammeln; den Schritt schliessen.	NO
WH01	APPLY_B1	B1-S019	f81v	tedy	shedy	1	STEHENLASSEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Stehen lassen; den Schritt schliessen.	NO
WH01	APPLY_B1	B1-S020	f81v	cheky shckhedy	cheky shckhedy	0	WAERMEN · EIN KURZER ARBEITSGANG · POSTEN; HALTEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten erwaermen; dann kurz durch den Durchlass halten; den Schritt schliessen.	NO
WH01	APPLY_B1	B1-S021	f81v	chal	dal	1	ZIELSTELLE	Am gemeinsamen zweireihigen Becken: Die Zielstelle festlegen.	NO
WH01	CONDITION_C5@f69v.2	f69v.2	f69v	yka chol ykar dal ykady iokeeor cheey choly ykeeal cheo oaram ockhy sheey aiin y daiial cheody cheal yetey chear y dy ykey ch y dy chol ykar ol y ykeeody chey dal ody airchy choky ychey chey	yka chol ykar dal ykady iokeeor cheey choly ykeeal cheo oaram ockhy sheey aiin y daiial cheody cheal yetey chear y dy ykey ch y dy chol ykar ol y ykeeody chey dal ody airchy choky ychey chey	0	DIESER_EINTRAG · BEDINGUNGSTEIL 1 VON C5@f69v.2; WEITER; DIESER_EINTRAG · VON · BEDINGUNGSTEIL 3 VON C5@f69v.2; AN; DIESER_EINTRAG · DIESER_EINTRAG · BEDINGUNGSTEIL 5 VON C5@f69v.2; BEDINGUNGSTEIL 6 VON C5@f69v.2 KOPIEREN; BEDINGUNGSTEIL 7 VON C5@f69v.2 KOPIEREN; WEITER · DIESER_EINTRAG; DIESER_EINTRAG · LAENGER · AN · BEDINGUNGSTEIL 9 VON C5@f69v.2; BEDINGUNGSTEIL 10 VON C5@f69v.2 KOPIEREN; VON · BEDINGUNGSTEIL 11 VON C5@f69v.2; DIESER_EINTRAG · BEDINGUNGSTEIL 12 VON C5@f69v.2; LAENGER · DIESER_EINTRAG · BEDINGUNGSTEIL 13 VON C5@f69v.2; SOLLMASS; DIESER_EINTRAG; BEDINGUNGSTEIL 16 VON C5@f69v.2 KOPIEREN; DIESER_EINTRAG · BEDINGUNGSTEIL 17 VON C5@f69v.2; AN; DIESER_EINTRAG · KURZ · KURZ · DIESER_EINTRAG · BEDINGUNGSTEIL 19 VON C5@f69v.2; KURZ · VON · BEDINGUNGSTEIL 20 VON C5@f69v.2; DIESER_EINTRAG; DIESER_EINTRAG; DIESER_EINTRAG · KURZ · DIESER_EINTRAG · BEDINGUNGSTEIL 23 VON C5@f69v.2; BEDINGUNGSTEIL 24 VON C5@f69v.2 KOPIEREN; DIESER_EINTRAG; DIESER_EINTRAG; WEITER; DIESER_EINTRAG · VON · BEDINGUNGSTEIL 28 VON C5@f69v.2; WEITER; DIESER_EINTRAG; DIESER_EINTRAG · LAENGER · DIESER_EINTRAG · BEDINGUNGSTEIL 31 VON C5@f69v.2; DIESER_EINTRAG; AN; LOKAL_SCHLIESSEN · BEDINGUNGSTEIL 34 VON C5@f69v.2; DIESER_EINTRAG · BEDINGUNGSTEIL 35 VON C5@f69v.2; DIESER_EINTRAG · BEDINGUNGSTEIL 36 VON C5@f69v.2; DIESER_EINTRAG · DIESER_EINTRAG; DIESER_EINTRAG	Kopiere den vollständigen lokalen Bedingungsgriff C5@f69v.2 und führe seine relativen Bedienwerte aus.	NO
WH02	MAKE_D.P1	H5-S001	f56r	chochor cho chodaly daiin sho kchol otchor choky dal	chochor cho chodaly daiin cho kchol otchor qoky dal	2	ZUTAT · ENTNEHMEN · ANSATZ; ZUTAT; ZUTAT · ZIELSTELLE · POSTEN; EIN KLEINER SCHOEPFBECHER; ZUTAT; ZUGEBEN · WEITER; DANACH · ENTNEHMEN · ANSATZ; ANSETZEN · POSTEN; ZIELSTELLE	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz entnehmen, zur Zielstelle bringen und nach Sollmass weiter zugeben; danach vom Ansatz entnehmen und den Posten an der Zielstelle ansetzen.	NO
WH02	MAKE_D.P1	H5-S002	f56r	schol choy choky cheeckhody	schol choy qoky cheeckhody	1	DAVON; ZUTAT · POSTEN; ANSETZEN · POSTEN; ENTNEHMEN · DREI KURZE ARBEITSGAENGE · DURCHLASS · ARBEITSGANG · SCHLUSS	Bei der mehrkoepfigen stacheligen Pflanze: Davon, die Zutat als laufenden Posten fuehren und ansetzen; laenger im Arbeitsgang durch den Durchlass entnehmen und schliessen.	NO
WH02	APPLY_B2	B2-S001	f82r	dchedy	schedy	1	UMSETZEN · SCHLUSS	An den oberen Paarbecken mit Zylinder: Umsetzen und den Schritt schliessen.	NO
WH02	APPLY_B2	B2-S002	f82r	qolchedy	qolchedy	0	WEITER · UMSETZEN · SCHLUSS	An den oberen Paarbecken mit Zylinder: Weiter umsetzen; den Schritt schliessen.	NO
WH02	APPLY_B2	B2-S003	f82r	qokain dy qokeedy	qokain chey qokeedy	1	ANSETZEN · EIN ABGEGRENZTER TEIL; POSTEN; ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	An den oberen Paarbecken mit Zylinder: Als Portion ansetzen; dann den laufenden Posten beibehalten; dann laenger ansetzen; den Schritt schliessen.	NO
WH02	APPLY_B2	B2-S004	f82r	qokal lcheckhy lched qokeey lcheckhedy	qokal lcheckhy lched qokeey lcheckhedy	0	ANSETZEN · ZIELSTELLE; LEITEN · DURCHLASS · POSTEN; LEITEN · UMSETZEN; ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN; LEITEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	An den oberen Paarbecken mit Zylinder: An der Zielstelle ansetzen; den Posten durch den Durchlass leiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass leiten und schliessen.	NO
WH02	APPLY_B2	B2-S005	f82r	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	0	ANSETZEN · ZIELSTELLE · POSTEN; SAMMELN · EIN KLEINER SCHOEPFBECHER; DURCHLASS · POSTEN; ANSETZEN · EIN KLEINER SCHOEPFBECHER; ANSETZEN · EIN KLEINER SCHOEPFBECHER; ARBEITSGANG · BEREITEN · EIN KURZER ARBEITSGANG · WEITER; WAERMEN · DREI KURZE ARBEITSGAENGE · POSTEN; LEITEN · SCHLUSS	An den oberen Paarbecken mit Zylinder: Den Posten an der Zielstelle ansetzen und bis zum Sollmass sammeln. Ihn durch den Durchlass fuehren, zweimal nach Sollmass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft weiterarbeiten, laenger erwaermen, leiten und schliessen.	NO
WH02	APPLY_B2	B2-S006	f82r	oteey qokal sheckhy qoky	oteey qokal sheckhy qoky	0	DANACH · DREI KURZE ARBEITSGAENGE · POSTEN; ANSETZEN · ZIELSTELLE; HALTEN · EIN KURZER ARBEITSGANG · DURCHLASS · POSTEN; ANSETZEN · POSTEN	An den oberen Paarbecken mit Zylinder: Danach laenger den laufenden Posten; dann zur Zielstelle ansetzen; dann ihn kurz durch den Durchlass halten; dann ihn ansetzen.	NO
WH02	APPLY_B2	B2-S007	f82r	dshedy	dshedy	0	HALTEN · EIN KURZER ARBEITSGANG · SCHLUSS	An der linken Mittelstation mit Zwischenknoten: Kurz halten; den Schritt schliessen.	NO
WH02	APPLY_B2	B2-S008	f82r	sotaiin qokar shedy	otaiin qokar shedy	1	DANACH · EIN KLEINER SCHOEPFBECHER; ANSETZEN · QUELLE; STEHENLASSEN · SCHLUSS	An der linken Mittelstation mit Zwischenknoten: Danach nach Sollmass; dann aus der Quelle ansetzen; dann stehen lassen; den Schritt schliessen.	NO
WH02	APPLY_B2	B2-S009	f82r	solshedy	solshedy	0	WEITER · HALTEN · EIN KURZER ARBEITSGANG · SCHLUSS	An der linken Mittelstation mit Zwischenknoten: Kurz weiter halten; den Schritt schliessen.	NO
WH02	APPLY_B2	B2-S010	f82r	qokeey qoky ls cheey	qokeey qoky ls cheey	0	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN; ANSETZEN · POSTEN; WEITER; HALTEN · DREI KURZE ARBEITSGAENGE · POSTEN	An der linken Mittelstation mit Zwischenknoten: Laenger den laufenden Posten ansetzen; dann ihn ansetzen; dann weiterarbeiten; dann ihn laenger halten.	NO
WH02	APPLY_B2	B2-S011	f82r	okain char okain qokeedy	qokain char qokain qokeedy	2	ANSETZEN · EIN ABGEGRENZTER TEIL; QUELLE; ANSETZEN · EIN ABGEGRENZTER TEIL; ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	An der rechten unklaren Mittelstation: Eine Portion ansetzen, aus der Quelle eine zweite Portion ansetzen, laenger ansetzen und schliessen.	NO
WH02	APPLY_B2	B2-S012	f82r	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	0	LEITEN · ENTNEHMEN · POSTEN; HALTEN · DREI KURZE ARBEITSGAENGE · POSTEN; BEREITEN · EIN KURZER ARBEITSGANG · POSTEN; ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN; LEITEN · DREI KURZE ARBEITSGAENGE · POSTEN; EIN KLEINER SCHOEPFBECHER; POSTEN; ANSETZEN · BIS DER GANZE POSTEN ERFASST IST · SCHLUSS	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten leiten und entnehmen; laenger halten, kurz bereitet halten, laenger ansetzen und laenger leiten; nach Sollmass beibehalten, vollstaendig ansetzen und schliessen.	NO
WH02	APPLY_B2	B2-S013	f82r	lchedy	lchedy	0	LEITEN · UMSETZEN · SCHLUSS	Am unteren gruenen Figurenbecken: Leiten und umsetzen; den Schritt schliessen.	NO
WH02	APPLY_B2	B2-S014	f82r	lar	lar	0	LEITEN · QUELLE	Am unteren gruenen Figurenbecken: Aus der Quelle leiten.	NO
WH02	APPLY_B2	B2-S015	f82r	tshey qokeedy	tshey qokeedy	0	HALTEN · EIN KURZER ARBEITSGANG · POSTEN; ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	An den Randstationen des unteren Beckens: Kurz den laufenden Posten halten; dann laenger ansetzen; den Schritt schliessen.	NO
WH02	APPLY_B2	B2-S016	f82r	cheal lchedar ches aiin oteey qokaiin okey pchedy	dal lchedar ches daiin oteey qokaiin okey pchedy	2	ZIELSTELLE; LEITEN · UMSETZEN · QUELLE; ENTNEHMEN · EIN KURZER ARBEITSGANG · PROBE; EIN KLEINER SCHOEPFBECHER; DANACH · DREI KURZE ARBEITSGAENGE · POSTEN; ANSETZEN · EIN KLEINER SCHOEPFBECHER; ANSETZEN · EIN KURZER ARBEITSGANG · POSTEN; EINBRINGEN · UMSETZEN · SCHLUSS	An den Randstationen des unteren Beckens: An der Zielstelle aus der Quelle leiten und umsetzen. Kurz eine Probe entnehmen; nach Sollmass den naechsten Posten laenger fuehren, nach Sollmass und kurz ansetzen, einbringen, umsetzen und schliessen.	NO
WH02	APPLY_B2	B2-S017	f82r	rsheal daldy	rsheal daldy	0	KUEHLEN · HALTEN · EIN KURZER ARBEITSGANG · ZIELSTELLE; ZIELSTELLE · SCHLUSS	An den Randstationen des unteren Beckens: An der Zielstelle kurz kuehlen und halten, dann den Schritt an der Zielstelle schliessen.	NO
WH02	APPLY_B2	B2-S018	f82r	qokeedy	qokeedy	0	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	NO
WH02	APPLY_B2	B2-S019	f82r	rshedy	rshedy	0	KUEHLEN · STEHENLASSEN · SCHLUSS	An den Randstationen des unteren Beckens: Kuehlen und stehen lassen; den Schritt schliessen.	NO
WH02	APPLY_B2	B2-S020	f82r	qoteedy	qoteedy	0	DANACH · DREI KURZE ARBEITSGAENGE · SCHLUSS	An den Randstationen des unteren Beckens: Danach laenger; den Schritt schliessen.	NO
WH02	APPLY_B2	B2-S021	f82r	qokeedy	qokeedy	0	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	NO
WH02	APPLY_B2	B2-S022	f82r	lochedy	lochedy	0	LEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	An den Randstationen des unteren Beckens: Im Arbeitsgang leiten und umsetzen; den Schritt schliessen.	NO
WH02	CONDITION_C4@f69v.12	f69v.12	f69v	otody	otody	0	DEN FOLGENDEN LOKALEN BEDINGUNGSEINTRAG WAEHLEN UND SCHLIESSEN	Kopiere den vollständigen lokalen Bedingungsgriff C4@f69v.12 und führe seine relativen Bedienwerte aus.	NO
WH03	MAKE_B.X2	H3-S001	f11r	tshol schoal cfhy shfydaiin cphy shey tchody	tshol schoal cfhy shfydaiin cphy cheey tchody	1	BEARBEITEN · HALTEN · WEITER; HALTEN · ARBEITSGANG · ZIELSTELLE; AUSPRESSEN · POSTEN; HALTEN · POSTEN · EIN KLEINER SCHOEPFBECHER; EINBRINGEN · POSTEN; HALTEN · DREI KURZE ARBEITSGAENGE · POSTEN; BEARBEITEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	Bei der dicht bluehenden Kronenpflanze: Den Posten bearbeiten und weiter halten, dann im Arbeitsgang an der Zielstelle halten; auspressen, bis zum Sollmass halten, in den lokalen Empfaenger einbringen, laenger halten, bearbeiten, im Arbeitsgang entnehmen und den Schritt schliessen.	NO
WH03	MAKE_B.X2	H3-S002	f11r	shoyty	shoyty	0	HALTEN · ARBEITSGANG · POSTEN · BEARBEITEN · POSTEN	Bei der dicht bluehenden Kronenpflanze: Den laufenden Posten im Arbeitsgang halten und bearbeiten.	NO
WH03	APPLY_B3	B3-S001	f83r	olkeedy	olkeedy	0	SAMMELN · DREI KURZE ARBEITSGAENGE · SCHLUSS	An der oberen offenen Faecherstation: Laenger sammeln und den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S002	f83r	qotal chkeedy	qotal chkeedy	0	DANACH · ZIELSTELLE; WAERMEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	An der oberen offenen Faecherstation: Danach zur Zielstelle; dann laenger erwaermen; den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S003	f83r	chey daiin chey lchedy	chey daiin chey lchedy	0	POSTEN; EIN KLEINER SCHOEPFBECHER; POSTEN; LEITEN · UMSETZEN · SCHLUSS	An der oberen offenen Faecherstation: Den laufenden Posten nach Sollmass beibehalten, anschliessend leiten und umsetzen, dann schliessen.	NO
WH03	APPLY_B3	B3-S004	f83r	qokaiin qotal dar	qokaiin qotal char	1	ANSETZEN · EIN KLEINER SCHOEPFBECHER; DANACH · ZIELSTELLE; QUELLE	An der oberen offenen Faecherstation: Nach Sollmass ansetzen; danach zur Zielstelle wechseln und aus der Quelle weiterarbeiten.	NO
WH03	APPLY_B3	B3-S005	f83r	schedy	schedy	0	UMSETZEN · SCHLUSS	Am runden Mittelgefaess: Umsetzen; den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S006	f83r	chedchy qokal olchedy	chedchy qokal qolchedy	1	UMSETZEN · POSTEN; ANSETZEN · ZIELSTELLE; WEITER · UMSETZEN · SCHLUSS	Am runden Mittelgefaess: Den laufenden Posten umsetzen; dann zur Zielstelle ansetzen; dann weiter umsetzen; den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S007	f83r	qokaiin chedy qokeedy	qokaiin chedy qokeedy	0	ANSETZEN · EIN KLEINER SCHOEPFBECHER; UMSETZEN · POSTEN; ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	Am runden Mittelgefaess: Nach Sollmass ansetzen; dann den laufenden Posten umsetzen; dann laenger ansetzen; den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S008	f83r	lchedy	lchedy	0	LEITEN · UMSETZEN · SCHLUSS	Am runden Mittelgefaess: Leiten und umsetzen; den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S009	f83r	qoky	qoky	0	ANSETZEN · POSTEN	Am runden Mittelgefaess: Den laufenden Posten ansetzen.	NO
WH03	APPLY_B3	B3-S010	f83r	pchedal otedy	pchedal otedy	0	EINBRINGEN · UMSETZEN · ZIELSTELLE; DANACH · EIN KURZER ARBEITSGANG · SCHLUSS	Am unteren Korbgefaess: An der Zielstelle einbringen und umsetzen; danach den kurzen Folgeschritt schliessen.	NO
WH03	APPLY_B3	B3-S011	f83r	shecthedchy qoky chedy chary	shecthedchy qoky chedy chary	0	HALTEN · EIN KURZER ARBEITSGANG · BEREITEN · UMSETZEN · POSTEN; ANSETZEN · POSTEN; UMSETZEN · POSTEN; QUELLE · POSTEN	Am unteren Korbgefaess: Kurz bis bereit den laufenden Posten halten und umsetzen; dann ihn ansetzen; dann ihn umsetzen; dann ihn aus der Quelle.	NO
WH03	APPLY_B3	B3-S012	f83r	sor shedy	or shedy	1	ANSATZ; STEHENLASSEN · SCHLUSS	Am unteren Korbgefaess: Den Ansatz stehen lassen und den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S013	f83r	qokaiin chkain shcthey qokedy	qokaiin kain qcthey qokedy	2	ANSETZEN · EIN KLEINER SCHOEPFBECHER; ZUGEBEN · EIN ABGEGRENZTER TEIL; BEREITEN · EIN KURZER ARBEITSGANG · POSTEN; ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	Am unteren Korbgefaess: Nach Sollmass ansetzen; dann als Portion zugeben; dann kurz den laufenden Posten bereitet halten; dann kurz ansetzen; den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S014	f83r	okair sheedy	okair sheedy	0	ANSETZEN · WASSER; HALTEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	Am unteren Korbgefaess: Das laufende Wasser ansetzen; dann laenger halten; den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S015	f83r	lchedy	lchedy	0	LEITEN · UMSETZEN · SCHLUSS	Am unteren Korbgefaess: Leiten und umsetzen; den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S016	f83r	lo qokchedy	lo okchedy	1	LEITEN · ARBEITSGANG; ANSETZEN · UMSETZEN · SCHLUSS	Am unteren Korbgefaess und im bildlich unverbundenen Zwischenabschnitt: Im Arbeitsgang leiten; dann ansetzen und umsetzen; den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S017	f83r	qokeedy	qokeedy	0	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: Laenger ansetzen; den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S018	f83r	shedy	shedy	0	STEHENLASSEN · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: Stehen lassen; den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S019	f83r	qokshedy	qokshedy	0	ANSETZEN · HALTEN · EIN KURZER ARBEITSGANG · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: Kurz ansetzen und halten; den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S020	f83r	dal lchedy	dal lchedy	0	ZIELSTELLE; LEITEN · UMSETZEN · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: An der Zielstelle leiten, umsetzen und den Schritt schliessen.	NO
