family	role	surface	occurrences	lines	pages	v37_meaning_de	gdt661_default_de	claim_scope
WOOD_HEAT_GRADE	TARGET	lkeey	38	37	19	OPEN	Drogenholz, heiß am Gradende	whole-surface comparison; composition does not license substring dispatch
WOOD_HEAT_GRADE	TARGET	lkeedy	37	35	21	OPEN	Drogenholz, heiß am Gradende, abgeschlossen	whole-surface comparison; composition does not license substring dispatch
WOOD_HEAT_GRADE	TARGET	ykeedy	26	26	24	OPEN	Eintrag/Bezug: heiß am Gradende, abgeschlossen	whole-surface comparison; composition does not license substring dispatch
WOOD_HEAT_GRADE	VISIBLE_ANCHOR	lkey	7	7	7	OPEN	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
WOOD_HEAT_GRADE	VISIBLE_ANCHOR	lkedy	26	25	16	OPEN	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
WOOD_HEAT_GRADE	VISIBLE_ANCHOR	keey	43	43	32	heiß am Ende des Grades	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
WOOD_HEAT_GRADE	VISIBLE_ANCHOR	keedy	59	59	31	heiß am Ende des Grades, abgeschlossen	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
HOT_DRY_PREP	TARGET	cho	75	75	51	OPEN	Trockenansatz	whole-surface comparison; composition does not license substring dispatch
HOT_DRY_PREP	TARGET	chotol	7	7	7	OPEN	Trockenansatz aus kaltem Material	whole-surface comparison; composition does not license substring dispatch
HOT_DRY_PREP	TARGET	okchol	10	9	8	OPEN	heißer Ansatz aus Trockengut	whole-surface comparison; composition does not license substring dispatch
HOT_DRY_PREP	VISIBLE_ANCHOR	chol	343	297	125	trocken; nominal trockenes Gut/Material	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
HOT_DRY_PREP	VISIBLE_ANCHOR	cheo	54	53	30	trocken angesetzte Zubereitung	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
HOT_DRY_PREP	VISIBLE_ANCHOR	choly	12	12	12	OPEN	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
ROOT_HEAD	TARGET	r	129	127	74	OPEN	Wurzel	whole-surface comparison; composition does not license substring dispatch
ROOT_HEAD	VISIBLE_ANCHOR	ral	16	16	14	Wurzelrohstoff I	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
ROOT_HEAD	VISIBLE_ANCHOR	rain	21	21	14	OPEN	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
ROOT_HEAD	VISIBLE_ANCHOR	raiin	62	61	33	Wurzel, Typ/Charge III	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
ROOT_HEAD	VISIBLE_ANCHOR	rar	14	14	10	Wurzelfraktion I	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
ROOT_HEAD	VISIBLE_ANCHOR	ror	12	12	10	Wurzelportion	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
ROOT_HEAD	VISIBLE_ANCHOR	rol	20	18	15	Wurzelstoff	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
CTH_HERBAL	TARGET	ctholy	4	4	4	OPEN	Blatt-/Krautdroge, Grundform	whole-surface comparison; composition does not license substring dispatch
CTH_HERBAL	VISIBLE_ANCHOR	cthy	92	88	50	CTH-Drogenmaterial	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
CTH_HERBAL	VISIBLE_ANCHOR	cthol	51	50	34	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
CTH_HERBAL	VISIBLE_ANCHOR	chocthy	17	17	15	trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
CTH_HERBAL	VISIBLE_ANCHOR	shocthy	10	10	10	feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
QUALITY_START	TARGET	ykchy	20	20	17	OPEN	Eintrag/Bezug: heiß-trocken am Gradanfang	whole-surface comparison; composition does not license substring dispatch
QUALITY_START	TARGET	ytal	12	12	10	OPEN	Eintrag/Bezug: kalter Rohstoff I am Gradanfang	whole-surface comparison; composition does not license substring dispatch
QUALITY_START	TARGET	chty	12	12	12	OPEN	trocken-kalt am Gradanfang	whole-surface comparison; composition does not license substring dispatch
QUALITY_START	TARGET	cheeky	23	23	22	OPEN	trocken am Gradende, dann heiß am Gradanfang	whole-surface comparison; composition does not license substring dispatch
QUALITY_START	TARGET	yteody	7	7	5	OPEN	Eintrag/Bezug: kalte Zubereitung, abgeschlossen	whole-surface comparison; composition does not license substring dispatch
QUALITY_START	VISIBLE_ANCHOR	kchy	31	30	26	heiß und trocken am Anfang des Grades	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
QUALITY_START	VISIBLE_ANCHOR	tal	20	20	13	Rohstoffklasse I, kalt am Gradanfang	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
QUALITY_START	VISIBLE_ANCHOR	teody	7	7	6	OPEN	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
FRACTION_PART	TARGET	kchar	1	1	1	OPEN	heiße Trockenfraktion I	whole-surface comparison; composition does not license substring dispatch
FRACTION_PART	TARGET	qokorar	1	1	1	OPEN	heiße Drogenportion, Fraktion I	whole-surface comparison; composition does not license substring dispatch
FRACTION_PART	TARGET	okary	8	8	8	OPEN	heiße Ansatzfraktion I, abgeschlossen	whole-surface comparison; composition does not license substring dispatch
FRACTION_PART	TARGET	shkair	2	2	2	OPEN	heiße angefeuchtete Drogenfraktion II	whole-surface comparison; composition does not license substring dispatch
FRACTION_PART	TARGET	keor	6	6	6	OPEN	heiße Drogenportion	whole-surface comparison; composition does not license substring dispatch
FRACTION_PART	TARGET	dshor	14	13	12	OPEN	abgemessene Blüten-/Fruchtdroge	whole-surface comparison; composition does not license substring dispatch
FRACTION_PART	TARGET	otalor	4	4	4	OPEN	kalte Ansatzportion aus Rohstoff I	whole-surface comparison; composition does not license substring dispatch
FRACTION_PART	VISIBLE_ANCHOR	ar	321	290	90	Drogenfraktion I	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
FRACTION_PART	VISIBLE_ANCHOR	or	321	285	114	Drogenportion	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
PREPARATION_YO	TARGET	ychoy	1	1	1	OPEN	Eintrag/Bezug: Trockenansatz am Gradanfang	whole-surface comparison; composition does not license substring dispatch
PREPARATION_YO	TARGET	sheoy	3	3	3	OPEN	feucht angesetzte Zubereitung am Gradanfang	whole-surface comparison; composition does not license substring dispatch
PREPARATION_YO	TARGET	sheody	34	34	26	OPEN	angefeuchteter Ansatz, abgeschlossen	whole-surface comparison; composition does not license substring dispatch
PREPARATION_YO	VISIBLE_ANCHOR	choy	14	14	13	OPEN	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
PREPARATION_YO	VISIBLE_ANCHOR	shoy	10	10	10	OPEN	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
PREPARATION_YO	VISIBLE_ANCHOR	sheo	37	36	29	Feuchtzubereitung	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
PREPARATION_YO	VISIBLE_ANCHOR	ody	37	37	30	OPEN	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
SEED_FORMS	TARGET	sokaiin	1	1	1	OPEN	heißer Samenansatz, Grad III	whole-surface comparison; composition does not license substring dispatch
SEED_FORMS	TARGET	sain	60	60	33	OPEN	Saatgut, Typ/Charge II	whole-surface comparison; composition does not license substring dispatch
SEED_FORMS	TARGET	sokeedy	2	2	2	OPEN	heißer Samenansatz am Gradende, fertig	whole-surface comparison; composition does not license substring dispatch
SEED_FORMS	TARGET	saii	1	1	1	OPEN	Saatgutmenge III	whole-surface comparison; composition does not license substring dispatch
SEED_FORMS	VISIBLE_ANCHOR	saiin	109	108	64	Samen/Saatgut, Typ/Charge III	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
SEED_FORMS	VISIBLE_ANCHOR	sor	43	43	37	Samenportion	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
SEED_FORMS	VISIBLE_ANCHOR	sar	62	62	44	Samenfraktion I	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
RAW_COMPOSITE	TARGET	alchey	4	4	4	OPEN	Rohstoff I, trocken in der Gradmitte	whole-surface comparison; composition does not license substring dispatch
RAW_COMPOSITE	TARGET	dalchedy	5	5	4	OPEN	abgemessener Rohstoff I, trocken in der Gradmitte, abgeschlossen	whole-surface comparison; composition does not license substring dispatch
RAW_COMPOSITE	TARGET	chakal	1	1	1	OPEN	Rohstoff I, trocken-heiß am Gradanfang	whole-surface comparison; composition does not license substring dispatch
RAW_COMPOSITE	TARGET	chckhd	4	4	4	OPEN	trockenes Arzneikompositum, abgeschlossen	whole-surface comparison; composition does not license substring dispatch
RAW_COMPOSITE	VISIBLE_ANCHOR	al	204	189	63	Rohstoffklasse I	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
RAW_COMPOSITE	VISIBLE_ANCHOR	dal	191	179	87	abgemessene Rohstoffmenge I	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
RAW_COMPOSITE	VISIBLE_ANCHOR	chckhy	126	122	69	Arzneikompositum: trocken, Gradanfang	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
PREPARATION_MISC	TARGET	qekeochor	1	1	1	OPEN	heiße trocken angesetzte Drogenportion	whole-surface comparison; composition does not license substring dispatch
PREPARATION_MISC	TARGET	oeeo	1	1	1	OPEN	zweiter Mazerationsansatz	whole-surface comparison; composition does not license substring dispatch
PREPARATION_MISC	TARGET	olkain	33	32	15	OPEN	heißes Drogenmaterial, Grad II	whole-surface comparison; composition does not license substring dispatch
PREPARATION_MISC	TARGET	loldy	2	2	2	OPEN	Drogenholzstoff, fertig aufbereitet	whole-surface comparison; composition does not license substring dispatch
PREPARATION_MISC	TARGET	olteedy	3	3	3	OPEN	kaltes Drogenmaterial am Gradende, fertig	whole-surface comparison; composition does not license substring dispatch
PREPARATION_MISC	VISIBLE_ANCHOR	keo	5	5	5	OPEN	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
PREPARATION_MISC	VISIBLE_ANCHOR	oldy	25	24	18	OPEN	ANCHOR_ONLY	whole-surface comparison; composition does not license substring dispatch
