page	locus	section	target_occurrences	target_ordinals	target_surfaces	rendering_classes	zl3b_line	v37_token_glosses_de	v38_token_glosses_de	v38_working_translation_de	v37_unknown_tokens	v38_unknown_tokens	v38_complete
f102v2	f102v2.34	P	1	5	okchol	EXACT_WHOLE	sorshey okeeor sheockhey qokeos okchol ctheor okey sal	[sorshey:?] | [okeeor:?] | feucht angesetztes Arzneikompositum in der Gradmitte | [qokeos:?] | [okchol:?] | [ctheor:?] | heißer Ansatz in der Mitte des Grades | Saat-Rohstoff I	[sorshey:?] | [okeeor:?] | feucht angesetztes Arzneikompositum in der Gradmitte | [qokeos:?] | heißer Ansatz aus Trockengut | [ctheor:?] | heißer Ansatz in der Mitte des Grades | Saat-Rohstoff I	[sorshey:?]; [okeeor:?]; feucht angesetztes Arzneikompositum in der Gradmitte; [qokeos:?]; heißer Ansatz aus Trockengut; [ctheor:?]; heißer Ansatz in der Mitte des Grades; Saat-Rohstoff I	5	4	0
f103r	f103r.2	S	1	11	lkeey	EXACT_WHOLE	dain shek chdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy	Grad-/Maßwert II | [shek:?] | trocken am Anfang des Grades, abgeschlossen | [daloky:?] | [opchedy:?] | [peshol:?] | trockenes Pulver | Drogenfraktion I | kalt-trockener Ansatz am Anfang des Grades | Saat-Rohstoff I | [lkeey:?] | Samenfraktion I | Menge-/Klassenwert II | [ok:?] | trocken in der Mitte des Grades, abgeschlossen	Grad-/Maßwert II | [shek:?] | trocken am Anfang des Grades, abgeschlossen | [daloky:?] | [opchedy:?] | [peshol:?] | trockenes Pulver | Drogenfraktion I | kalt-trockener Ansatz am Anfang des Grades | Saat-Rohstoff I | Drogenholz, heiß am Gradende | Samenfraktion I | Menge-/Klassenwert II | [ok:?] | trocken in der Mitte des Grades, abgeschlossen	Grad-/Maßwert II; [shek:?]; trocken am Anfang des Grades, abgeschlossen; [daloky:?]; [opchedy:?]; [peshol:?]; trockenes Pulver; Drogenfraktion I; kalt-trockener Ansatz am Anfang des Grades; Saat-Rohstoff I; Drogenholz, heiß am Gradende; Samenfraktion I; Menge-/Klassenwert II; [ok:?]; trocken in der Mitte des Grades, abgeschlossen	6	5	0
f103r	f103r.28	S	1	11	lkeedy	EXACT_WHOLE	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy	[deshedy:?] | [qokeeey:?] | [dalkain:?] | heiß, Grad III, im Ansatzrahmen | trocken in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | kalt im Zubereitungsrahmen, Grad II | Menge-/Klassenwert II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken am Ende des Grades | [lkeedy:?]	[deshedy:?] | [qokeeey:?] | [dalkain:?] | heiß, Grad III, im Ansatzrahmen | trocken in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | kalt im Zubereitungsrahmen, Grad II | Menge-/Klassenwert II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken am Ende des Grades | Drogenholz, heiß am Gradende, abgeschlossen	[deshedy:?]; [qokeeey:?]; [dalkain:?]; heiß, Grad III, im Ansatzrahmen; trocken in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades; kalt im Zubereitungsrahmen, Grad II; Menge-/Klassenwert II; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken am Ende des Grades; Drogenholz, heiß am Gradende, abgeschlossen	4	3	0
f103r	f103r.31	S	1	11	chty	EXACT_WHOLE	soiin chol kaiin chal okaiin shckhy qokal shdar shchdy okaiin chty	Samen/Saatgutzubereitung, Form III | trocken; nominal trockenes Gut/Material | heiß, Grad III | Rohstoffklasse I, trocken am Gradanfang | heiß, Grad III, im Ansatzrahmen | Arzneikompositum: feucht, Gradanfang | Rohstoffklasse I, heiß am Gradanfang | [shdar:?] | [shchdy:?] | heiß, Grad III, im Ansatzrahmen | [chty:?]	Samen/Saatgutzubereitung, Form III | trocken; nominal trockenes Gut/Material | heiß, Grad III | Rohstoffklasse I, trocken am Gradanfang | heiß, Grad III, im Ansatzrahmen | Arzneikompositum: feucht, Gradanfang | Rohstoffklasse I, heiß am Gradanfang | [shdar:?] | [shchdy:?] | heiß, Grad III, im Ansatzrahmen | trocken-kalt am Gradanfang	Samen/Saatgutzubereitung, Form III; trocken; nominal trockenes Gut/Material; heiß, Grad III; Rohstoffklasse I, trocken am Gradanfang; heiß, Grad III, im Ansatzrahmen; Arzneikompositum: feucht, Gradanfang; Rohstoffklasse I, heiß am Gradanfang; [shdar:?]; [shchdy:?]; heiß, Grad III, im Ansatzrahmen; trocken-kalt am Gradanfang	3	2	0
f103r	f103r.35	S	1	9	ykeedy	Y_WHOLE_REFERENCE	qoker chain olain chey kain sheol shedain qokeedy ykeedy lcheg	[qoker:?] | trocken, Grad II | [olain:?] | trocken in der Mitte des Grades | heiß, Grad II | feuchtes Material | [shedain:?] | heiß am Ende des Grades, abgeschlossen | [ykeedy:?] | [lcheg:?]	[qoker:?] | trocken, Grad II | [olain:?] | trocken in der Mitte des Grades | heiß, Grad II | feuchtes Material | [shedain:?] | heiß am Ende des Grades, abgeschlossen | Eintrag/Bezug: heiß am Gradende, abgeschlossen | [lcheg:?]	[qoker:?]; trocken, Grad II; [olain:?]; trocken in der Mitte des Grades; heiß, Grad II; feuchtes Material; [shedain:?]; heiß am Ende des Grades, abgeschlossen; hierzu: heiß am Gradende, abgeschlossen; [lcheg:?]	5	4	0
f103r	f103r.39	S	1	1	ykeedy	Y_WHOLE_ENTRY	ykeedy qokeey lsheey qotal shedy oteey	[ykeedy:?] | heiß am Ende des Grades | eingeweichtes Drogenholz, Form II | Rohstoffklasse I, kalt am Gradanfang | feucht in der Mitte des Grades, abgeschlossen | kalter Ansatz am Ende des Grades	Eintrag/Bezug: heiß am Gradende, abgeschlossen | heiß am Ende des Grades | eingeweichtes Drogenholz, Form II | Rohstoffklasse I, kalt am Gradanfang | feucht in der Mitte des Grades, abgeschlossen | kalter Ansatz am Ende des Grades	Eintrag: heiß am Gradende, abgeschlossen; heiß am Ende des Grades; eingeweichtes Drogenholz, Form II; Rohstoffklasse I, kalt am Gradanfang; feucht in der Mitte des Grades, abgeschlossen; kalter Ansatz am Ende des Grades	1	0	1
f103r	f103r.49	S	1	13	am	AM_TERMINAL	okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am	heißer Ansatz am Ende des Grades | [lr:?] | Menge-/Klassenwert II | [l:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [sheed:?] | heiß am Ende des Grades | feuchtes Material | heiß am Ende des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | heiß am Anfang des Grades | [leeesain:?] | [am:?]	heißer Ansatz am Ende des Grades | [lr:?] | Menge-/Klassenwert II | [l:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [sheed:?] | heiß am Ende des Grades | feuchtes Material | heiß am Ende des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | heiß am Anfang des Grades | [leeesain:?] | Maßeinheit I	heißer Ansatz am Ende des Grades; [lr:?]; Menge-/Klassenwert II; [l:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [sheed:?]; heiß am Ende des Grades; feuchtes Material; heiß am Ende des Grades, abgeschlossen; feucht in der Mitte des Grades, abgeschlossen; heiß am Anfang des Grades; [leeesain:?]; Maßeinheit I.	5	4	0
f103r	f103r.6	S	1	13	am	AM_TERMINAL	ocheey dain shek okeedy okey shedy qokealdy shcthy qotedy qoto ota san am	[ocheey:?] | Grad-/Maßwert II | [shek:?] | heißer Ansatz am Ende des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades | feucht in der Mitte des Grades, abgeschlossen | [qokealdy:?] | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | kalt in der Mitte des Grades, abgeschlossen | [qoto:?] | [ota:?] | [san:?] | [am:?]	[ocheey:?] | Grad-/Maßwert II | [shek:?] | heißer Ansatz am Ende des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades | feucht in der Mitte des Grades, abgeschlossen | [qokealdy:?] | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | kalt in der Mitte des Grades, abgeschlossen | [qoto:?] | [ota:?] | [san:?] | Maßeinheit I	[ocheey:?]; Grad-/Maßwert II; [shek:?]; heißer Ansatz am Ende des Grades, abgeschlossen; heißer Ansatz in der Mitte des Grades; feucht in der Mitte des Grades, abgeschlossen; [qokealdy:?]; feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut; kalt in der Mitte des Grades, abgeschlossen; [qoto:?]; [ota:?]; [san:?]; Maßeinheit I.	7	6	0
f103v	f103v.19	S	1	3	lkeey	EXACT_WHOLE	daiin chey lkeey chalkar cheeey l chealainor	Grad-/Maßwert III | trocken in der Mitte des Grades | [lkeey:?] | [chalkar:?] | [cheeey:?] | [l:?] | [chealainor:?]	Grad-/Maßwert III | trocken in der Mitte des Grades | Drogenholz, heiß am Gradende | [chalkar:?] | [cheeey:?] | [l:?] | [chealainor:?]	Grad-/Maßwert III; trocken in der Mitte des Grades; Drogenholz, heiß am Gradende; [chalkar:?]; [cheeey:?]; [l:?]; [chealainor:?]	5	4	0
f103v	f103v.25	S	1	1	sain	EXACT_WHOLE	sain olkeeey qokan oteedy qotain otal oty opar aram oteeam	[sain:?] | [olkeeey:?] | heiß im qo-Rahmen, Grad I | kalter Ansatz am Ende des Grades, abgeschlossen | kalt im qo-Rahmen, Grad II | Rohstoffklasse I im Ansatz, kalt am Gradanfang | kalter Ansatz am Anfang des Grades | [opar:?] | [aram:?] | [oteeam:?]	Saatgut, Typ/Charge II | [olkeeey:?] | heiß im qo-Rahmen, Grad I | kalter Ansatz am Ende des Grades, abgeschlossen | kalt im qo-Rahmen, Grad II | Rohstoffklasse I im Ansatz, kalt am Gradanfang | kalter Ansatz am Anfang des Grades | [opar:?] | [aram:?] | [oteeam:?]	Saatgut, Typ/Charge II; [olkeeey:?]; heiß im qo-Rahmen, Grad I; kalter Ansatz am Ende des Grades, abgeschlossen; kalt im qo-Rahmen, Grad II; Rohstoffklasse I im Ansatz, kalt am Gradanfang; kalter Ansatz am Anfang des Grades; [opar:?]; [aram:?]; [oteeam:?]	5	4	0
f103v	f103v.33	S	1	2	lkeey	EXACT_WHOLE	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly	[yshey:?] | [lkeey:?] | heiß, Grad II | heißer Ansatz in der Mitte des Grades | heiß, Grad III, im Ansatzrahmen | getrockneter Ansatz | kalter Ansatz in der Mitte des Grades | [shdpchy:?] | [opchey:?] | [oly:?]	[yshey:?] | Drogenholz, heiß am Gradende | heiß, Grad II | heißer Ansatz in der Mitte des Grades | heiß, Grad III, im Ansatzrahmen | getrockneter Ansatz | kalter Ansatz in der Mitte des Grades | [shdpchy:?] | [opchey:?] | [oly:?]	[yshey:?]; Drogenholz, heiß am Gradende; heiß, Grad II; heißer Ansatz in der Mitte des Grades; heiß, Grad III, im Ansatzrahmen; getrockneter Ansatz; kalter Ansatz in der Mitte des Grades; [shdpchy:?]; [opchey:?]; [oly:?]	5	4	0
f103v	f103v.39	S	1	7	shes	EXACT_WHOLE	polshor keeolshey okey lcharar shol okeedar shes aiin oty lchdy	[polshor:?] | [keeolshey:?] | heißer Ansatz in der Mitte des Grades | [lcharar:?] | feucht; nominal feuchtes Gut/Material | [okeedar:?] | [shes:?] | Menge III | kalter Ansatz am Anfang des Grades | Drogenholz, getrocknete Kurz-/Kompaktform	[polshor:?] | [keeolshey:?] | heißer Ansatz in der Mitte des Grades | [lcharar:?] | feucht; nominal feuchtes Gut/Material | [okeedar:?] | feuchtes Drogenmaterial, Mittelstufe | Menge III | kalter Ansatz am Anfang des Grades | Drogenholz, getrocknete Kurz-/Kompaktform	[polshor:?]; [keeolshey:?]; heißer Ansatz in der Mitte des Grades; [lcharar:?]; feucht; nominal feuchtes Gut/Material; [okeedar:?]; feuchtes Drogenmaterial, Mittelstufe; Menge III; kalter Ansatz am Anfang des Grades; Drogenholz, getrocknete Kurz-/Kompaktform	5	4	0
f103v	f103v.4	S	1	8	ykeedy	Y_WHOLE_REFERENCE	y cheey qokeey okeey lkees ol qoteedy ykeedy	Eintrag: | trocken am Ende des Grades | heiß am Ende des Grades | heißer Ansatz am Ende des Grades | [lkees:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | kalt am Ende des Grades, abgeschlossen | [ykeedy:?]	Eintrag: | trocken am Ende des Grades | heiß am Ende des Grades | heißer Ansatz am Ende des Grades | [lkees:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | kalt am Ende des Grades, abgeschlossen | Eintrag/Bezug: heiß am Gradende, abgeschlossen	Eintrag: trocken am Ende des Grades; heiß am Ende des Grades; heißer Ansatz am Ende des Grades; [lkees:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; kalt am Ende des Grades, abgeschlossen; hierzu: heiß am Gradende, abgeschlossen	2	1	0
f103v	f103v.43	S	1	7	lkeedy	EXACT_WHOLE	orain chckhey qokaiin shckhy shtal opchy lkeedy chdy lchedy	[orain:?] | Arzneikompositum: trocken, Gradmitte | heiß, Grad III | Arzneikompositum: feucht, Gradanfang | Rohstoffklasse I, feucht-kalt am Gradanfang | [opchy:?] | [lkeedy:?] | trocken am Anfang des Grades, abgeschlossen | getrocknetes Drogenholz	[orain:?] | Arzneikompositum: trocken, Gradmitte | heiß, Grad III | Arzneikompositum: feucht, Gradanfang | Rohstoffklasse I, feucht-kalt am Gradanfang | [opchy:?] | Drogenholz, heiß am Gradende, abgeschlossen | trocken am Anfang des Grades, abgeschlossen | getrocknetes Drogenholz	[orain:?]; Arzneikompositum: trocken, Gradmitte; heiß, Grad III; Arzneikompositum: feucht, Gradanfang; Rohstoffklasse I, feucht-kalt am Gradanfang; [opchy:?]; Drogenholz, heiß am Gradende, abgeschlossen; trocken am Anfang des Grades, abgeschlossen; getrocknetes Drogenholz	3	2	0
f103v	f103v.8	S	1	1	sain	EXACT_WHOLE	sain shey olsheey dair chekoal okeey	[sain:?] | feucht in der Mitte des Grades | [olsheey:?] | abgemessene Fraktion II | [chekoal:?] | heißer Ansatz am Ende des Grades	Saatgut, Typ/Charge II | feucht in der Mitte des Grades | [olsheey:?] | abgemessene Fraktion II | [chekoal:?] | heißer Ansatz am Ende des Grades	Saatgut, Typ/Charge II; feucht in der Mitte des Grades; [olsheey:?]; abgemessene Fraktion II; [chekoal:?]; heißer Ansatz am Ende des Grades	3	2	0
f104r	f104r.1	S	1	10	sain	EXACT_WHOLE	pchdar chedy char qopchedy ocphedy qopchedy shedaiin oteeochey qopchedy sain	[pchdar:?] | trocken in der Mitte des Grades, abgeschlossen | [char:?] | [qopchedy:?] | [ocphedy:?] | [qopchedy:?] | [shedaiin:?] | [oteeochey:?] | [qopchedy:?] | [sain:?]	[pchdar:?] | trocken in der Mitte des Grades, abgeschlossen | [char:?] | [qopchedy:?] | [ocphedy:?] | [qopchedy:?] | [shedaiin:?] | [oteeochey:?] | [qopchedy:?] | Saatgut, Typ/Charge II	[pchdar:?]; trocken in der Mitte des Grades, abgeschlossen; [char:?]; [qopchedy:?]; [ocphedy:?]; [qopchedy:?]; [shedaiin:?]; [oteeochey:?]; [qopchedy:?]; Saatgut, Typ/Charge II	9	8	0
f104r	f104r.22	S	1	12	dam	DAM_TERMINAL	tshedar chllo rl shed kchedy chokor cheedy opchar cheor chckhey taiin dam	[tshedar:?] | [chllo:?] | [rl:?] | [shed:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | [chokor:?] | trocken am Ende des Grades, abgeschlossen | trockene Pulverfraktion I im Ansatz | trockener Drogenteil | Arzneikompositum: trocken, Gradmitte | kalt, Grad III | [dam:?]	[tshedar:?] | [chllo:?] | [rl:?] | [shed:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | [chokor:?] | trocken am Ende des Grades, abgeschlossen | trockene Pulverfraktion I im Ansatz | trockener Drogenteil | Arzneikompositum: trocken, Gradmitte | kalt, Grad III | Dosis I	[tshedar:?]; [chllo:?]; [rl:?]; [shed:?]; heiß und trocken in der Mitte des Grades, abgeschlossen; [chokor:?]; trocken am Ende des Grades, abgeschlossen; trockene Pulverfraktion I im Ansatz; trockener Drogenteil; Arzneikompositum: trocken, Gradmitte; kalt, Grad III; Dosis I.	6	5	0
f104r	f104r.26	S	1	4	sheody	EXACT_WHOLE	shar sheey kar sheody	[shar:?] | feucht am Ende des Grades | heiße Drogenfraktion I | [sheody:?]	[shar:?] | feucht am Ende des Grades | heiße Drogenfraktion I | angefeuchteter Ansatz, abgeschlossen	[shar:?]; feucht am Ende des Grades; heiße Drogenfraktion I; angefeuchteter Ansatz, abgeschlossen	2	1	0
f104r	f104r.27	S	1	4	dl	EXACT_WHOLE	pchedar qokaiin qotaiin dl ral cheodl cphaiin daiin ar qekeeey qoparaiin	[pchedar:?] | heiß, Grad III | kalt, Grad III | [dl:?] | Wurzelrohstoff I | [cheodl:?] | [cphaiin:?] | Grad-/Maßwert III | Drogenfraktion I | [qekeeey:?] | [qoparaiin:?]	[pchedar:?] | heiß, Grad III | kalt, Grad III | Rohstoffmaß | Wurzelrohstoff I | [cheodl:?] | [cphaiin:?] | Grad-/Maßwert III | Drogenfraktion I | [qekeeey:?] | [qoparaiin:?]	[pchedar:?]; heiß, Grad III; kalt, Grad III; Rohstoffmaß; Wurzelrohstoff I; [cheodl:?]; [cphaiin:?]; Grad-/Maßwert III; Drogenfraktion I; [qekeeey:?]; [qoparaiin:?]	6	5	0
f104r	f104r.8	S	1	3	lkeedy	EXACT_WHOLE	o lsheedy lkeedy lkeody qokaiin chedal qokar odar qokal okar otar odr	[o:?] | [lsheedy:?] | [lkeedy:?] | [lkeody:?] | heiß, Grad III | trockene abgemessene Rohstoffmenge I in der Gradmitte | heiße Drogenfraktion I | [odar:?] | Rohstoffklasse I, heiß am Gradanfang | heiße Drogenfraktion I im Ansatz | kalte Drogenfraktion I im Ansatz | [odr:?]	[o:?] | [lsheedy:?] | Drogenholz, heiß am Gradende, abgeschlossen | [lkeody:?] | heiß, Grad III | trockene abgemessene Rohstoffmenge I in der Gradmitte | heiße Drogenfraktion I | [odar:?] | Rohstoffklasse I, heiß am Gradanfang | heiße Drogenfraktion I im Ansatz | kalte Drogenfraktion I im Ansatz | [odr:?]	[o:?]; [lsheedy:?]; Drogenholz, heiß am Gradende, abgeschlossen; [lkeody:?]; heiß, Grad III; trockene abgemessene Rohstoffmenge I in der Gradmitte; heiße Drogenfraktion I; [odar:?]; Rohstoffklasse I, heiß am Gradanfang; heiße Drogenfraktion I im Ansatz; kalte Drogenfraktion I im Ansatz; [odr:?]	6	5	0
f104r	f104r.9	S	1	5	dam	DAM_TERMINAL	ycheeoy qokecho qokol cheeo dam	[ycheeoy:?] | [qokecho:?] | [qokol:?] | [cheeo:?] | [dam:?]	[ycheeoy:?] | [qokecho:?] | [qokol:?] | [cheeo:?] | Dosis I	[ycheeoy:?]; [qokecho:?]; [qokol:?]; [cheeo:?]; Dosis I.	5	4	0
