occurrence_id	page	locus	token_index	ordinal	line_length	surface	token_kind	position	section	language	hand	family	scope_mode	rendering_class	left_surface	right_surface	working_gloss_de	working_render_de	composition	strongest_rival_de	reader_exact	split_normalized	all_three_present	all_present_exact	zl3b_line	it2a_line	rf1b_line	v37_gloss_de	v38_gloss_de	v37_scope_state	v38_scope_state	v38_working_translation_de	exact_surface_dispatch	context_surface_dispatch	substring_dispatch
G661-T0011	f102v2	f102v2.22	12	12	15	r	P	MEDIAL	P	A	1	ROOT_HEAD	OCCURRENCE_SCOPED_CONTEXT_CARD	R_BODY	keo	okeody	Wurzel	Wurzel	R_ROOT_HEAD	Harz oder Bezugszeichen	0	0	1	0	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho	doin or oiin cheol soiir chol sheey qockhy ol keor okeody okeor chos	d in or aiin cheol s oiir chol sheey qockhy ol keor okeody okeor cho	[r:?]	Wurzel	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	Grad-/Maßwert II; Drogenportion; Menge III; trockener Drogenstoff; Samen-/Saatgutposten; [oiir:?]; trocken; nominal trockenes Gut/Material; feucht am Ende des Grades; [qockhy:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [keo:?]; Wurzel; [okeody:?]; [okeor:?]; Trockenansatz	0	1	0
G661-T0012	f102v2	f102v2.22	15	15	15	cho	P	EOS	P	A	1	HOT_DRY_PREP	EXACT_WHOLE_WITH_CONTEXT_RENDERING	CHO_TERMINAL	okeor	<EOS>	Trockenansatz	Trockenansatz	CH_DRY+O_PREP	Trockengut statt Zubereitung	0	0	1	0	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho	doin or oiin cheol soiir chol sheey qockhy ol keor okeody okeor chos	d in or aiin cheol s oiir chol sheey qockhy ol keor okeody okeor cho	[cho:?]	Trockenansatz	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	Grad-/Maßwert II; Drogenportion; Menge III; trockener Drogenstoff; Samen-/Saatgutposten; [oiir:?]; trocken; nominal trockenes Gut/Material; feucht am Ende des Grades; [qockhy:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [keo:?]; Wurzel; [okeody:?]; [okeor:?]; Trockenansatz	1	0	0
G661-T0013	f102v2	f102v2.34	5	5	8	okchol	P	MEDIAL	P	A	1	HOT_DRY_PREP	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	qokeos	ctheor	heißer Ansatz aus Trockengut	heißer Ansatz aus Trockengut	O_PREP+K_HOT+CHOL_DRY_MATERIAL	heiß-trockener Zubereitungsstoff	0	0	1	0	sorshey okeeor sheockhey qokeos okchol ctheor okey sal	sor shey okeeor sheockhey qokeos okeeol ctheor okey sal	sos shey okeeor sheockhey qokeos okeeol ctheos okey sal	[okchol:?]	heißer Ansatz aus Trockengut	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[sorshey:?]; [okeeor:?]; feucht angesetztes Arzneikompositum in der Gradmitte; [qokeos:?]; heißer Ansatz aus Trockengut; [ctheor:?]; heißer Ansatz in der Mitte des Grades; Saat-Rohstoff I	1	0	0
G661-T0014	f103r	f103r.2	11	11	15	lkeey	P	MEDIAL	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	sal	sar	Drogenholz, heiß am Gradende	Drogenholz, heiß am Gradende	L_WOOD+K_HOT+EEY_GRADE_END	heißer L-Rahmenwert ohne Holz	1	1	1	0	dain shek chdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy	dain shek chcphhdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy	dain shek chdy daloky opche y pcheol chep ar otchy sal lkeey sar ain okad che y	[lkeey:?]	Drogenholz, heiß am Gradende	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Grad-/Maßwert II; [shek:?]; trocken am Anfang des Grades, abgeschlossen; [daloky:?]; [opchedy:?]; [peshol:?]; trockenes Pulver; Drogenfraktion I; kalt-trockener Ansatz am Anfang des Grades; Saat-Rohstoff I; Drogenholz, heiß am Gradende; Samenfraktion I; Menge-/Klassenwert II; [ok:?]; trocken in der Mitte des Grades, abgeschlossen	1	0	0
G661-T0015	f103r	f103r.28	11	11	11	lkeedy	P	EOS	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	cheey	<EOS>	Drogenholz, heiß am Gradende, abgeschlossen	Drogenholz, heiß am Gradende, abgeschlossen	L_WOOD+K_HOT+EEDY_END_CLOSED	heißer L-Rahmenwert ohne Holz	1	1	1	0	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy	deshedy qokchey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy	[lkeedy:?]	Drogenholz, heiß am Gradende, abgeschlossen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[deshedy:?]; [qokeeey:?]; [dalkain:?]; heiß, Grad III, im Ansatzrahmen; trocken in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades; kalt im Zubereitungsrahmen, Grad II; Menge-/Klassenwert II; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken am Ende des Grades; Drogenholz, heiß am Gradende, abgeschlossen	1	0	0
G661-T0016	f103r	f103r.31	11	11	11	chty	P	EOS	S	B	3	QUALITY_START	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	okaiin	<EOS>	trocken-kalt am Gradanfang	trocken-kalt am Gradanfang	CH_DRY+T_COLD+Y_GRADE_START	trocken-kalte gebundene Grundform	1	1	1	0	soiin chol kaiin chal okaiin shckhy qokal shdar shchdy okaiin chty	soiin eeol kaiin chal okaiin shckhy qokal shdar shchdy okaiin chty	saiin chol kaiin chal okaiin shckhy qokal shdar shchdy okaiin chty	[chty:?]	trocken-kalt am Gradanfang	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Samen/Saatgutzubereitung, Form III; trocken; nominal trockenes Gut/Material; heiß, Grad III; Rohstoffklasse I, trocken am Gradanfang; heiß, Grad III, im Ansatzrahmen; Arzneikompositum: feucht, Gradanfang; Rohstoffklasse I, heiß am Gradanfang; [shdar:?]; [shchdy:?]; heiß, Grad III, im Ansatzrahmen; trocken-kalt am Gradanfang	1	0	0
G661-T0017	f103r	f103r.35	9	9	10	ykeedy	P	MEDIAL	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	Y_WHOLE_REFERENCE	qokeedy	lcheg	Eintrag/Bezug: heiß am Gradende, abgeschlossen	hierzu: heiß am Gradende, abgeschlossen	Y_ENTRY_REF+K_HOT+EEDY_END_CLOSED	Y als reine Grenze	0	0	1	0	qoker chain olain chey kain sheol shedain qokeedy ykeedy lcheg	qokeear chain olain chey kain sheol shedain qokeedy ykeedy lcheg	qokeear chain olain chey kain eol edain qokeedy ykee y lcheg	[ykeedy:?]	Eintrag/Bezug: heiß am Gradende, abgeschlossen	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[qoker:?]; trocken, Grad II; [olain:?]; trocken in der Mitte des Grades; heiß, Grad II; feuchtes Material; [shedain:?]; heiß am Ende des Grades, abgeschlossen; hierzu: heiß am Gradende, abgeschlossen; [lcheg:?]	1	0	0
G661-T0018	f103r	f103r.39	1	1	6	ykeedy	P	BOS	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	Y_WHOLE_ENTRY	<BOS>	qokeey	Eintrag/Bezug: heiß am Gradende, abgeschlossen	Eintrag: heiß am Gradende, abgeschlossen	Y_ENTRY_REF+K_HOT+EEDY_END_CLOSED	Y als reine Grenze	1	1	1	0	ykeedy qokeey lsheey qotal shedy oteey	ykeedy qokeey lsheey qotal shedy oteey	ykeedy qokeey lsheey qotal she y oteey	[ykeedy:?]	Eintrag/Bezug: heiß am Gradende, abgeschlossen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Eintrag: heiß am Gradende, abgeschlossen; heiß am Ende des Grades; eingeweichtes Drogenholz, Form II; Rohstoffklasse I, kalt am Gradanfang; feucht in der Mitte des Grades, abgeschlossen; kalter Ansatz am Ende des Grades	1	0	0
G661-T0019	f103r	f103r.49	13	13	13	am	P	EOS	S	B	3	MEASURE_DOSAGE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	AM_TERMINAL	leeesain	<EOS>	Maßeinheit I	Maßeinheit I.	A_VALUE+M_UNIT_I	Mengenabschluss I	1	1	1	0	okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am	okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am	okeey lr ain l olsheed qokeey she l qokee y shedy qoky leees ain am	[am:?]	Maßeinheit I	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	heißer Ansatz am Ende des Grades; [lr:?]; Menge-/Klassenwert II; [l:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [sheed:?]; heiß am Ende des Grades; feuchtes Material; heiß am Ende des Grades, abgeschlossen; feucht in der Mitte des Grades, abgeschlossen; heiß am Anfang des Grades; [leeesain:?]; Maßeinheit I.	1	0	0
G661-T0020	f103r	f103r.6	13	13	13	am	P	EOS	S	B	3	MEASURE_DOSAGE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	AM_TERMINAL	san	<EOS>	Maßeinheit I	Maßeinheit I.	A_VALUE+M_UNIT_I	Mengenabschluss I	1	1	1	0	ocheey dain shek okeedy okey shedy qokealdy shcthy qotedy qoto ota san am	ocheey dain shek okeedy okey shedy qokealdy shcthy qotedy qot san am	ocheey dain shek okeedy okey shedy qokealdy shcthy qotedy qoto ota sein am	[am:?]	Maßeinheit I	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[ocheey:?]; Grad-/Maßwert II; [shek:?]; heißer Ansatz am Ende des Grades, abgeschlossen; heißer Ansatz in der Mitte des Grades; feucht in der Mitte des Grades, abgeschlossen; [qokealdy:?]; feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut; kalt in der Mitte des Grades, abgeschlossen; [qoto:?]; [ota:?]; [san:?]; Maßeinheit I.	1	0	0
G661-T0021	f103v	f103v.19	3	3	7	lkeey	P	MEDIAL	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	chey	chalkar	Drogenholz, heiß am Gradende	Drogenholz, heiß am Gradende	L_WOOD+K_HOT+EEY_GRADE_END	heißer L-Rahmenwert ohne Holz	1	1	1	0	daiin chey lkeey chalkar cheeey l chealainor	daiin chey lkeey chalkar cheeey lchealaiin or	daiin chey lkeey chalkar cheeey l chealain or	[lkeey:?]	Drogenholz, heiß am Gradende	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Grad-/Maßwert III; trocken in der Mitte des Grades; Drogenholz, heiß am Gradende; [chalkar:?]; [cheeey:?]; [l:?]; [chealainor:?]	1	0	0
G661-T0022	f103v	f103v.25	1	1	10	sain	P	BOS	S	B	3	SEED_FORMS	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	<BOS>	olkeeey	Saatgut, Typ/Charge II	Saatgut, Typ/Charge II	S_SEED+AIN_II	Samenmenge II	1	1	1	1	sain olkeeey qokan oteedy qotain otal oty opar aram oteeam	sain olkeeey qokan oteedy qotain otal oty opar aram oteeam	sain olkeeey qokan oteedy qotain otal oty opar aram oteeam	[sain:?]	Saatgut, Typ/Charge II	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Saatgut, Typ/Charge II; [olkeeey:?]; heiß im qo-Rahmen, Grad I; kalter Ansatz am Ende des Grades, abgeschlossen; kalt im qo-Rahmen, Grad II; Rohstoffklasse I im Ansatz, kalt am Gradanfang; kalter Ansatz am Anfang des Grades; [opar:?]; [aram:?]; [oteeam:?]	1	0	0
G661-T0023	f103v	f103v.33	2	2	10	lkeey	P	MEDIAL	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	yshey	qokain	Drogenholz, heiß am Gradende	Drogenholz, heiß am Gradende	L_WOOD+K_HOT+EEY_GRADE_END	heißer L-Rahmenwert ohne Holz	1	1	1	1	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly	[lkeey:?]	Drogenholz, heiß am Gradende	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[yshey:?]; Drogenholz, heiß am Gradende; heiß, Grad II; heißer Ansatz in der Mitte des Grades; heiß, Grad III, im Ansatzrahmen; getrockneter Ansatz; kalter Ansatz in der Mitte des Grades; [shdpchy:?]; [opchey:?]; [oly:?]	1	0	0
G661-T0024	f103v	f103v.39	7	7	10	shes	P	MEDIAL	S	B	3	DRUG_KIND_S	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	okeedar	aiin	feuchtes Drogenmaterial, Mittelstufe	feuchtes Drogenmaterial, Mittelstufe	SH_MOIST+E_MIDDLE+S_BOUND	feuchte Arzneispecies	0	0	1	0	polshor keeolshey okey lcharar shol okeedar shes aiin oty lchdy	polshor keeolshey okey lcharar shol okeedar sher oiin oty lchdy	polshor keeolshey okey lcharar shol okeedar er aiin oty lchdy	[shes:?]	feuchtes Drogenmaterial, Mittelstufe	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[polshor:?]; [keeolshey:?]; heißer Ansatz in der Mitte des Grades; [lcharar:?]; feucht; nominal feuchtes Gut/Material; [okeedar:?]; feuchtes Drogenmaterial, Mittelstufe; Menge III; kalter Ansatz am Anfang des Grades; Drogenholz, getrocknete Kurz-/Kompaktform	1	0	0
G661-T0025	f103v	f103v.4	8	8	8	ykeedy	P	EOS	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	Y_WHOLE_REFERENCE	qoteedy	<EOS>	Eintrag/Bezug: heiß am Gradende, abgeschlossen	hierzu: heiß am Gradende, abgeschlossen	Y_ENTRY_REF+K_HOT+EEDY_END_CLOSED	Y als reine Grenze	1	1	1	0	y cheey qokeey okeey lkees ol qoteedy ykeedy	y cheey qokeey okeey lkees ol qoteedy ykeedy	ycheey qokeey okeey lkees ol qoteed ykeedy	[ykeedy:?]	Eintrag/Bezug: heiß am Gradende, abgeschlossen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Eintrag: trocken am Ende des Grades; heiß am Ende des Grades; heißer Ansatz am Ende des Grades; [lkees:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; kalt am Ende des Grades, abgeschlossen; hierzu: heiß am Gradende, abgeschlossen	1	0	0
G661-T0026	f103v	f103v.43	7	7	9	lkeedy	P	MEDIAL	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	opchy	chdy	Drogenholz, heiß am Gradende, abgeschlossen	Drogenholz, heiß am Gradende, abgeschlossen	L_WOOD+K_HOT+EEDY_END_CLOSED	heißer L-Rahmenwert ohne Holz	0	0	1	0	orain chckhey qokaiin shckhy shtal opchy lkeedy chdy lchedy	orain chckhey qokaiin shckhy shtal opchy lkeedy chdy lchedy	orain chckhey qokaiin shckhy shtal opchy lkee y chdylchedy	[lkeedy:?]	Drogenholz, heiß am Gradende, abgeschlossen	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[orain:?]; Arzneikompositum: trocken, Gradmitte; heiß, Grad III; Arzneikompositum: feucht, Gradanfang; Rohstoffklasse I, feucht-kalt am Gradanfang; [opchy:?]; Drogenholz, heiß am Gradende, abgeschlossen; trocken am Anfang des Grades, abgeschlossen; getrocknetes Drogenholz	1	0	0
G661-T0027	f103v	f103v.8	1	1	6	sain	P	BOS	S	B	3	SEED_FORMS	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	<BOS>	shey	Saatgut, Typ/Charge II	Saatgut, Typ/Charge II	S_SEED+AIN_II	Samenmenge II	1	1	1	0	sain shey olsheey dair chekoal okeey	sain shey olsheey dair chekeeal okeey	sain ey olsheey dair chek al okeey	[sain:?]	Saatgut, Typ/Charge II	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Saatgut, Typ/Charge II; feucht in der Mitte des Grades; [olsheey:?]; abgemessene Fraktion II; [chekoal:?]; heißer Ansatz am Ende des Grades	1	0	0
G661-T0028	f104r	f104r.1	10	10	10	sain	P	EOS	S	B	3	SEED_FORMS	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	qopchedy	<EOS>	Saatgut, Typ/Charge II	Saatgut, Typ/Charge II	S_SEED+AIN_II	Samenmenge II	1	1	1	0	pchdar chedy char qopchedy ocphedy qopchedy shedaiin oteeochey qopchedy sain	pchdar chedy char qopchedy ocphedy qopchedy shedaiin oteeo chey qopchedy sain	pchdar chedy char qopchedy ocphedy qopchedy she aiin oteeochey qopchedy sain	[sain:?]	Saatgut, Typ/Charge II	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[pchdar:?]; trocken in der Mitte des Grades, abgeschlossen; [char:?]; [qopchedy:?]; [ocphedy:?]; [qopchedy:?]; [shedaiin:?]; [oteeochey:?]; [qopchedy:?]; Saatgut, Typ/Charge II	1	0	0
G661-T0029	f104r	f104r.22	12	12	12	dam	P	EOS	S	B	3	MEASURE_DOSAGE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	DAM_TERMINAL	taiin	<EOS>	Dosis I	Dosis I.	D_DOSE+A_VALUE+M_UNIT_I	Maßeinheit I oder Schlussmarke	0	0	1	0	tshedar chllo rl shed kchedy chokor cheedy opchar cheor chckhey taiin dam	tshedar chllo rl shed kchedy chokor cheedy opchar cheor chckhey taiin dam	tshedar chllo rl shed kche y chokor cheed opchar cheor chckhey taiin am	[dam:?]	Dosis I	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[tshedar:?]; [chllo:?]; [rl:?]; [shed:?]; heiß und trocken in der Mitte des Grades, abgeschlossen; [chokor:?]; trocken am Ende des Grades, abgeschlossen; trockene Pulverfraktion I im Ansatz; trockener Drogenteil; Arzneikompositum: trocken, Gradmitte; kalt, Grad III; Dosis I.	1	0	0
