occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	all_present_exact	zl3b_line	it2a_line	rf1b_line	claim_boundary
G661-T0016	f103r	f103r.31	11	chty	EOS	1	1	0	soiin chol kaiin chal okaiin shckhy qokal shdar shchdy okaiin chty	soiin eeol kaiin chal okaiin shckhy qokal shdar shchdy okaiin chty	saiin chol kaiin chal okaiin shckhy qokal shdar shchdy okaiin chty	reader agreement conditions confidence only; it does not identify plaintext
G661-T0017	f103r	f103r.35	9	ykeedy	MEDIAL	0	0	0	qoker chain olain chey kain sheol shedain qokeedy ykeedy lcheg	qokeear chain olain chey kain sheol shedain qokeedy ykeedy lcheg	qokeear chain olain chey kain eol edain qokeedy ykee y lcheg	reader agreement conditions confidence only; it does not identify plaintext
G661-T0018	f103r	f103r.39	1	ykeedy	BOS	1	1	0	ykeedy qokeey lsheey qotal shedy oteey	ykeedy qokeey lsheey qotal shedy oteey	ykeedy qokeey lsheey qotal she y oteey	reader agreement conditions confidence only; it does not identify plaintext
G661-T0019	f103r	f103r.49	13	am	EOS	1	1	0	okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am	okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am	okeey lr ain l olsheed qokeey she l qokee y shedy qoky leees ain am	reader agreement conditions confidence only; it does not identify plaintext
G661-T0020	f103r	f103r.6	13	am	EOS	1	1	0	ocheey dain shek okeedy okey shedy qokealdy shcthy qotedy qoto ota san am	ocheey dain shek okeedy okey shedy qokealdy shcthy qotedy qot san am	ocheey dain shek okeedy okey shedy qokealdy shcthy qotedy qoto ota sein am	reader agreement conditions confidence only; it does not identify plaintext
G661-T0021	f103v	f103v.19	3	lkeey	MEDIAL	1	1	0	daiin chey lkeey chalkar cheeey l chealainor	daiin chey lkeey chalkar cheeey lchealaiin or	daiin chey lkeey chalkar cheeey l chealain or	reader agreement conditions confidence only; it does not identify plaintext
G661-T0022	f103v	f103v.25	1	sain	BOS	1	1	1	sain olkeeey qokan oteedy qotain otal oty opar aram oteeam	sain olkeeey qokan oteedy qotain otal oty opar aram oteeam	sain olkeeey qokan oteedy qotain otal oty opar aram oteeam	reader agreement conditions confidence only; it does not identify plaintext
G661-T0023	f103v	f103v.33	2	lkeey	MEDIAL	1	1	1	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly	reader agreement conditions confidence only; it does not identify plaintext
G661-T0024	f103v	f103v.39	7	shes	MEDIAL	0	0	0	polshor keeolshey okey lcharar shol okeedar shes aiin oty lchdy	polshor keeolshey okey lcharar shol okeedar sher oiin oty lchdy	polshor keeolshey okey lcharar shol okeedar er aiin oty lchdy	reader agreement conditions confidence only; it does not identify plaintext
G661-T0025	f103v	f103v.4	8	ykeedy	EOS	1	1	0	y cheey qokeey okeey lkees ol qoteedy ykeedy	y cheey qokeey okeey lkees ol qoteedy ykeedy	ycheey qokeey okeey lkees ol qoteed ykeedy	reader agreement conditions confidence only; it does not identify plaintext
G661-T0026	f103v	f103v.43	7	lkeedy	MEDIAL	0	0	0	orain chckhey qokaiin shckhy shtal opchy lkeedy chdy lchedy	orain chckhey qokaiin shckhy shtal opchy lkeedy chdy lchedy	orain chckhey qokaiin shckhy shtal opchy lkee y chdylchedy	reader agreement conditions confidence only; it does not identify plaintext
G661-T0027	f103v	f103v.8	1	sain	BOS	1	1	0	sain shey olsheey dair chekoal okeey	sain shey olsheey dair chekeeal okeey	sain ey olsheey dair chek al okeey	reader agreement conditions confidence only; it does not identify plaintext
G661-T0028	f104r	f104r.1	10	sain	EOS	1	1	0	pchdar chedy char qopchedy ocphedy qopchedy shedaiin oteeochey qopchedy sain	pchdar chedy char qopchedy ocphedy qopchedy shedaiin oteeo chey qopchedy sain	pchdar chedy char qopchedy ocphedy qopchedy she aiin oteeochey qopchedy sain	reader agreement conditions confidence only; it does not identify plaintext
G661-T0029	f104r	f104r.22	12	dam	EOS	0	0	0	tshedar chllo rl shed kchedy chokor cheedy opchar cheor chckhey taiin dam	tshedar chllo rl shed kchedy chokor cheedy opchar cheor chckhey taiin dam	tshedar chllo rl shed kche y chokor cheed opchar cheor chckhey taiin am	reader agreement conditions confidence only; it does not identify plaintext
G661-T0030	f104r	f104r.26	4	sheody	EOS	1	1	1	shar sheey kar sheody	shar sheey kar sheody	shar sheey kar sheody	reader agreement conditions confidence only; it does not identify plaintext
G661-T0031	f104r	f104r.27	4	dl	MEDIAL	1	1	1	pchedar qokaiin qotaiin dl ral cheodl cphaiin daiin ar qekeeey qoparaiin	pchedar qokaiin qotaiin dl ral cheodl cphaiin daiin ar qekeeey qoparaiin	pchedar qokaiin qotaiin dl ral cheodl cphaiin daiin ar qekeeey qoparaiin	reader agreement conditions confidence only; it does not identify plaintext
G661-T0032	f104r	f104r.8	3	lkeedy	MEDIAL	1	1	0	o lsheedy lkeedy lkeody qokaiin chedal qokar odar qokal okar otar odr	olsheedy lkeedy lkeody qokaiin chedal qokar odar qokal okor otar	olsheedy lkeedy lkeody qokaiin che al qokar odar qokal okar otar odr	reader agreement conditions confidence only; it does not identify plaintext
G661-T0033	f104r	f104r.9	5	dam	EOS	0	0	0	ycheeoy qokecho qokol cheeo dam	ycheeoy qokecho qokol cheeo dam	ycheeoy qokecho qokol cheeodam	reader agreement conditions confidence only; it does not identify plaintext
G661-T0034	f104v	f104v.1	12	dam	EOS	0	0	0	pchdoiin opcheedy orar oltcheey opchedy ol ear aiir aly cheodaiin cheekain dam	pchdoiin opcheedy orar oltcheey opchedy ol ear aiir aly cheodaiin cheekain dam	pchd iin opcheedy or ar oltcheey opchedy ol ear aiir aly cheodaiin cheekain dom	reader agreement conditions confidence only; it does not identify plaintext
G661-T0035	f104v	f104v.11	4	cheeky	MEDIAL	1	1	0	ycheedy qoy ykchedor cheeky qokchd qotol qokol qokol daiin	ycheedy qocthey ykchedor cheeky qokchd qotol qokol qokol daiin	ycheedy qoy ykchedor cheeky qokchd qotol qokol qokol daiin	reader agreement conditions confidence only; it does not identify plaintext
G661-T0036	f104v	f104v.19	11	ols	MEDIAL	1	1	0	pcheor chol chpcheor cholkshedy qotol sheedy qokchy qotched sho fchor ols aiin chekal	pcheor chol chpcheor cholkshedy qotol sheedy qokchy qotched sho fchor ols aiin chekal	pcheor chol chpcheor cholkshedy qotol eedy qokchy qotched sho fchor ols aiin chekal	reader agreement conditions confidence only; it does not identify plaintext
G661-T0037	f104v	f104v.27	9	r	MEDIAL	1	1	1	pchoror shor sheol sheol sheol qokchedy chdor sho r aiin chpchs aiin al	pchoror shor sheol sheol sheol qokchedy chdor sho r aiin chpchs aiin al	pchoror shor sheol sheol sheol qokchedy chdor sho r aiin chpchs aiin al	reader agreement conditions confidence only; it does not identify plaintext
G661-T0038	f104v	f104v.3	12	dl	EOS	1	1	0	shod chedy qotaiin odaiin okeol ockhey chol qokeedy qotair oeedaiin ol dl	shod chedy qotaiin odaiin okeol ockhhy chol qokeedy qotair oeedaiin ol dl	shod chedy qotaiin odaiin okeol oy chol qokeedy qotair oeedaiin ol dl	reader agreement conditions confidence only; it does not identify plaintext
G661-T0039	f104v	f104v.31	5	sheody	MEDIAL	0	1	0	y cheoraiin cthey chol sheody qokair qoeey cheey lkeedy	ycheoraiin cthey chol sheody qokair qoeey cheey lkeedy	y cheoraiin cthe chol sheo dy qokair qoeey cheey lkeedy	reader agreement conditions confidence only; it does not identify plaintext
G661-T0040	f104v	f104v.31	9	lkeedy	EOS	1	1	0	y cheoraiin cthey chol sheody qokair qoeey cheey lkeedy	ycheoraiin cthey chol sheody qokair qoeey cheey lkeedy	y cheoraiin cthe chol sheo dy qokair qoeey cheey lkeedy	reader agreement conditions confidence only; it does not identify plaintext
G661-T0041	f104v	f104v.32	14	am	EOS	1	1	0	pchedy kchedy cheocphey or ain cheeos aiiiro lcheedy lcheedy qosaiin cfheo ar als am	pchedy kchedy cheocphy orain cheeos aiiinro lcheedy lcheedy qosaiin cfheo arals am	fchedykchedy cheocphey or ain cheeos aiiiro l cheedy l cheedy qosaiin cfheo ar als am	reader agreement conditions confidence only; it does not identify plaintext
G661-T0042	f104v	f104v.35	7	sheody	MEDIAL	1	1	0	psheodar sheedy qotchedar oteedy qotaiin okay sheody qokedy topaiin am	psheodar sheedy qotchedar oteedy qotaiin okaifhhy sheody qokedy topaiin am	psheodar sheedy qotchedar oteedy qotaiin okay sheody qo e y topaiin am	reader agreement conditions confidence only; it does not identify plaintext
G661-T0043	f104v	f104v.35	10	am	EOS	1	1	0	psheodar sheedy qotchedar oteedy qotaiin okay sheody qokedy topaiin am	psheodar sheedy qotchedar oteedy qotaiin okaifhhy sheody qokedy topaiin am	psheodar sheedy qotchedar oteedy qotaiin okay sheody qo e y topaiin am	reader agreement conditions confidence only; it does not identify plaintext
G661-T0044	f104v	f104v.39	6	lkeey	MEDIAL	1	1	0	yshey ar a kain char lkeey roiir shey cheey kar ar lkchs ar y ais alod	ysheey rar akain char lkeey roiir shey cheey kas ar lkchs ar y rais alod	yshey ar a kain char lkeey roiir shey cheey kar ar lkchs ary air alod	reader agreement conditions confidence only; it does not identify plaintext
G661-T0045	f104v	f104v.43	4	lkeey	MEDIAL	0	0	0	chey keeey qockheey lkeey o keeedy qokeey okchey qotodaiin okain orom	chey keeey qockheey okeey okeeedy qokeey okeeey qoteodaiin okain orom	chey keeey qockheey lkeey okeeedy qokeey okeeey qotoodaiin okain orom	reader agreement conditions confidence only; it does not identify plaintext
G661-T0046	f104v	f104v.8	6	ykeedy	MEDIAL	0	0	0	tchodls cheeody cheeool ls air ykeedy chotedy qotchedy chedy qoeky qoteeo lo	tchodls cheeody cheeool ls air ykeedy chotedy qotchedy chedy qoeky qoteeo lo	tchodls cheeo y cheeool ls air ykee y chotedy qotched y chedy qoeky qoteeo lo	reader agreement conditions confidence only; it does not identify plaintext
G661-T0047	f105r	f105r.14	12	lkeey	EOS	0	0	0	kesoar qoeeedy keeody dlls air shckhy oekeody cheody oeey qokeeody sheo lkeey	kesoar qoeeedy keeody dlls air shckhy oekeody cheody oeey qokeeody sheolkeey	kesoar qoeee y keeody dlls air shckhy oekeody cheody oeey qokeeody sheolkeey	reader agreement conditions confidence only; it does not identify plaintext
G661-T0048	f105r	f105r.15	3	r	MEDIAL	1	1	0	lksheey ol r aiin okeedy olkeeody lkaiin okeeol oteeol shod daiin aral	lksheey ol r aiin okeedy olkeeody lkaiin okeeol oteeol shod daiin aral	lkee ol r aiin okeedy olkeeody lkaiin okeeol oteeol shod daiin aral	reader agreement conditions confidence only; it does not identify plaintext
G661-T0049	f105r	f105r.16	1	yteody	BOS	1	1	0	yteody oteeeos aiin odal oiir okeedy oral	yteody oteeeos aiin odal oiir oteedy oral	yteody oteeeos aiin odal oiir oteedy oral	reader agreement conditions confidence only; it does not identify plaintext
G661-T0050	f105r	f105r.18	1	sheoy	BOS	1	1	0	sheoy oleedy daiin al chedy okeeey chdaiin otedy cheoty oteedy oteey chdy	sheoy oleedy daiin al chedy okeeey chdaiin otedy cheoty oteedy oteey chdy	sheoy oleedy daiin al chedy okeeey ch aiin otedy cheoty oteedy oteey chdy	reader agreement conditions confidence only; it does not identify plaintext
G661-T0051	f105r	f105r.2	7	ches	MEDIAL	1	1	0	dshees yey cheey raiin otchdy qodor ches or cheey okees odar cheody qody	dshees yey cheey raiin otchdy qodos ches or cheey okees odar cheody qody	dshees yey chee raiin otch y qodor ches or cheey okees odar cheod qod	reader agreement conditions confidence only; it does not identify plaintext
G661-T0052	f105r	f105r.20	14	dam	EOS	1	1	0	s aiin chey teol ykair paiir olkaiin olfaiin odar al airody al teedar dam	saiin chey teol ykair paiir olkaiin olfaiin odar al airody al teedar dam	s aiin chey teol ykair paiir olkaiin olfaiin o ar al airo y al teedar dam	reader agreement conditions confidence only; it does not identify plaintext
G661-T0053	f105r	f105r.22	8	r	MEDIAL	0	0	0	olkchokeedy ypair opaiin opail oteodl eeol keey r aiin ylkaiin am ols	olkchokeedy ypair opaiin opail oteodl eeol keey raiin ylkaiin am ols	olkchokeedy ypair oepaiin opail oteodl eeol keey r aiin ylkaiin am ols	reader agreement conditions confidence only; it does not identify plaintext
G661-T0054	f105r	f105r.22	11	am	MEDIAL	1	1	0	olkchokeedy ypair opaiin opail oteodl eeol keey r aiin ylkaiin am ols	olkchokeedy ypair opaiin opail oteodl eeol keey raiin ylkaiin am ols	olkchokeedy ypair oepaiin opail oteodl eeol keey r aiin ylkaiin am ols	reader agreement conditions confidence only; it does not identify plaintext
G661-T0055	f105r	f105r.22	12	ols	EOS	1	1	0	olkchokeedy ypair opaiin opail oteodl eeol keey r aiin ylkaiin am ols	olkchokeedy ypair opaiin opail oteodl eeol keey raiin ylkaiin am ols	olkchokeedy ypair oepaiin opail oteodl eeol keey r aiin ylkaiin am ols	reader agreement conditions confidence only; it does not identify plaintext
G661-T0056	f105r	f105r.24	13	dam	EOS	1	1	1	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam	reader agreement conditions confidence only; it does not identify plaintext
G661-T0057	f105r	f105r.27	2	cho	MEDIAL	1	1	1	dair cho al r lal cheesy cphedy	dair cho al r lal cheesy cphedy	dair cho al r lal cheesy cphedy	reader agreement conditions confidence only; it does not identify plaintext
G661-T0058	f105r	f105r.27	4	r	MEDIAL	1	1	1	dair cho al r lal cheesy cphedy	dair cho al r lal cheesy cphedy	dair cho al r lal cheesy cphedy	reader agreement conditions confidence only; it does not identify plaintext
G661-T0059	f105r	f105r.29	4	r	MEDIAL	0	0	0	oees olkeedy qockhy r aiin chol okair oteedy qopchedy odaiin ypchedy ytam	oees olkeedy qockhy raiin chol okair oteedy qopchedy odaiin ypchedy ykam	o ees olkee y qockhy raiin chol okair oteedy qopchedy odaiin ypchedy ykam	reader agreement conditions confidence only; it does not identify plaintext
G661-T0060	f105r	f105r.33	3	lkeey	MEDIAL	1	1	0	okeeodair oteey lkeey teeolteedy ot okal or aiiin qokaiin ar airod	okeeodair oteey lkeey teeolteedy otokal oraiiin qokaiin ar airod	okeeodair oteey lkeey teeolteedy ot okal or aiiin qokaiin ar airod	reader agreement conditions confidence only; it does not identify plaintext
G661-T0061	f105r	f105r.6	8	yteody	MEDIAL	1	1	0	par arody shedeeey qopchedy qody qoteody aiin yteody qokor olpshedy	por arody shedeeey qopchedy qody qoteody aiin yteody qokor olpshedy	par arody she eee qopched qody qoteod aiin yteody qokor olpshed	reader agreement conditions confidence only; it does not identify plaintext
G661-T0062	f105v	f105v.12	12	am	EOS	1	1	0	ysheedy aiin okeol ykedor ar ar alkair otar otaiin otal tair am	ysheedy aiin okeol ykedor ar ar alkair otos otaiin otal tair am	yeedy aiin okeol ykedor ar ar alkair otor otaiin otal kair am	reader agreement conditions confidence only; it does not identify plaintext
G661-T0063	f105v	f105v.15	13	r	EOS	1	1	0	ycheey kar ykeey otaiin ot al dar chdor kalchedy opchdy daiin oraiin r	ycheey kar ykeey otaiin otal dar chdos kalchedy opchdy daiin oraiin r	ycheey kar ykeey otaiin otal dar chdos kalchedy opchdy daiin oraiin r	reader agreement conditions confidence only; it does not identify plaintext
G661-T0064	f105v	f105v.17	7	dl	MEDIAL	0	0	0	olr aiin chey l raiin lkl dl lklor diiin olkaiin	olr aiin chey lraiin lkl dl lklor daiiiolkaiin	l aiin chey lraiin lkl l lklor diiinolkaiin	reader agreement conditions confidence only; it does not identify plaintext
G661-T0065	f105v	f105v.19	11	am	EOS	1	1	0	ycheey aiin otleey lkaiir cheeo taiin okeed ail kchey rokaix am	ycheey aiin otleey lkaiir cheeo taiin okeed ail kchey rokaix am	ycheey aiin otleey lkaiir cheeo taiin ok eed ail kchey rokaix am	reader agreement conditions confidence only; it does not identify plaintext
G661-T0066	f105v	f105v.25	11	dl	EOS	1	1	0	kchdaldy alfo lfcheedy ofoiir opchey fchedy qotor oeeeodr qopar y dl	kchdaldy alfo lfcheedy ofaiis opchey fchedy qotor oeeeodr qopar aifhhy dl	kchdaldy alfo lfcheedy ofaiir opchey fchedy qotor oeeeodr qopar ay dl	reader agreement conditions confidence only; it does not identify plaintext
G661-T0067	f105v	f105v.26	10	chs	MEDIAL	1	1	0	lkl sheeodees otaiin otar otal or aiin chedor alkaiin chs alkaiin ry	lkl sheeodees otaiin otar otal or aiin chedor alkaiin chs alkaiin ry	lkl sheeo ees otaiin otar otal or aiin chedor alkaiin chs alkaiin ry	reader agreement conditions confidence only; it does not identify plaintext
G661-T0068	f105v	f105v.37	6	chs	MEDIAL	1	1	0	yshey ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy	yshey ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy	yshe ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy	reader agreement conditions confidence only; it does not identify plaintext
G661-T0069	f105v	f105v.9	11	r	MEDIAL	1	1	0	lcheey qoeees y daiin okairy otchedy ockhedy otchey daiin or r ail l okam	lcheey qoeees y daiin okairy otchedy ockhedy otchey daiin or r ain ookam	lcheey qoeees y daiin okairy otchedy ockhe otchey daiin or r ail l okam	reader agreement conditions confidence only; it does not identify plaintext
G661-T0070	f106r	f106r.21	4	lkeedy	MEDIAL	1	1	0	olkeedy qokchedy cheo lkeedy chearaiin okain	olkeedy qokchedy cheo lkeedy chearaiin okain	olkeed qokche y cheo lkeedy chearaiin kain	reader agreement conditions confidence only; it does not identify plaintext
G661-T0071	f106r	f106r.24	5	cho	MEDIAL	1	1	0	podshedy qokchedy lkechor otchodar cho lky chedar otaiin chkchedaram	podshedy qokchedy lkechor otchodar cho lky chedar otaiin chkchedaram	podedy qokchedy lkechor otchod ar cho lky chedar otaiin chkche aram	reader agreement conditions confidence only; it does not identify plaintext
G661-T0072	f106r	f106r.26	2	lkeey	EOS	1	1	1	ycheeo lkeey	ycheeo lkeey	ycheeo lkeey	reader agreement conditions confidence only; it does not identify plaintext
G661-T0073	f106r	f106r.30	3	cho	MEDIAL	1	1	0	ycheeo lkaiin cho ror sheo l kain shor sar aiiry sheo al kairam	ycheeo lkaiin cho ror sheol kain shor sar aiiry sheo al kairam	ycheeo lkaiin cho r r eolkain shor sar aiiry sheoal kairam	reader agreement conditions confidence only; it does not identify plaintext
G661-T0074	f106r	f106r.33	3	sheody	MEDIAL	1	1	1	ycheol chokaiin sheody chody qokaiin ar akair aiir okaly	ycheol chokaiin sheody chody qokaiin ar akair aiir okaly	ycheol chokaiin sheody chody qokaiin ar akair aiir okaly	reader agreement conditions confidence only; it does not identify plaintext
G661-T0075	f106r	f106r.4	8	cheeky	MEDIAL	0	0	0	pcheodair okchedy olkeeedy or arojy qopchdy sholfchdy cheeky lchedy qokam	pcheo dair okchedy olkeeedy or arody qopchdy shol fchdy cheoky lchedy qokam	pcheodair okchedy olkeeedy or arojy qopch y sholfchdy cheeky lchedy qokag	reader agreement conditions confidence only; it does not identify plaintext
G661-T0076	f106v	f106v.13	4	ches	MEDIAL	1	1	0	olkeealkchedy qoeeey ral ches al ytar shsy lchey ykaiin shy lkam	olkeeal kchedy qoeeey ral ches al ytar shsy lchey ykaiin shy lkam	olkeealkchedy qoeeey ral ches al ytar shsy lchey ykaiin shy lkam	reader agreement conditions confidence only; it does not identify plaintext
G661-T0077	f106v	f106v.19	5	r	MEDIAL	0	0	0	darshy otaiin otal chedy r ain olaiin otaiin sain	dar shy otaiin otal chedy rain olaiin otaiin sain	dar shy otaiin otal che y r ain olaiin otaiin sain	reader agreement conditions confidence only; it does not identify plaintext
G661-T0078	f106v	f106v.19	9	sain	EOS	1	1	0	darshy otaiin otal chedy r ain olaiin otaiin sain	dar shy otaiin otal chedy rain olaiin otaiin sain	dar shy otaiin otal che y r ain olaiin otaiin sain	reader agreement conditions confidence only; it does not identify plaintext
G661-T0079	f106v	f106v.3	6	cho	MEDIAL	0	0	0	yshedaiin shckhy cheokchy sar al cho lchedy ytain otar al chdy daly lody	yshedaiin shckhy cheokchy sar al cholchedy ytain otar ol chdy daly lody	yshedaiin shckhy cheokchy sar al cholchedy ytain oteir al chdy daly lody	reader agreement conditions confidence only; it does not identify plaintext
G661-T0080	f106v	f106v.40	2	sheody	MEDIAL	0	1	0	ko sheody qody ches aiin dair air opchedy pchdy kolchedy tcheodar podkor	ko sheody qody ches aiin dairair opchedy pchdy kolchedy tcheodar podkor	ko sheo dy qody ches aiin dair air opche y pchdy olche y tcheo ar po kos	reader agreement conditions confidence only; it does not identify plaintext
G661-T0081	f106v	f106v.40	4	ches	MEDIAL	1	1	0	ko sheody qody ches aiin dair air opchedy pchdy kolchedy tcheodar podkor	ko sheody qody ches aiin dairair opchedy pchdy kolchedy tcheodar podkor	ko sheo dy qody ches aiin dair air opche y pchdy olche y tcheo ar po kos	reader agreement conditions confidence only; it does not identify plaintext
G661-T0082	f106v	f106v.6	4	sheody	MEDIAL	1	1	0	daiin shody kchedy sheody olkaiin shkar chody talshdy qokain kararo	daiin shody kchedy sheody olkaiin shkar chody talshdy qokain kararo	daiin shody kche y sheody olkaiin shtar chod talshdy qokain kararo	reader agreement conditions confidence only; it does not identify plaintext
G661-T0083	f106v	f106v.9	10	am	EOS	1	1	0	tshodaiin sholkair orainkar aiin shtchy qopchdy qopchy lolkair shear am	tshodaiin sholkair orain kar aiin shtchy qopchdy qopchy lolkair sheas am	tsho aiin sholkair orainkar aiin shtchy qopchdy qopchy lolkair shear am	reader agreement conditions confidence only; it does not identify plaintext
G661-T0084	f107r	f107r.22	8	r	MEDIAL	1	1	0	yksheol okaiiin shoy daiin qotalal lshedy qokal r aiiin okair lldy	yksheol okaiiin shoikhy daiin qotalal lshedy qokal r aiiin okair lldy	ykshe l okaiiin shockhy daiin qotalal lshedy qokal r aiiin okair lldy	reader agreement conditions confidence only; it does not identify plaintext
G661-T0085	f107r	f107r.31	11	r	MEDIAL	0	0	0	daiin sheol chdy okaiin sheykal shy kl al kal chdy r aiin chain yols	daiin sheol chdy okaiin sheykal shy kl al kal chdy raiin chain yols	daiin sheol ch y okaiin sheykal shy kl al kal ch y r aiin chain yols	reader agreement conditions confidence only; it does not identify plaintext
G661-T0086	f107r	f107r.34	4	lkeey	MEDIAL	0	0	0	pairar al oro lkeey qotal cheotain dar okaiin otaiin otar opaim	pairar al aro lkeey qotal cheotain dar okaiin otaiin otar opaim	fairar al arolkeey qotal cheotain dar okaiin otaiin otar opaim	reader agreement conditions confidence only; it does not identify plaintext
G661-T0087	f107r	f107r.37	3	cho	MEDIAL	0	0	0	ychklkaiin chckhy cho l olkain	ychkl kaiin chckhy chol alkain	ychklkaiin chckhy cho l alkain	reader agreement conditions confidence only; it does not identify plaintext
