pair_id	page	first_locus	second_locus	line_delta	first_surface	second_surface	first_state	second_state	axis_relation	direction	frame_relation	intervening_token_count	intervening_tokens	repeated_following_terms	known_local_anchors	both_triple_token_stable	section	opened_image_page	working_relation_de	surface_context
G625-P0015	f104v	f104v.15	f104v.16	1	qotchdy	qokchedy	TCH	KCH	THERMAL_FLIP	COLD_TO_HOT	E_OR_D_FRAME_CHANGE	9	ram|dcheedy|qockheey|chdor|as|aiin|chy|dchdar|chdy	NONE	NONE	1	S	0	kühlen/erwärmen, falls derselbe Träger	tolkshey chocthy qokeochy qokchy qotcheo qotcheo dlchd chedy tchdy qotchdy ram / dcheedy qockheey chdor as aiin chy dchdar chdy qokchedy olkchy qokain dadam
G625-P0016	f104v	f104v.16	f104v.16	0	qokchedy	olkchy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	0	DIRECT	qokain|dadam|ycheechy|cheey|cheos	NONE	1	S	0	gleicher Qualitätszustand	dcheedy qockheey chdor as aiin chy dchdar chdy qokchedy olkchy qokain dadam
G625-P0017	f104v	f104v.16	f104v.17	1	olkchy	otkchedy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	6	qokain|dadam|ycheechy|cheey|cheos|s	NONE	NONE	1	S	0	gleicher Qualitätszustand	dcheedy qockheey chdor as aiin chy dchdar chdy qokchedy olkchy qokain dadam / ycheechy cheey cheos s otkchedy cholkchy qotchdy qotol sheedy or ain cheol
G625-P0018	f104v	f104v.17	f104v.17	0	otkchedy	cholkchy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	0	DIRECT	qotol|sheedy|ain	NONE	0	S	0	gleicher Qualitätszustand	ycheechy cheey cheos s otkchedy cholkchy qotchdy qotol sheedy or ain cheol
G625-P0019	f104v	f104v.17	f104v.17	0	cholkchy	qotchdy	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	E_OR_D_FRAME_CHANGE	0	DIRECT	qotol|sheedy|ain|cheol	NONE	0	S	0	kühlen/erwärmen, falls derselbe Träger	ycheechy cheey cheos s otkchedy cholkchy qotchdy qotol sheedy or ain cheol
G625-P0020	f104v	f104v.19	f104v.19	0	cholkshedy	qokchy	KSH	KCH	MOISTURE_FLIP	MOIST_TO_DRY	E_OR_D_FRAME_CHANGE	2	qotol|sheedy	qotched|sho|fchor	NONE	1	S	0	trocknen, falls derselbe Träger	pcheor chol chpcheor cholkshedy qotol sheedy qokchy qotched sho fchor ols aiin chekal
G625-P0021	f104v	f104v.19	f104v.20	1	qokchy	qotchedy	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	E_OR_D_FRAME_CHANGE	12	qotched|sho|fchor|ols|aiin|chekal|or|sheeo|lcheedy|qokeey|qochey|qotcheedy	NONE	chor	1	S	0	kühlen/erwärmen, falls derselbe Träger	pcheor chol chpcheor cholkshedy qotol sheedy qokchy qotched sho fchor ols aiin chekal / or sheeo lcheedy qokeey qochey qotcheedy qotchedy qokol chor chorol chdar otam
G625-P0022	f104v	f104v.20	f104v.21	1	qotchedy	shokchey	TCH	KCH	THERMAL_FLIP	COLD_TO_HOT	E_OR_D_FRAME_CHANGE	8	qokol|chor|chorol|chdar|otam|yshor|sheedy|qokaiin	NONE	chor	1	S	0	kühlen/erwärmen, falls derselbe Träger	or sheeo lcheedy qokeey qochey qotcheedy qotchedy qokol chor chorol chdar otam / yshor sheedy qokaiin shokchey qokeey chodain
G625-P0023	f104v	f104v.21	f104v.22	1	shokchey	ytchedy	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	E_OR_D_FRAME_CHANGE	2	qokeey|chodain	NONE	NONE	1	S	0	kühlen/erwärmen, falls derselbe Träger	yshor sheedy qokaiin shokchey qokeey chodain / ytchedy qokchedy qotchy qokchedy qokchd ls aiin qchor sheor ytaiin chey tal
G625-P0024	f104v	f104v.22	f104v.22	0	ytchedy	qokchedy	TCH	KCH	THERMAL_FLIP	COLD_TO_HOT	SAME_E_D__EXTENDED_PREFIX_CHANGE	0	DIRECT	qokchd|aiin	NONE	1	S	0	kühlen/erwärmen, falls derselbe Träger	ytchedy qokchedy qotchy qokchedy qokchd ls aiin qchor sheor ytaiin chey tal
G625-P0025	f104v	f104v.22	f104v.22	0	qokchedy	qotchy	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	E_OR_D_FRAME_CHANGE	0	DIRECT	qokchd|aiin|qchor	NONE	1	S	0	kühlen/erwärmen, falls derselbe Träger	ytchedy qokchedy qotchy qokchedy qokchd ls aiin qchor sheor ytaiin chey tal
G625-P0026	f104v	f104v.22	f104v.22	0	qotchy	qokchedy	TCH	KCH	THERMAL_FLIP	COLD_TO_HOT	E_OR_D_FRAME_CHANGE	0	DIRECT	qokchd|aiin|qchor|sheor	NONE	0	S	0	kühlen/erwärmen, falls derselbe Träger	ytchedy qokchedy qotchy qokchedy qokchd ls aiin qchor sheor ytaiin chey tal
G625-P0027	f104v	f104v.22	f104v.23	1	qokchedy	tchey	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	E_OR_D_FRAME_CHANGE	8	qokchd|ls|aiin|qchor|sheor|ytaiin|chey|tal	NONE	NONE	0	S	0	kühlen/erwärmen, falls derselbe Träger	ytchedy qokchedy qotchy qokchedy qokchd ls aiin qchor sheor ytaiin chey tal / tchey qokchey qochey qodeey qodaiin chodaiin chckhdy dairar otar qotai l
G625-P0028	f104v	f104v.23	f104v.23	0	tchey	qokchey	TCH	KCH	THERMAL_FLIP	COLD_TO_HOT	REGISTERED_PREFIX_CHANGE__SAME_E_D	0	DIRECT	qochey|qodeey|qodaiin|chodaiin|chckhdy	NONE	1	S	0	kühlen/erwärmen, falls derselbe Träger	tchey qokchey qochey qodeey qodaiin chodaiin chckhdy dairar otar qotai l
G625-P0029	f104v	f104v.27	f104v.28	1	qokchedy	qokchy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	11	chdor|sho|r|aiin|chpchs|aiin|al|olsho|lsair|olcheey|qokeechy	NONE	shor	1	S	0	gleicher Qualitätszustand	pchoror shor sheol sheol sheol qokchedy chdor sho r aiin chpchs aiin al / olsho lsair olcheey qokeechy qokchy daiin chody qodaiin cheody
G625-P0030	f104v	f104v.28	f104v.29	1	qokchy	qotchdy	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	E_OR_D_FRAME_CHANGE	10	daiin|chody|qodaiin|cheody|kche|shodaiin|qokeey|cheokcheo|lol|kaiin	NONE	NONE	1	S	0	kühlen/erwärmen, falls derselbe Träger	olsho lsair olcheey qokeechy qokchy daiin chody qodaiin cheody / kche shodaiin qokeey cheokcheo lol kaiin qotchdy lcheo l chedy l cheed chaim
G625-P0031	f104v	f104v.40	f104v.41	1	okchedy	tchedy	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	REGISTERED_PREFIX_CHANGE__SAME_E_D	5	qokeey|aiin|odain|orchedy|qoky	NONE	NONE	1	S	0	kühlen/erwärmen, falls derselbe Träger	qokeeey okchedy qokeey aiin odain orchedy qoky / tchedy qotechy otcheeo l keedy qoty raiin cheedy qotaiin otchdy qotain
G625-P0032	f104v	f104v.41	f104v.41	0	tchedy	otchdy	TCH	TCH	SAME_QUADRANT	TCH->TCH	E_OR_D_FRAME_CHANGE	8	qotechy|otcheeo|l|keedy|qoty|raiin|cheedy|qotaiin	NONE	NONE	0	S	0	gleicher Qualitätszustand	tchedy qotechy otcheeo l keedy qoty raiin cheedy qotaiin otchdy qotain
G625-P0033	f105r	f105r.2	f105r.3	1	otchdy	ytchy	TCH	TCH	SAME_QUADRANT	TCH->TCH	E_OR_D_FRAME_CHANGE	15	qodor|ches|or|cheey|okees|odar|cheody|qody|olshey|qoden|odeey|kcheody|cheeo|ar|yteey	NONE	NONE	0	S	0	gleicher Qualitätszustand	dshees yey cheey raiin otchdy qodor ches or cheey okees odar cheody qody / olshey qoden odeey kcheody cheeo ar yteey ytchy otedy qokeedy qokeey rol
G625-P0034	f105r	f105r.12	f105r.12	0	kchedy	qotchdy	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	E_OR_D_FRAME_CHANGE	0	DIRECT	otcheey|chey|teeor|ykedy	NONE	1	S	0	kühlen/erwärmen, falls derselbe Träger	yaiir yteeo dy qoeeody qoeedy kchedy qotchdy otcheey chey teeor ykedy ry
G625-P0035	f105v	f105v.9	f105v.9	0	otchedy	otchey	TCH	TCH	SAME_QUADRANT	TCH->TCH	E_OR_D_FRAME_CHANGE	1	ockhedy	daiin|ail	NONE	1	S	0	gleicher Qualitätszustand	lcheey qoeees y daiin okairy otchedy ockhedy otchey daiin or r ail l okam
G625-P0036	f105v	f105v.13	f105v.14	1	qokchdy	chtchy	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	E_OR_D_FRAME_CHANGE	14	otar|al|kair|okees|lkchdal|pchedaiin|chckhdy|qokaiir|olpchedy|olord|aiiin|tail|odar|kard	NONE	NONE	0	S	0	kühlen/erwärmen, falls derselbe Träger	saiin opchedy qokchdy otar al kair okees lkchdal / pchedaiin chckhdy qokaiir olpchedy olord aiiin tail odar kard chtchy
G625-P0037	f105v	f105v.18	f105v.19	1	oltchdy	kchey	TCH	KCH	THERMAL_FLIP	COLD_TO_HOT	E_OR_D_FRAME_CHANGE	12	qopchsd|opair|orair|karaim|ycheey|aiin|otleey|lkaiir|cheeo|taiin|okeed|ail	NONE	okaiin	1	S	0	kühlen/erwärmen, falls derselbe Träger	pchor chedaiin okaiin cholkal qolkaiin oltchdy qopchsd opair orair karaim / ycheey aiin otleey lkaiir cheeo taiin okeed ail kchey rokaix am
G625-P0038	f105v	f105v.37	f105v.38	1	tchdy	okshey	TCH	KSH	BOTH_AXES_FLIP	TCH->KSH	E_OR_D_FRAME_CHANGE	7	sheeey|okaiin|ar|aildy|cheody|oaiir|ain	NONE	okaiin	0	S	0	kombinierter Zustands- oder Trägerwechsel	yshey ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy / cheody oaiir ain okshey
G625-P0039	f106r	f106r.1	f106r.2	1	otchedy	ytchedy	TCH	TCH	SAME_QUADRANT	TCH->TCH	SAME_E_D__EXTENDED_PREFIX_CHANGE	5	okshed|qotedy|qoted|yteeody|shedchy	NONE	NONE	1	S	0	gleicher Qualitätszustand	pshdar shoefy yteedy shal korchy sheky otchedy okshed qotedy qoted yteeody / shedchy ytchedy chees otshes okcho chdy qokeedy ched chedy chedy qotar rod
G625-P0040	f106r	f106r.2	f106r.3	1	ytchedy	lkchedy	TCH	KCH	THERMAL_FLIP	COLD_TO_HOT	SAME_E_D__EXTENDED_PREFIX_CHANGE	12	chees|otshes|okcho|chdy|qokeedy|ched|chedy|chedy|qotar|rod|dshes|lchedy	NONE	NONE	1	S	0	kühlen/erwärmen, falls derselbe Träger	shedchy ytchedy chees otshes okcho chdy qokeedy ched chedy chedy qotar rod / dshes lchedy lkchedy ytchdy or cheos
G625-P0041	f106r	f106r.3	f106r.3	0	lkchedy	ytchdy	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	E_OR_D_FRAME_CHANGE	0	DIRECT	cheos|pcheodair|olkeeedy	NONE	1	S	0	kühlen/erwärmen, falls derselbe Träger	dshes lchedy lkchedy ytchdy or cheos
G625-P0042	f106r	f106r.3	f106r.4	1	ytchdy	okchedy	TCH	KCH	THERMAL_FLIP	COLD_TO_HOT	E_OR_D_FRAME_CHANGE	3	or|cheos|pcheodair	olkeeedy	NONE	1	S	0	kühlen/erwärmen, falls derselbe Träger	dshes lchedy lkchedy ytchdy or cheos / pcheodair okchedy olkeeedy or arojy qopchdy sholfchdy cheeky lchedy qokam
G625-P0043	f106r	f106r.23	f106r.24	1	qokchy	qokchedy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	4	otedy|dar|aror|podshedy	lkechor	dair	1	S	0	gleicher Qualitätszustand	ychedy qckhedy dair al qokedy shecphy qokchy otedy dar aror / podshedy qokchedy lkechor otchodar cho lky chedar otaiin chkchedaram
G625-P0044	f106r	f106r.42	f106r.42	0	okchedy	shotchy	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	E_OR_D_FRAME_CHANGE	1	qoteey	qoty|lpaiin|shedy|lar	NONE	0	S	0	kühlen/erwärmen, falls derselbe Träger	pcheodar shol kain okchedy qoteey shotchy qoty lpaiin shedy lar
G625-P0045	f106v	f106v.11	f106v.11	0	kshedy	qotchdy	KSH	TCH	BOTH_AXES_FLIP	KSH->TCH	E_OR_D_FRAME_CHANGE	0	DIRECT	qotar|shedy|qotedy|opchy|kaiin	NONE	0	S	0	kombinierter Zustands- oder Trägerwechsel	tchdys arshedy oteeody kshedy qotchdy qotar shedy qotedy opchy kaiin sham
G625-P0046	f106v	f106v.15	f106v.15	0	otshedy	qokchdy	TSH	KCH	BOTH_AXES_FLIP	TSH->KCH	E_OR_D_FRAME_CHANGE	0	DIRECT	kair|alody|sarar	NONE	0	S	0	kombinierter Zustands- oder Trägerwechsel	kcheoakar shedy qofchdy otshedy qokchdy qotshdy qokchdy kair alody
G625-P0047	f106v	f106v.15	f106v.15	0	qokchdy	qotshdy	KCH	TSH	BOTH_AXES_FLIP	KCH->TSH	EXACT_PREFIX_E_D	0	DIRECT	kair|alody|sarar|okear	NONE	1	S	0	kombinierter Zustands- oder Trägerwechsel	kcheoakar shedy qofchdy otshedy qokchdy qotshdy qokchdy kair alody
G625-P0048	f106v	f106v.15	f106v.15	0	qotshdy	qokchdy	TSH	KCH	BOTH_AXES_FLIP	TSH->KCH	EXACT_PREFIX_E_D	0	DIRECT	kair|alody|sarar|okear|aiin	NONE	0	S	0	kombinierter Zustands- oder Trägerwechsel	kcheoakar shedy qofchdy otshedy qokchdy qotshdy qokchdy kair alody
G625-P0049	f106v	f106v.15	f106v.16	1	qokchdy	qotchdy	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	EXACT_PREFIX_E_D	7	kair|alody|sarar|okear|aiin|chotal|shody	NONE	NONE	0	S	0	kühlen/erwärmen, falls derselbe Träger	kcheoakar shedy qofchdy otshedy qokchdy qotshdy qokchdy kair alody / sarar okear aiin chotal shody qotchdy qotar shedy chodal chedy qotam
G625-P0050	f106v	f106v.18	f106v.18	0	qokshdy	qokshy	KSH	KSH	SAME_QUADRANT	KSH->KSH	E_OR_D_FRAME_CHANGE	0	DIRECT	opchdy|qokshd|shdar|oeedy	NONE	0	S	0	gleicher Qualitätszustand	pshodalos qokshdy qokshy opchdy qokshd ar shdar oeedy qotaly dairy
G625-P0051	f106v	f106v.21	f106v.22	1	qokchedy	qokchy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	1	tshod	qokaiin|qokar|shedy	NONE	1	S	0	gleicher Qualitätszustand	ycheo lkaiin cheo lchdaiin osaiin okal sheedy qokchedy / tshod qokchy qokaiin okshy qokar shedy shey qopshedy shdykairylam
G625-P0052	f106v	f106v.22	f106v.22	0	qokchy	okshy	KCH	KSH	MOISTURE_FLIP	DRY_TO_MOIST	REGISTERED_PREFIX_CHANGE__SAME_E_D	1	qokaiin	qokar|shedy|shey|qopshedy	NONE	1	S	0	befeuchten/einweichen, falls derselbe Träger	tshod qokchy qokaiin okshy qokar shedy shey qopshedy shdykairylam
G625-P0053	f106v	f106v.35	f106v.35	0	kchedy	kchedy	KCH	KCH	SAME_QUADRANT	KCH->KCH	EXACT_PREFIX_E_D	1	shdy	chedy|qockhey|okaiin	okaiin	0	S	0	gleicher Qualitätszustand	shody shockhy qokeey qokcho l kchedy shdy kchedy chedy qockhey okaiin al
G625-P0054	f107r	f107r.4	f107r.5	1	okchedy	olkchedy	KCH	KCH	SAME_QUADRANT	KCH->KCH	SAME_E_D__EXTENDED_PREFIX_CHANGE	0	DIRECT	tedy|oteeey|qokeed|qokear	NONE	1	S	0	gleicher Qualitätszustand	teeody chedain qoteey qokar deeoltedy otar ain chady otokcho qoked okchedy / olkchedy tedy oteeey okchedy qokeed qokear chedy chokchedy qokain ar
G625-P0055	f107r	f107r.5	f107r.5	0	olkchedy	okchedy	KCH	KCH	SAME_QUADRANT	KCH->KCH	SAME_E_D__EXTENDED_PREFIX_CHANGE	2	tedy|oteeey	qokeed|qokear|chedy	NONE	1	S	0	gleicher Qualitätszustand	olkchedy tedy oteeey okchedy qokeed qokear chedy chokchedy qokain ar
G625-P0056	f107r	f107r.5	f107r.5	0	okchedy	chokchedy	KCH	KCH	SAME_QUADRANT	KCH->KCH	SAME_E_D__EXTENDED_PREFIX_CHANGE	3	qokeed|qokear|chedy	qokain	NONE	0	S	0	gleicher Qualitätszustand	olkchedy tedy oteeey okchedy qokeed qokear chedy chokchedy qokain ar
G625-P0057	f107r	f107r.5	f107r.6	1	chokchedy	chotchedy	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	EXACT_PREFIX_E_D	4	qokain|ar|okcheey|qokeedy	daiinar	NONE	0	S	0	kühlen/erwärmen, falls derselbe Träger	olkchedy tedy oteeey okchedy qokeed qokear chedy chokchedy qokain ar / okcheey qokeedy chotchedy daiinar oteey lteey chedaiin okchey otaiin am
G625-P0058	f107r	f107r.6	f107r.6	0	chotchedy	okchey	TCH	KCH	THERMAL_FLIP	COLD_TO_HOT	E_OR_D_FRAME_CHANGE	4	daiinar|oteey|lteey|chedaiin	otaiin	NONE	0	S	0	kühlen/erwärmen, falls derselbe Träger	okcheey qokeedy chotchedy daiinar oteey lteey chedaiin okchey otaiin am
G625-P0059	f107r	f107r.6	f107r.7	1	okchey	cheotchey	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	SAME_E_D__EXTENDED_PREFIX_CHANGE	3	otaiin|am|ytaiin	okaiin|chckhy	okaiin	0	S	0	kühlen/erwärmen, falls derselbe Träger	okcheey qokeedy chotchedy daiinar oteey lteey chedaiin okchey otaiin am / ytaiin cheotchey okaiin chckhy okeedy otcheey
G625-P0060	f107r	f107r.42	f107r.43	1	ykchey	ykchedy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	10	paichy|okeey|tain|ar|arodl|kairam|okeear|ay|daiin|sheody	NONE	NONE	1	S	0	gleicher Qualitätszustand	pcholky sokeey aiin oteey ykchey paichy okeey tain ar arodl kairam / okeear ay daiin sheody ykchedy chykaiin otal taiin chotaiir aram
G625-P0061	f107v	f107v.11	f107v.11	0	tshedy	qokchey	TSH	KCH	BOTH_AXES_FLIP	TSH->KCH	E_OR_D_FRAME_CHANGE	2	okal|shedy	chky|qokeey|qotaiin	NONE	0	S	0	kombinierter Zustands- oder Trägerwechsel	tshedy okal shedy qokchey chky qokeey qotaiin otol qoteedy qopchcfhy
G625-P0062	f107v	f107v.18	f107v.18	0	qokchey	qekchdy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	0	DIRECT	okaiin|lkl|chol|raiin|otaiin	okaiin	0	S	0	gleicher Qualitätszustand	qokain qokchey qekchdy okaiin lkl chol raiin otaiin alkaiin dal
G625-P0063	f107v	f107v.27	f107v.27	0	okchey	qokshy	KCH	KSH	MOISTURE_FLIP	DRY_TO_MOIST	E_OR_D_FRAME_CHANGE	0	DIRECT	okol|taraiin|sho|qokor	NONE	1	S	0	befeuchten/einweichen, falls derselbe Träger	dal okain okchey qokshy okol lkshedy taraiin sho qokor cheey qokam
G625-P0064	f107v	f107v.27	f107v.27	0	qokshy	lkshedy	KSH	KSH	SAME_QUADRANT	KSH->KSH	E_OR_D_FRAME_CHANGE	1	okol	taraiin|sho|qokor|cheey	NONE	1	S	0	gleicher Qualitätszustand	dal okain okchey qokshy okol lkshedy taraiin sho qokor cheey qokam
G625-P0065	f107v	f107v.38	f107v.38	0	okchey	qokchey	KCH	KCH	SAME_QUADRANT	KCH->KCH	REGISTERED_PREFIX_CHANGE__SAME_E_D	0	DIRECT	qokaiin|olkeey|qokol|oteey	NONE	1	S	0	gleicher Qualitätszustand	dain okchey qokchey qokaiin olkeey qokol oteey oteey lkain
G625-P0066	f108r	f108r.6	f108r.7	1	qokchey	okchey	KCH	KCH	SAME_QUADRANT	KCH->KCH	REGISTERED_PREFIX_CHANGE__SAME_E_D	3	chdar|aiin|y	okedy	NONE	1	S	0	gleicher Qualitätszustand	ol cheol qo qokeey qokeey qokeedy sheoky otedy qotey qokchey chdar aiin y / okchey okedy qokchedy chedy qokedy okar chdy okar char chkaiin chsy
G625-P0067	f108r	f108r.7	f108r.7	0	okchey	qokchedy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	1	okedy	chedy|qokedy|okar|chdy	NONE	1	S	0	gleicher Qualitätszustand	okchey okedy qokchedy chedy qokedy okar chdy okar char chkaiin chsy
G625-P0068	f108r	f108r.7	f108r.8	1	qokchedy	chokchy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	13	chedy|qokedy|okar|chdy|okar|char|chkaiin|chsy|pochedy|shy|shokeedar|al|kedal	NONE	NONE	1	S	0	gleicher Qualitätszustand	okchey okedy qokchedy chedy qokedy okar chdy okar char chkaiin chsy / pochedy shy shokeedar al kedal chokchy qokar ch okeey qaiin okeedy qetam
G625-P0069	f108r	f108r.11	f108r.12	1	qetchdy	tshey	TCH	TSH	MOISTURE_FLIP	DRY_TO_MOIST	E_OR_D_FRAME_CHANGE	6	oteeody|okaiin|ykeeo|dain|otalaiin|oly	dain	okaiin	1	S	0	befeuchten/einweichen, falls derselbe Träger	teodeey ar aiin okeey qetchdy oteeody okaiin ykeeo dain otalaiin oly / tshey okchey dain aloiin ocheey qokaiin chlam okaiin okal kain alam
