locality	frame_scope	first_state	second_state	successive_pairs
SAME_LINE	EXACT_FRAME	TSH	KSH	1
SAME_LINE	EXACT_FRAME	TSH	TCH	0
SAME_LINE	EXACT_FRAME	TSH	TSH	0
NEXT_LINE	ALL_TERMINAL	KCH	KCH	78
NEXT_LINE	ALL_TERMINAL	KCH	KSH	6
NEXT_LINE	ALL_TERMINAL	KCH	TCH	51
NEXT_LINE	ALL_TERMINAL	KCH	TSH	4
NEXT_LINE	ALL_TERMINAL	KSH	KCH	6
NEXT_LINE	ALL_TERMINAL	KSH	KSH	4
NEXT_LINE	ALL_TERMINAL	KSH	TCH	5
NEXT_LINE	ALL_TERMINAL	KSH	TSH	5
NEXT_LINE	ALL_TERMINAL	TCH	KCH	41
NEXT_LINE	ALL_TERMINAL	TCH	KSH	6
NEXT_LINE	ALL_TERMINAL	TCH	TCH	51
NEXT_LINE	ALL_TERMINAL	TCH	TSH	9
NEXT_LINE	ALL_TERMINAL	TSH	KCH	8
NEXT_LINE	ALL_TERMINAL	TSH	KSH	2
NEXT_LINE	ALL_TERMINAL	TSH	TCH	8
NEXT_LINE	ALL_TERMINAL	TSH	TSH	1
NEXT_LINE	SAME_E_D	KCH	KCH	36
NEXT_LINE	SAME_E_D	KCH	KSH	3
NEXT_LINE	SAME_E_D	KCH	TCH	27
NEXT_LINE	SAME_E_D	KCH	TSH	1
NEXT_LINE	SAME_E_D	KSH	KCH	3
NEXT_LINE	SAME_E_D	KSH	KSH	3
NEXT_LINE	SAME_E_D	KSH	TCH	3
NEXT_LINE	SAME_E_D	KSH	TSH	1
NEXT_LINE	SAME_E_D	TCH	KCH	17
NEXT_LINE	SAME_E_D	TCH	KSH	4
NEXT_LINE	SAME_E_D	TCH	TCH	20
NEXT_LINE	SAME_E_D	TCH	TSH	6
NEXT_LINE	SAME_E_D	TSH	KCH	6
NEXT_LINE	SAME_E_D	TSH	KSH	2
NEXT_LINE	SAME_E_D	TSH	TCH	2
NEXT_LINE	SAME_E_D	TSH	TSH	0
NEXT_LINE	EXACT_FRAME	KCH	KCH	5
NEXT_LINE	EXACT_FRAME	KCH	KSH	1
NEXT_LINE	EXACT_FRAME	KCH	TCH	4
NEXT_LINE	EXACT_FRAME	KCH	TSH	1
NEXT_LINE	EXACT_FRAME	KSH	KCH	1
NEXT_LINE	EXACT_FRAME	KSH	KSH	2
NEXT_LINE	EXACT_FRAME	KSH	TCH	2
NEXT_LINE	EXACT_FRAME	KSH	TSH	0
NEXT_LINE	EXACT_FRAME	TCH	KCH	3
NEXT_LINE	EXACT_FRAME	TCH	KSH	2
NEXT_LINE	EXACT_FRAME	TCH	TCH	1
NEXT_LINE	EXACT_FRAME	TCH	TSH	1
NEXT_LINE	EXACT_FRAME	TSH	KCH	0
NEXT_LINE	EXACT_FRAME	TSH	KSH	0
NEXT_LINE	EXACT_FRAME	TSH	TCH	0
NEXT_LINE	EXACT_FRAME	TSH	TSH	0
LOCAL_TOTAL	ALL_TERMINAL	KCH	KCH	144
LOCAL_TOTAL	ALL_TERMINAL	KCH	KSH	17
LOCAL_TOTAL	ALL_TERMINAL	KCH	TCH	79
LOCAL_TOTAL	ALL_TERMINAL	KCH	TSH	11
LOCAL_TOTAL	ALL_TERMINAL	KSH	KCH	14
LOCAL_TOTAL	ALL_TERMINAL	KSH	KSH	11
LOCAL_TOTAL	ALL_TERMINAL	KSH	TCH	18
LOCAL_TOTAL	ALL_TERMINAL	KSH	TSH	6
LOCAL_TOTAL	ALL_TERMINAL	TCH	KCH	86
LOCAL_TOTAL	ALL_TERMINAL	TCH	KSH	8
LOCAL_TOTAL	ALL_TERMINAL	TCH	TCH	83
LOCAL_TOTAL	ALL_TERMINAL	TCH	TSH	15
LOCAL_TOTAL	ALL_TERMINAL	TSH	KCH	20
LOCAL_TOTAL	ALL_TERMINAL	TSH	KSH	4
LOCAL_TOTAL	ALL_TERMINAL	TSH	TCH	17
LOCAL_TOTAL	ALL_TERMINAL	TSH	TSH	2
LOCAL_TOTAL	SAME_E_D	KCH	KCH	69
LOCAL_TOTAL	SAME_E_D	KCH	KSH	8
LOCAL_TOTAL	SAME_E_D	KCH	TCH	37
LOCAL_TOTAL	SAME_E_D	KCH	TSH	4
LOCAL_TOTAL	SAME_E_D	KSH	KCH	6
LOCAL_TOTAL	SAME_E_D	KSH	KSH	5
LOCAL_TOTAL	SAME_E_D	KSH	TCH	9
LOCAL_TOTAL	SAME_E_D	KSH	TSH	1
LOCAL_TOTAL	SAME_E_D	TCH	KCH	50
LOCAL_TOTAL	SAME_E_D	TCH	KSH	5
LOCAL_TOTAL	SAME_E_D	TCH	TCH	37
LOCAL_TOTAL	SAME_E_D	TCH	TSH	11
LOCAL_TOTAL	SAME_E_D	TSH	KCH	13
LOCAL_TOTAL	SAME_E_D	TSH	KSH	4
LOCAL_TOTAL	SAME_E_D	TSH	TCH	7
LOCAL_TOTAL	SAME_E_D	TSH	TSH	0
LOCAL_TOTAL	EXACT_FRAME	KCH	KCH	13
LOCAL_TOTAL	EXACT_FRAME	KCH	KSH	3
LOCAL_TOTAL	EXACT_FRAME	KCH	TCH	8
LOCAL_TOTAL	EXACT_FRAME	KCH	TSH	2
LOCAL_TOTAL	EXACT_FRAME	KSH	KCH	1
LOCAL_TOTAL	EXACT_FRAME	KSH	KSH	2
LOCAL_TOTAL	EXACT_FRAME	KSH	TCH	3
LOCAL_TOTAL	EXACT_FRAME	KSH	TSH	0
LOCAL_TOTAL	EXACT_FRAME	TCH	KCH	18
LOCAL_TOTAL	EXACT_FRAME	TCH	KSH	2
LOCAL_TOTAL	EXACT_FRAME	TCH	TCH	5
LOCAL_TOTAL	EXACT_FRAME	TCH	TSH	4
LOCAL_TOTAL	EXACT_FRAME	TSH	KCH	2
LOCAL_TOTAL	EXACT_FRAME	TSH	KSH	1
LOCAL_TOTAL	EXACT_FRAME	TSH	TCH	0
LOCAL_TOTAL	EXACT_FRAME	TSH	TSH	0
