occurrence_id	page	locus	line_number	token_index	surface	section	language	hand	prefix	registered_grid	thermal	moisture	e_bit	d_bit	state_id	working_state_de	triple_reading_token_stable
G625-Q0024	f103v	f103v.31	31	8	qekchy	S	B	3	qe	0	k	ch	0	0	KCH	heiß-trocken	0
G625-Q0025	f104r	f104r.6	6	10	otchdy	S	B	3	o	1	t	ch	0	1	TCH	kalt-trocken	0
G625-Q0026	f104r	f104r.7	7	4	otchedy	S	B	3	o	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0027	f104r	f104r.12	12	2	qotchedy	S	B	3	qo	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0028	f104r	f104r.18	18	6	otalkshedy	S	B	3	otal	0	k	sh	1	1	KSH	heiß-feucht	0
G625-Q0029	f104r	f104r.19	19	6	olkchedy	S	B	3	ol	0	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0030	f104r	f104r.20	20	3	qokchdy	S	B	3	qo	1	k	ch	0	1	KCH	heiß-trocken	1
G625-Q0031	f104r	f104r.21	21	4	olkchedy	S	B	3	ol	0	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0032	f104r	f104r.22	22	5	kchedy	S	B	3	BARE	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0033	f104r	f104r.32	32	3	okshey	S	B	3	o	1	k	sh	1	0	KSH	heiß-feucht	1
G625-Q0034	f104r	f104r.38	38	5	qotchdy	S	B	3	qo	1	t	ch	0	1	TCH	kalt-trocken	1
G625-Q0035	f104r	f104r.39	39	4	alkchdy	S	B	3	al	0	k	ch	0	1	KCH	heiß-trocken	0
G625-Q0036	f104r	f104r.43	43	3	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0037	f104r	f104r.43	43	4	ykchdy	S	B	3	y	0	k	ch	0	1	KCH	heiß-trocken	0
G625-Q0038	f104v	f104v.6	6	4	qokchy	S	B	3	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0039	f104v	f104v.8	8	8	qotchedy	S	B	3	qo	1	t	ch	1	1	TCH	kalt-trocken	0
G625-Q0040	f104v	f104v.15	15	1	tolkshey	S	B	3	tol	0	k	sh	1	0	KSH	heiß-feucht	0
G625-Q0041	f104v	f104v.15	15	4	qokchy	S	B	3	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0042	f104v	f104v.15	15	9	tchdy	S	B	3	BARE	1	t	ch	0	1	TCH	kalt-trocken	1
G625-Q0043	f104v	f104v.15	15	10	qotchdy	S	B	3	qo	1	t	ch	0	1	TCH	kalt-trocken	1
G625-Q0044	f104v	f104v.16	16	9	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0045	f104v	f104v.16	16	10	olkchy	S	B	3	ol	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0046	f104v	f104v.17	17	5	otkchedy	S	B	3	ot	0	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0047	f104v	f104v.17	17	6	cholkchy	S	B	3	chol	0	k	ch	0	0	KCH	heiß-trocken	0
G625-Q0048	f104v	f104v.17	17	7	qotchdy	S	B	3	qo	1	t	ch	0	1	TCH	kalt-trocken	1
G625-Q0049	f104v	f104v.19	19	4	cholkshedy	S	B	3	chol	0	k	sh	1	1	KSH	heiß-feucht	1
G625-Q0050	f104v	f104v.19	19	7	qokchy	S	B	3	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0051	f104v	f104v.20	20	7	qotchedy	S	B	3	qo	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0052	f104v	f104v.21	21	4	shokchey	S	B	3	sho	0	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0053	f104v	f104v.22	22	1	ytchedy	S	B	3	y	0	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0054	f104v	f104v.22	22	2	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0055	f104v	f104v.22	22	3	qotchy	S	B	3	qo	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0056	f104v	f104v.22	22	4	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0057	f104v	f104v.23	23	1	tchey	S	B	3	BARE	1	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0058	f104v	f104v.23	23	2	qokchey	S	B	3	qo	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0059	f104v	f104v.27	27	6	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0060	f104v	f104v.28	28	5	qokchy	S	B	3	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0061	f104v	f104v.29	29	7	qotchdy	S	B	3	qo	1	t	ch	0	1	TCH	kalt-trocken	1
G625-Q0062	f104v	f104v.32	32	2	kchedy	S	B	3	BARE	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0063	f104v	f104v.40	40	2	okchedy	S	B	3	o	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0064	f104v	f104v.41	41	1	tchedy	S	B	3	BARE	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0065	f104v	f104v.41	41	10	otchdy	S	B	3	o	1	t	ch	0	1	TCH	kalt-trocken	0
G625-Q0066	f104v	f104v.43	43	8	okchey	S	B	3	o	1	k	ch	1	0	KCH	heiß-trocken	0
G625-Q0067	f105r	f105r.2	2	5	otchdy	S	B	3	o	1	t	ch	0	1	TCH	kalt-trocken	0
G625-Q0068	f105r	f105r.3	3	8	ytchy	S	B	3	y	0	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0069	f105r	f105r.5	5	8	otchdy	S	B	3	o	1	t	ch	0	1	TCH	kalt-trocken	0
G625-Q0070	f105r	f105r.9	9	4	okchey	S	B	3	o	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0071	f105r	f105r.12	12	6	kchedy	S	B	3	BARE	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0072	f105r	f105r.12	12	7	qotchdy	S	B	3	qo	1	t	ch	0	1	TCH	kalt-trocken	1
G625-Q0073	f105r	f105r.17	17	8	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0074	f105r	f105r.32	32	5	olkchey	S	B	3	ol	0	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0075	f105v	f105v.2	2	11	otchy	S	B	3	o	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0076	f105v	f105v.9	9	6	otchedy	S	B	3	o	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0077	f105v	f105v.9	9	8	otchey	S	B	3	o	1	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0078	f105v	f105v.13	13	3	qokchdy	S	B	3	qo	1	k	ch	0	1	KCH	heiß-trocken	0
G625-Q0079	f105v	f105v.14	14	10	chtchy	S	B	3	ch	0	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0080	f105v	f105v.18	18	6	oltchdy	S	B	3	ol	0	t	ch	0	1	TCH	kalt-trocken	1
G625-Q0081	f105v	f105v.19	19	9	kchey	S	B	3	BARE	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0082	f105v	f105v.27	27	6	orkchdy	S	B	3	or	0	k	ch	0	1	KCH	heiß-trocken	1
G625-Q0083	f105v	f105v.37	37	8	tchdy	S	B	3	BARE	1	t	ch	0	1	TCH	kalt-trocken	1
G625-Q0084	f105v	f105v.38	38	4	okshey	S	B	3	o	1	k	sh	1	0	KSH	heiß-feucht	0
G625-Q0085	f106r	f106r.1	1	7	otchedy	S	B	3	o	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0086	f106r	f106r.2	2	2	ytchedy	S	B	3	y	0	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0087	f106r	f106r.3	3	3	lkchedy	S	B	3	l	0	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0088	f106r	f106r.3	3	4	ytchdy	S	B	3	y	0	t	ch	0	1	TCH	kalt-trocken	1
G625-Q0089	f106r	f106r.4	4	2	okchedy	S	B	3	o	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0090	f106r	f106r.13	13	7	otchey	S	B	3	o	1	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0091	f106r	f106r.15	15	5	tchedy	S	B	3	BARE	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0092	f106r	f106r.19	19	1	otchedy	S	B	3	o	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0093	f106r	f106r.21	21	2	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0094	f106r	f106r.23	23	7	qokchy	S	B	3	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0095	f106r	f106r.24	24	2	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0096	f106r	f106r.27	27	2	lkshedy	S	B	3	l	0	k	sh	1	1	KSH	heiß-feucht	1
G625-Q0097	f106r	f106r.34	34	2	lkshey	S	B	3	l	0	k	sh	1	0	KSH	heiß-feucht	0
G625-Q0098	f106r	f106r.38	38	6	shotchey	S	B	3	sho	0	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0099	f106r	f106r.42	42	4	okchedy	S	B	3	o	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0100	f106r	f106r.42	42	6	shotchy	S	B	3	sho	0	t	ch	0	0	TCH	kalt-trocken	0
G625-Q0101	f106v	f106v.3	3	3	cheokchy	S	B	3	cheo	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0102	f106v	f106v.6	6	3	kchedy	S	B	3	BARE	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0103	f106v	f106v.9	9	5	shtchy	S	B	3	sh	0	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0104	f106v	f106v.11	11	4	kshedy	S	B	3	BARE	1	k	sh	1	1	KSH	heiß-feucht	0
G625-Q0105	f106v	f106v.11	11	5	qotchdy	S	B	3	qo	1	t	ch	0	1	TCH	kalt-trocken	1
G625-Q0106	f106v	f106v.13	13	1	olkeealkchedy	S	B	3	olkeeal	0	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0107	f106v	f106v.15	15	4	otshedy	S	B	3	o	1	t	sh	1	1	TSH	kalt-feucht	0
G625-Q0108	f106v	f106v.15	15	5	qokchdy	S	B	3	qo	1	k	ch	0	1	KCH	heiß-trocken	1
G625-Q0109	f106v	f106v.15	15	6	qotshdy	S	B	3	qo	1	t	sh	0	1	TSH	kalt-feucht	1
G625-Q0110	f106v	f106v.15	15	7	qokchdy	S	B	3	qo	1	k	ch	0	1	KCH	heiß-trocken	0
G625-Q0111	f106v	f106v.16	16	6	qotchdy	S	B	3	qo	1	t	ch	0	1	TCH	kalt-trocken	0
G625-Q0112	f106v	f106v.18	18	2	qokshdy	S	B	3	qo	1	k	sh	0	1	KSH	heiß-feucht	1
G625-Q0113	f106v	f106v.18	18	3	qokshy	S	B	3	qo	1	k	sh	0	0	KSH	heiß-feucht	0
G625-Q0114	f106v	f106v.21	21	8	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0115	f106v	f106v.22	22	2	qokchy	S	B	3	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0116	f106v	f106v.22	22	4	okshy	S	B	3	o	1	k	sh	0	0	KSH	heiß-feucht	1
G625-Q0117	f106v	f106v.24	24	3	qokchdy	S	B	3	qo	1	k	ch	0	1	KCH	heiß-trocken	1
G625-Q0118	f106v	f106v.35	35	6	kchedy	S	B	3	BARE	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0119	f106v	f106v.35	35	8	kchedy	S	B	3	BARE	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0120	f106v	f106v.38	38	3	otchey	S	B	3	o	1	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0121	f107r	f107r.1	1	4	qokchy	S	B	3	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0122	f107r	f107r.4	4	11	okchedy	S	B	3	o	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0123	f107r	f107r.5	5	1	olkchedy	S	B	3	ol	0	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0124	f107r	f107r.5	5	4	okchedy	S	B	3	o	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0125	f107r	f107r.5	5	8	chokchedy	S	B	3	cho	0	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0126	f107r	f107r.6	6	3	chotchedy	S	B	3	cho	0	t	ch	1	1	TCH	kalt-trocken	0
G625-Q0127	f107r	f107r.6	6	8	okchey	S	B	3	o	1	k	ch	1	0	KCH	heiß-trocken	0
G625-Q0128	f107r	f107r.7	7	2	cheotchey	S	B	3	cheo	0	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0129	f107r	f107r.9	9	8	chdykchedy	S	B	3	chdy	0	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0130	f107r	f107r.25	25	7	qokchdy	S	B	3	qo	1	k	ch	0	1	KCH	heiß-trocken	1
G625-Q0131	f107r	f107r.28	28	8	otchy	S	B	3	o	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0132	f107r	f107r.36	36	8	qokchey	S	B	3	qo	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0133	f107r	f107r.38	38	7	qokchey	S	B	3	qo	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0134	f107r	f107r.42	42	5	ykchey	S	B	3	y	0	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0135	f107r	f107r.43	43	5	ykchedy	S	B	3	y	0	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0136	f107r	f107r.51	51	9	otchy	S	B	3	o	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0137	f107v	f107v.1	1	3	otalkchy	S	B	3	otal	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0138	f107v	f107v.11	11	1	tshedy	S	B	3	BARE	1	t	sh	1	1	TSH	kalt-feucht	0
G625-Q0139	f107v	f107v.11	11	4	qokchey	S	B	3	qo	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0140	f107v	f107v.14	14	9	okchdy	S	B	3	o	1	k	ch	0	1	KCH	heiß-trocken	0
G625-Q0141	f107v	f107v.18	18	2	qokchey	S	B	3	qo	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0142	f107v	f107v.18	18	3	qekchdy	S	B	3	qe	0	k	ch	0	1	KCH	heiß-trocken	0
G625-Q0143	f107v	f107v.21	21	5	kchedy	S	B	3	BARE	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0144	f107v	f107v.23	23	5	raikchy	S	B	3	rai	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0145	f107v	f107v.27	27	3	okchey	S	B	3	o	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0146	f107v	f107v.27	27	4	qokshy	S	B	3	qo	1	k	sh	0	0	KSH	heiß-feucht	1
G625-Q0147	f107v	f107v.27	27	6	lkshedy	S	B	3	l	0	k	sh	1	1	KSH	heiß-feucht	1
G625-Q0148	f107v	f107v.29	29	5	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0149	f107v	f107v.32	32	6	otchey	S	B	3	o	1	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0150	f107v	f107v.34	34	3	lkchy	S	B	3	l	0	k	ch	0	0	KCH	heiß-trocken	0
G625-Q0151	f107v	f107v.38	38	2	okchey	S	B	3	o	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0152	f107v	f107v.38	38	3	qokchey	S	B	3	qo	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0153	f107v	f107v.41	41	7	qokchey	S	B	3	qo	1	k	ch	1	0	KCH	heiß-trocken	0
G625-Q0154	f108r	f108r.6	6	10	qokchey	S	B	3	qo	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0155	f108r	f108r.7	7	1	okchey	S	B	3	o	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0156	f108r	f108r.7	7	3	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0157	f108r	f108r.8	8	6	chokchy	S	B	3	cho	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0158	f108r	f108r.11	11	5	qetchdy	S	B	3	qe	0	t	ch	0	1	TCH	kalt-trocken	1
G625-Q0159	f108r	f108r.12	12	1	tshey	S	B	3	BARE	1	t	sh	1	0	TSH	kalt-feucht	1
G625-Q0160	f108r	f108r.12	12	2	okchey	S	B	3	o	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0161	f108r	f108r.15	15	6	okchedy	S	B	3	o	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0162	f108r	f108r.18	18	4	ykchedy	S	B	3	y	0	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0163	f108r	f108r.30	30	6	okchedy	S	B	3	o	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0164	f108r	f108r.37	37	1	tchedy	S	B	3	BARE	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0165	f108v	f108v.5	5	4	otchedy	S	B	3	o	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0166	f108v	f108v.20	20	3	kchey	S	B	3	BARE	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0167	f108v	f108v.20	20	7	otshedy	S	B	3	o	1	t	sh	1	1	TSH	kalt-feucht	1
G625-Q0168	f10r	f10r.3	3	3	tchy	H	A	1	BARE	1	t	ch	0	0	TCH	kalt-trocken	0
G625-Q0169	f10r	f10r.3	3	6	qotchy	H	A	1	qo	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0170	f10r	f10r.5	5	1	qokchy	H	A	1	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0171	f10r	f10r.12	12	3	qotchy	H	A	1	qo	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0172	f10v	f10v.4	4	4	qotchey	H	A	1	qo	1	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0173	f10v	f10v.5	5	4	qotchy	H	A	1	qo	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0174	f10v	f10v.5	5	8	qokchy	H	A	1	qo	1	k	ch	0	0	KCH	heiß-trocken	0
G625-Q0175	f111r	f111r.5	5	2	sheekshy	S	B	3	shee	0	k	sh	0	0	KSH	heiß-feucht	1
G625-Q0176	f111r	f111r.5	5	5	chokchey	S	B	3	cho	0	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0177	f111r	f111r.6	6	12	qotchedy	S	B	3	qo	1	t	ch	1	1	TCH	kalt-trocken	0
G625-Q0178	f111r	f111r.8	8	9	otshedy	S	B	3	o	1	t	sh	1	1	TSH	kalt-feucht	1
G625-Q0179	f111r	f111r.8	8	12	qotchdy	S	B	3	qo	1	t	ch	0	1	TCH	kalt-trocken	1
G625-Q0180	f111r	f111r.30	30	3	qotchey	S	B	3	qo	1	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0181	f111r	f111r.31	31	1	sheotchedy	S	B	3	sheo	0	t	ch	1	1	TCH	kalt-trocken	0
G625-Q0182	f111r	f111r.51	51	13	okchy	S	B	3	o	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0183	f111r	f111r.53	53	3	okshdy	S	B	3	o	1	k	sh	0	1	KSH	heiß-feucht	1
G625-Q0184	f111v	f111v.8	8	2	otchey	S	B	3	o	1	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0185	f111v	f111v.20	20	9	qokshedy	S	B	3	qo	1	k	sh	1	1	KSH	heiß-feucht	1
G625-Q0186	f111v	f111v.26	26	3	okshey	S	B	3	o	1	k	sh	1	0	KSH	heiß-feucht	1
G625-Q0187	f111v	f111v.29	29	9	otchey	S	B	3	o	1	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0188	f111v	f111v.45	45	7	okshey	S	B	3	o	1	k	sh	1	0	KSH	heiß-feucht	0
G625-Q0189	f111v	f111v.48	48	9	okchedy	S	B	3	o	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0190	f112r	f112r.8	8	5	qotchedy	S	B	3	qo	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0191	f112r	f112r.9	9	8	qokchy	S	B	3	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0192	f112r	f112r.11	11	1	tchedy	S	B	3	BARE	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0193	f112r	f112r.12	12	3	otchedy	S	B	3	o	1	t	ch	1	1	TCH	kalt-trocken	0
G625-Q0194	f112r	f112r.28	28	7	ytchedy	S	B	3	y	0	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0195	f112r	f112r.34	34	10	qokchdy	S	B	3	qo	1	k	ch	0	1	KCH	heiß-trocken	1
G625-Q0196	f112r	f112r.40	40	5	okchedy	S	B	3	o	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0197	f112r	f112r.41	41	4	okchey	S	B	3	o	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0198	f112r	f112r.41	41	5	qokchy	S	B	3	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0199	f112v	f112v.9	9	7	okchedy	S	B	3	o	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0200	f112v	f112v.9	9	8	qokchdy	S	B	3	qo	1	k	ch	0	1	KCH	heiß-trocken	1
G625-Q0201	f112v	f112v.10	10	3	okchedy	S	B	3	o	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0202	f112v	f112v.13	13	3	otchedy	S	B	3	o	1	t	ch	1	1	TCH	kalt-trocken	0
G625-Q0203	f112v	f112v.24	24	4	otchedy	S	B	3	o	1	t	ch	1	1	TCH	kalt-trocken	0
G625-Q0204	f112v	f112v.38	38	4	okchey	S	B	3	o	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0205	f112v	f112v.42	42	4	kchdy	S	B	3	BARE	1	k	ch	0	1	KCH	heiß-trocken	1
G625-Q0206	f112v	f112v.42	42	7	qokchdy	S	B	3	qo	1	k	ch	0	1	KCH	heiß-trocken	1
G625-Q0207	f112v	f112v.45	45	4	tchdy	S	B	3	BARE	1	t	ch	0	1	TCH	kalt-trocken	0
G625-Q0208	f113r	f113r.1	1	9	lkchy	S	B	3	l	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0209	f113r	f113r.4	4	5	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0210	f113r	f113r.7	7	3	qokchey	S	B	3	qo	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0211	f113r	f113r.8	8	4	lkchey	S	B	3	l	0	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0212	f113r	f113r.10	10	11	otchedy	S	B	3	o	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0213	f113r	f113r.13	13	8	lkchedy	S	B	3	l	0	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0214	f113r	f113r.13	13	9	kotchy	S	B	3	ko	0	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0215	f113r	f113r.14	14	2	lkchey	S	B	3	l	0	k	ch	1	0	KCH	heiß-trocken	0
G625-Q0216	f113r	f113r.14	14	10	kchedy	S	B	3	BARE	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0217	f113r	f113r.14	14	11	chokchy	S	B	3	cho	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0218	f113r	f113r.21	21	4	otchdy	S	B	3	o	1	t	ch	0	1	TCH	kalt-trocken	1
G625-Q0219	f113r	f113r.21	21	5	shokchy	S	B	3	sho	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0220	f113r	f113r.22	22	5	okchedy	S	B	3	o	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0221	f113r	f113r.22	22	9	qokchy	S	B	3	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0222	f113r	f113r.23	23	6	lkchey	S	B	3	l	0	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0223	f113r	f113r.23	23	10	lkchedy	S	B	3	l	0	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0224	f113r	f113r.25	25	9	qokchey	S	B	3	qo	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0225	f113r	f113r.26	26	3	lkchedy	S	B	3	l	0	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0226	f113r	f113r.27	27	10	tchey	S	B	3	BARE	1	t	ch	1	0	TCH	kalt-trocken	1
